Organization Name,Organization Name URL,Operating Status,Stage,Industries,Headquarters Location,Description,CB Rank (Company),Headquarters Regions,Postal Code,Estimated Revenue Range,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Twitter,Facebook,LinkedIn,Full Description,Industry Groups,Number of Founders,Number of Employees,Founders,Number of Funding Rounds,Funding Status,Last Funding Date,Last Funding Amount,Last Funding Amount Currency,Last Funding Amount (in USD),Last Funding Type,Last Equity Funding Amount,Last Equity Funding Amount Currency,Last Equity Funding Amount (in USD),Last Equity Funding Type,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Top 5 Investors,Number of Lead Investors,Number of Investors,Number of Acquisitions,Acquisition Status,Transaction Name,Transaction Name URL,Acquired by,Acquired by URL,Announced Date,Announced Date Precision,Price,Price Currency,Price (in USD),Acquisition Type,Acquisition Terms,IPO Status,IPO Date,Money Raised at IPO,Money Raised at IPO Currency,Money Raised at IPO (in USD),Valuation at IPO,Valuation at IPO Currency,Valuation at IPO (in USD),Stock Symbol,Stock Symbol URL,Stock Exchange,Number of Events
Mistral AI,https://www.crunchbase.com/organization/mistral-ai,Active,,"Artificial Intelligence (AI), Generative AI, Machine Learning, Natural Language Processing, Open Source, Software","Paris, Ile-de-France, France",Mistral AI is an AI startup that provides developers and businesses access to open and portable generative AI solutions.,66,"European Union (EU), Europe, Middle East, and Africa (EMEA)",75001,$1M to $10M,2023-04-01,month,,,,,For Profit,https://mistral.ai,https://www.twitter.com/aimistral,,https://www.linkedin.com/company/mistralai,"Mistral AI is a company specialising in developing advanced artificial intelligence solutions. They focus on creating state-of-the-art AI models that cater to a variety of applications, from natural language processing to complex problem-solving. Mistral AI aims to push the boundaries of AI technology by leveraging cutting-edge research and development. Their offerings are designed to help businesses and organisations harness the power of AI for improved efficiency, innovation, and decision-making.","Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software",5,251-500,"Arthur Mensch, Charles Gorintin, Guillaume Lample, Jean Charles Samuelian, Timothee Lacroix",7,Early Stage Venture,2024-06-11,468000000,EUR,502635075,Series B,468000000,EUR,502635075,Series B,973000000,EUR,1046649071,1105000000,EUR,1188417938,"Andreessen Horowitz, Bpifrance, General Catalyst, NVIDIA, Lightspeed Venture Partners",5,40,,,,,,,,,,,,,,Private,,,,,,,,,,,
Qevlar AI,https://www.crunchbase.com/organization/qevlar-ai,Active,,"Artificial Intelligence (AI), Cyber Security, Information Technology, Network Security, SaaS","Paris, Ile-de-France, France","Qevlar AI specializes in autonomous security operations center solutions to enrich, investigate, contextualize, and triage security alerts.","1,623","European Union (EU), Europe, Middle East, and Africa (EMEA)",75009,$1M to $10M,2023-05-01,month,,,,,For Profit,https://www.qevlar.com,,,https://www.linkedin.com/company/qevlar,"Qevlar specializes in autonomous security operations center solutions to enrich, investigate, contextualize, and triage security alerts, enhancing defense mechanisms and overall SOC performance. Qevlar AI's platform integrates seamlessly with existing security infrastructures, automating Level 1 analyst tasks without manual intervention, thereby enhancing efficiency and accuracy in threat analysis.","Artificial Intelligence (AI), Data and Analytics, Information Technology, Privacy and Security, Science and Engineering, Software",2,11-50,"Ahmed Achchak, Hamza Sayah",2,Seed,2025-04-08,10000000,USD,10000000,Seed,10000000,USD,10000000,Seed,14884540,USD,14884540,14884540,USD,14884540,"EQT Ventures, Mehdi Ghissassi, Olivier Pomel, Tarik Dadi, Forgepoint Capital International",2,8,,,,,,,,,,,,,,Private,,,,,,,,,,,5
Dust,https://www.crunchbase.com/organization/dust-5f56,Active,,"Artificial Intelligence (AI), Natural Language Processing, Translation Service","Paris, Ile-de-France, France",Dust is a modular technology platform that builds customized AI assistance to enhance and optimize workflows.,"3,090","European Union (EU), Europe, Middle East, and Africa (EMEA)",,,2023-01-01,year,,,,,For Profit,https://dust.tt/,https://twitter.com/dust4ai,,https://www.linkedin.com/company/dust-tt,"Dust is a company that provides an AI platform for businesses to build and deploy customized virtual assistants tailored to their specific needs. The platform enables companies to keep internal content and knowledge up-to-date, enhance collaboration and onboarding across teams, and accelerate workflows in areas like marketing, sales, data analysis, and engineering. Dust's AI-powered assistants help companies leverage their existing data and expertise to drive efficiency and productivity.","Artificial Intelligence (AI), Data and Analytics, Professional Services, Science and Engineering, Software",2,11-50,"Gabriel Hubert, Stanislas Polu",2,Early Stage Venture,2024-06-27,15000000,EUR,16061402,Series A,15000000,EUR,16061402,Series A,20000000,EUR,21540176,20000000,EUR,21540176,"Sequoia Capital, XYZ Venture Capital, Seedcamp, Connect Ventures, Julien Chaumond",1,23,,,,,,,,,,,,,,Private,,,,,,,,,,,
Pyannote AI,https://www.crunchbase.com/organization/pyannote-ai,Active,,"Artificial Intelligence (AI), Generative AI, Machine Learning, Speech Recognition","Paris, Ile-de-France, France",Pyannote AI provides speaker diarization solutions for accurate voice-to-speaker alignment.,"3,689","European Union (EU), Europe, Middle East, and Africa (EMEA)",,,2024-03-01,day,,,,,For Profit,https://www.pyannote.ai,https://x.com/pyannoteAI,,https://www.linkedin.com/company/pyannoteai,"Pyannote AI develops speaker diarization technology that accurately identifies and segments speakers in audio recordings. This technology enables users to analyze conversations by providing detailed insights into who speaks when, facilitating effective communication in various contexts such as meetings and interviews. Pyannote AI offers tools that integrate seamlessly with existing workflows, allowing sales teams to enhance their understanding of customer interactions. The company focuses on empowering organizations to leverage conversational data for improved decision-making and strategy development. With its commitment to innovation, Pyannote AI continues to refine its solutions to meet the evolving needs of its clients.","Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software",2,1-10,"Hervé Bredin, Vincent Molina",1,Seed,2025-04-07,8100000,EUR,8895205,Seed,8100000,EUR,8895205,Seed,8100000,EUR,8895205,8100000,EUR,8895205,"Crane Venture Partners, Kima Ventures, Serena, Pareto Holdings, Julien Chaumond",2,9,,,,,,,,,,,,,,Private,,,,,,,,,,,
Versant,https://www.crunchbase.com/organization/abundantearth,Active,,"Information Technology, Natural Resources, Satellite Communication, Sustainability","Paris, Ile-de-France, France",Versant is an environmental analysis company that provides land identification for ecological compensation.,"3,720","European Union (EU), Europe, Middle East, and Africa (EMEA)",,$100M to $500M,2023-04-16,day,,,,,For Profit,https://versant.earth/,,,https://www.linkedin.com/company/abundantearth/,"Versant is a forestry project management company. Versant collects biodiversity data based on satellite sources and on-the-ground data that feed into AI models, enabling clients to invest in land restoration and regeneration projects. They offer infrastructure developers land parcels for environmental mitigation, aligning with France's regulatory framework.","Hardware, Information Technology, Natural Resources, Sustainability",3,1-10,"Elena Bunel, Luc Bettaieb, Martin de Stoppani",4,Seed,2025-04-15,350000,EUR,396354,Pre-Seed,350000,EUR,396354,Pre-Seed,490000,EUR,547705,640000,EUR,717571,"Bpifrance, Antler, European Space Agency Business Incubation Centre, Noordwijk, Climate Leaders Fast Track",,4,,,,,,,,,,,,,,Private,,,,,,,,,,,
H Company,https://www.crunchbase.com/organization/holistic-ai-0946,Active,,"Analytics, Artificial Intelligence (AI), Data Management, Generative AI","Paris, Ile-de-France, France",H Company develops AI models to enhance worker productivity and decision-making.,"3,790","European Union (EU), Europe, Middle East, and Africa (EMEA)",75009,,2023-01-01,year,,,,,For Profit,https://www.hcompany.ai,,,https://www.linkedin.com/company/h-company-ai,"H Company focuses on creating frontier action models that improve productivity for workers through advanced AI capabilities. The platform specializes in task automation and decision-making support, enabling organizations to streamline operations.","Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software",2,11-50,"Julien Perolat, Karl Tuyls",2,Seed,2024-05-07,120000000,USD,120000000,Convertible Note,100000000,USD,100000000,Seed,100000000,USD,100000000,220000000,USD,220000000,"Accel, Creandum, UiPath, Amazon, FirstMark",,19,,,,,,,,,,,,,,Private,,,,,,,,,,,
Cube,https://www.crunchbase.com/organization/cube-ai,Active,,"Artificial Intelligence (AI), Logistics, Software, Supply Chain Management","Paris, Ile-de-France, France",Cube is an AI company building the digital workforce of the future.,"4,208","European Union (EU), Europe, Middle East, and Africa (EMEA)",,,2023-01-01,year,,,,,For Profit,https://www.getcube.ai/,,,https://www.linkedin.com/company/cubelogistics/,Cube is an AI company building the digital workforce of the future.,"Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software, Transportation",3,1-10,"Louis de Benoist, Sacha Ichbiah, Victor Plaisance",1,Seed,2024-06-01,3500000,USD,3500000,Pre-Seed,3500000,USD,3500000,Pre-Seed,3500000,USD,3500000,3500000,USD,3500000,"Bpifrance, K5 Global, Entrepreneurs First, VentureFriends, Kima Ventures",1,17,,,,,,,,,,,,,,Private,,,,,,,,,,,
GravitHy,https://www.crunchbase.com/organization/gravithy,Active,,"Manufacturing, Sustainability, Test and Measurement","Marseille, Provence-Alpes-Cote d'Azur, France",GravitHy is an iron manufacturing firm producing DRI/HBI through hydrogen reduction technology.,"4,427","European Union (EU), Europe, Middle East, and Africa (EMEA)",13002,,2022-01-01,year,,,,,For Profit,https://gravithy.eu,,,https://www.linkedin.com/company/gravithy,GravitHy is a sustainable iron and steel company focused on decarbonizing steel production through low CO₂ Direct Reduced Iron (DRI) and renewable hydrogen technologies. They aim to lead a green industrial revolution by significantly reducing the carbon footprint of the steel industry.,"Data and Analytics, Manufacturing, Sustainability",,11-50,,2,,2025-03-26,60000000,EUR,64796146,Venture - Series Unknown,60000000,EUR,64796146,Venture - Series Unknown,60000000,EUR,64796146,60000000,EUR,64796146,"Rio Tinto, Marcegaglia, EIT InnoEnergy, Advantage Partners, Ecolab",,7,,,,,,,,,,,,,,Private,,,,,,,,,,,
Bioptimus,https://www.crunchbase.com/organization/bioptimus,Active,,"Artificial Intelligence (AI), Biotechnology, Generative AI","Paris, Ile-de-France, France",Bioptimus is an AI company that offers a foundation model for biology to fuel breakthrough discoveries and accelerate.,"4,449","European Union (EU), Europe, Middle East, and Africa (EMEA)",75009,$1M to $10M,2024-01-01,year,,,,,For Profit,https://www.bioptimus.com,https://twitter.com/bioptimus_ai,,https://www.linkedin.com/company/bioptimus,"Bioptimus develops a universal AI foundation model designed to integrate biological data from molecules to organisms. The company utilizes unique multiscale data, advanced computing power, and a team of experts to enhance understanding of complex biological processes.","Artificial Intelligence (AI), Biotechnology, Data and Analytics, Science and Engineering, Software",6,1-10,"David Cahané, Eric Durand, Felipe Llinares López, Jean-Philippe Vert, Rodolphe Jenatton, Zelda Mariet",2,Early Stage Venture,2025-01-14,41000000,USD,41000000,Series A,41000000,USD,41000000,Series A,76000000,USD,76000000,76000000,USD,76000000,"Bpifrance, Headline, Hitachi Ventures, Cathay Innovation, Hummingbird Ventures",2,18,,,,,,,,,,,,,,Private,,,,,,,,,,,
Bubblemaps,https://www.crunchbase.com/organization/bubblemaps,Active,,"Analytics, Blockchain, Innovation Management","Paris, Ile-de-France, France",Bubblemaps offers access to on-chain data and lowers the entry barrier for users.,"4,611","European Union (EU), Europe, Middle East, and Africa (EMEA)",,,2022-12-22,day,,,,,For Profit,https://bubblemaps.io/,https://twitter.com/bubblemaps,,,"Bubblemaps is the most powerful tool for on-chain investigation! Featuring a playful and engaging visual interface, Bubblemaps simplifies access to on-chain data and lowers the entry barrier for users.  We have partnered with several blockchains that share our vision for easy on-chain data, such as Arbitrum, Polygon, Avalanche, BNB Chain, some of them even participating in our fundraising round. Additionally, our visuals are directly accessible on leading DeFi platforms like OpenSea","Blockchain and Cryptocurrency, Data and Analytics, Other, Professional Services",1,1-10,Nicolas Vaiman,2,,2025-03-20,,,,Corporate Round,,,,Corporate Round,3000000,EUR,3207599,3000000,EUR,3207599,"Avalanche, INCE Capital, Momentum 6, Founderheads,, Nicolas Bacca",2,13,,,,,,,,,,,,,,Private,,,,,,,,,,,
