Organization Name,Organization Name URL,Operating Status,Stage,Industries,Headquarters Location,Description,CB Rank (Company),Headquarters Regions,Postal Code,Estimated Revenue Range,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Twitter,Facebook,LinkedIn,Full Description,Industry Groups,Number of Founders,Number of Employees,Founders,Number of Funding Rounds,Funding Status,Last Funding Date,Last Funding Amount,Last Funding Amount Currency,Last Funding Amount (in USD),Last Funding Type,Last Equity Funding Amount,Last Equity Funding Amount Currency,Last Equity Funding Amount (in USD),Last Equity Funding Type,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Top 5 Investors,Number of Lead Investors,Number of Investors,Number of Acquisitions,Acquisition Status,Transaction Name,Transaction Name URL,Acquired by,Acquired by URL,Announced Date,Announced Date Precision,Price,Price Currency,Price (in USD),Acquisition Type,Acquisition Terms,IPO Status,IPO Date,Money Raised at IPO,Money Raised at IPO Currency,Money Raised at IPO (in USD),Valuation at IPO,Valuation at IPO Currency,Valuation at IPO (in USD),Stock Symbol,Stock Symbol URL,Stock Exchange,Number of Events
Bolt,https://www.crunchbase.com/organization/mtakso,Active,,"Car Sharing, Food Delivery, Mobile Apps, Ride Sharing, Transportation","Tallinn, Harjumaa, Estonia","Bolt is a mobility app that provides rides, food delivery, scooters, and car-sharing services.",82,"European Union (EU), Europe, Middle East, and Africa (EMEA)",10134,$1B to $10B,2013-08-01,day,,,,,For Profit,https://bolt.eu,https://x.com/Boltapp,https://www.facebook.com/Bolt,https://www.linkedin.com/company/bolt-eu,"Bolt is the first European app with a mission to make cities for people, not cars. Bolt has 100 million customers in 45 countries across Europe and Africa. The company challenges personal car ownership, offering better alternatives for every use case, including ride-hailing, shared cars and scooters, and food and grocery delivery. Bolt was founded in 2013 and is headquartered in Tallinn, Estonia.","Apps, Food and Beverage, Mobile, Software, Transportation",3,1001-5000,"Markus Villig, Martin Villig, Oliver Leisalu",19,Late Stage Venture,2024-05-03,220000000,EUR,236903031,Debt Financing,,,,Series F,1853618731,USD,1853618731,2280742733,USD,2280742733,"European Investment Bank, Sequoia Capital, Citi, International Finance Corporation, Deutsche Bank",11,56,1,Made Acquisitions,,,,,,,,,,,,Private,,,,,,,,,,,3
Veriff,https://www.crunchbase.com/organization/veriff,Active,,"Artificial Intelligence (AI), Cyber Security, Fraud Detection, Identity Management, Information Technology","Tallinn, Harjumaa, Estonia",Veriff is an identity verification company that protects businesses and customers from online identity fraud.,454,"European Union (EU), Europe, Middle East, and Africa (EMEA)",10414,$100M to $500M,2015-10-20,day,,,,,For Profit,https://veriff.com,https://twitter.com/Veriff,https://www.facebook.com/veriff,https://www.linkedin.com/company/veriff,"Veriff is an online identity verification company that protects businesses and their customers from online identity fraud. It is a highly automated identity verification platform connecting companies with honest customers. Veriff makes it easy to connect with people to trust. With the combined forces of machine learning and eagle-eyed specialists, Veriff is always two steps ahead of digital fraud. AI speeds up sessions with immediate feedback, while manual checks by their verification gurus nip risks in the bud. Veriff was founded in 2015 and is headquartered in Tallinn, Estonia.","Artificial Intelligence (AI), Data and Analytics, Financial Services, Information Technology, Payments, Privacy and Security, Science and Engineering, Software",2,251-500,"Janer Gorohhov, Kaarel Kotkas",7,Late Stage Venture,2022-01-26,100000000,USD,100000000,Series C,100000000,USD,100000000,Series C,176820000,USD,176820000,192320000,USD,192320000,"Y Combinator, Accel, IVP, Tiger Global Management, SV Angel",7,18,1,Made Acquisitions,,,,,,,,,,,,Private,,,,,,,,,,,4
UP Catalyst,https://www.crunchbase.com/organization/up-catalyst,Active,,"Industrial Engineering, Manufacturing, Nanotechnology","Tallinn, Harjumaa, Estonia",UP Catalyst produces sustainable carbon nanomaterials and graphite for the green energy storage industry.,"1,677","European Union (EU), Europe, Middle East, and Africa (EMEA)",12618,$1M to $10M,2019-01-01,year,,,,,For Profit,https://upcatalyst.com/,https://x.com/upcatalyst1,https://www.facebook.com/upcatalyst1/,https://www.linkedin.com/company/upcatalyst/,UP Catalyst produces sustainable carbon nanomaterials and graphite for the green energy storage industry.,"Manufacturing, Science and Engineering",1,11-50,Gary Urb,7,Seed,2025-04-08,18000000,EUR,19732515,Debt Financing,2360000,EUR,2632603,Seed,6860000,EUR,7510118,26465000,EUR,28994488,"European Investment Bank, Extantia Capital, Sunly, Prototron, SmartCap",5,11,,,,,,,,,,,,,,Private,,,,,,,,,,,
Esgrid,https://www.crunchbase.com/organization/esgrid,Active,,"Financial Services, Software, Sustainability","Tallinn, Harjumaa, Estonia",Esgrid provides value-chain sustainability management solutions to medium-sized businesses and financial institutions.,"2,913","European Union (EU), Europe, Middle East, and Africa (EMEA)",,,2023-01-01,year,,,,,For Profit,https://esgrid.com,,,https://www.linkedin.com/company/esgrid,Esgrid provides value-chain sustainability management solutions to medium-sized businesses and financial institutions.,"Financial Services, Software, Sustainability",4,1-10,"Jevgeni Bogatyrjov, Katrin Isotamm, Oksana Tolmatshova, Ott Ilves",2,Seed,2025-04-16,900000,EUR,1026032,Pre-Seed,900000,EUR,1026032,Pre-Seed,1400000,EUR,1569211,1400000,EUR,1569211,"Startup Wise Guys, 2C Ventures, Lemonade Stand, EstBAN, Kair Käsper",2,11,,,,,,,,,,,,,,Private,,,,,,,,,,,
BlackWall,https://www.crunchbase.com/organization/botguard,Active,,"Artificial Intelligence (AI), Cyber Security, Network Security, Software","Tallinn, Harjumaa, Estonia",Blackwall is a cybersecurity company offering bot mitigation and web security solutions for hosting and managed services.,"3,529","European Union (EU), Europe, Middle East, and Africa (EMEA)",10141,$1M to $10M,2019-01-01,year,,,,,For Profit,https://www.blackwall.com,,,https://www.linkedin.com/company/blackwall-solutions,"Blackwall is an AI-enabled security and web infrastructure company focused on protecting web ecosystems from automated threats. Specializing in bot mitigation and web security, Blackwall provides solutions for hosting service providers (HSPs), managed service providers (MSPs), and eCommerce platforms. By securing these providers, Blackwall safeguards thousands to hundreds of thousands of websites, indirectly protecting the small and medium-sized businesses (SMBs) that rely on these services for their online presence.","Artificial Intelligence (AI), Data and Analytics, Information Technology, Privacy and Security, Science and Engineering, Software",2,101-250,"Dennis Prochko, Nikita Rozenberg",3,Early Stage Venture,2025-03-13,45000000,EUR,48961047,Series B,45000000,EUR,48961047,Series B,57500000,EUR,62691637,57500000,EUR,62691637,"Dawn Capital, Tera Ventures, MMC Ventures, Expeditions Fund, Stefan Lindeberg",3,8,,,,,,,,,,,,,,Private,,,,,,,,,,,
Haut.AI,https://www.crunchbase.com/organization/haut-ai,Active,,"Artificial Intelligence (AI), Beauty, Cosmetics, E-Commerce, Information Technology, Machine Learning, Retail, SaaS, Software","Tallinn, Harjumaa, Estonia",Haut.AI is an innovative SaaS tool designed for tracking vital skin health parameters.,"7,431","European Union (EU), Europe, Middle East, and Africa (EMEA)",10117,$1M to $10M,2018-05-01,month,,,,,For Profit,https://haut.ai,https://twitter.com/hautskintech,https://www.facebook.com/Haut.Artificial.Intelligence,https://www.linkedin.com/company/hautaiskincare,"Beauty tech trailblazer Haut A.I. has introduced Skin Atlas, a new technology with cutting-edge data privacy, skin-analysis, and product-recommendation capabilities. Offering image anonymization and powerful modules, customers, brands, and retailers can reap the benefits of a hyper-personalized skin care experience.","Artificial Intelligence (AI), Commerce and Shopping, Consumer Goods, Data and Analytics, Information Technology, Science and Engineering, Software",2,11-50,"Anastasia Georgievskaya, Konstantin Kiselev",1,Seed,2023-11-15,2000000,EUR,2170907,Seed,2000000,EUR,2170907,Seed,2000000,EUR,2170907,2000000,EUR,2170907,"LongeVC, Grupo Boticário Ventures",2,2,,,,,,,,,,,,,,Private,,,,,,,,,,,
Frankenburg Technologies,https://www.crunchbase.com/organization/frankenburg-technologies,Active,,Manufacturing,"Tallinn, Harjumaa, Estonia","Frankenburg Technologies aims to develop missile systems that are ten times more affordable, a hundred times faster to produce.","11,584","European Union (EU), Europe, Middle East, and Africa (EMEA)",,,2024-01-01,year,,,,,For Profit,https://frankenburg.tech/,https://x.com/FrankenburgTech,,https://www.linkedin.com/company/frankenburg-tech/?originalSubdomain=ee,"Frankenburg Technologies aims to develop missile systems that are ten times more affordable, a hundred times faster to produce, and in quantities far exceeding current industry capabilities.",Manufacturing,,11-50,,2,Seed,2025-03-12,4000000,EUR,4364616,Seed,4000000,EUR,4364616,Seed,5500000,EUR,5995191,5500000,EUR,5995191,"Shellona, Blossom Capital",2,2,,,,,,,,,,,,,,Private,,,,,,,,,,,
Montonio,https://www.crunchbase.com/organization/montonio,Active,,"E-Commerce, Finance, FinTech, Payments","Tallinn, Harjumaa, Estonia",Powering affordable payment acceptance and delightful checkout & post-checkout flows for European online merchants.,"12,659","European Union (EU), Europe, Middle East, and Africa (EMEA)",10111,$1M to $10M,2018-10-01,month,,,,,For Profit,https://www.montonio.com,,https://www.facebook.com/montoniofinance,https://www.linkedin.com/company/montonio-finance,,"Commerce and Shopping, Financial Services, Payments",6,51-100,"Henrik Rank, Karel Nappus, Karl Kristjan Kalluste, Kristofer Turmen, Markus Lember, Rasmus Õisma",6,Early Stage Venture,2022-04-12,11000000,EUR,11908731,Series A,11000000,EUR,11908731,Series A,14450000,EUR,15953565,14450000,EUR,15953565,"Index Ventures, Startup Wise Guys, Tera Ventures, Practica Capital, Superangel",3,17,,,,,,,,,,,,,,Private,,,,,,,,,,,
Modash.io,https://www.crunchbase.com/organization/modash,Active,,"Advertising, Internet, Software","Tallinn, Harjumaa, Estonia","Modash allows marketers to build, launch, manage, and measure audience targeted influencer marketing campaigns.","14,381","European Union (EU), Europe, Middle East, and Africa (EMEA)",,$1M to $10M,2018-06-24,day,,,,,For Profit,https://www.modash.io,,https://www.facebook.com/Modash.io/,https://www.linkedin.com/company/modash/,"Modash, An influencer marketing platform is providing a end-to-end solution for influencer marketing. We are shifting the influencer market from experimental budget to the 100B dollar performance ad market. To do this, we offer unique tools like audience targeted influencer search and are the only platform to provide conversion rate attribution for influencer marketing.  We believe in the value creators bring by building their community and telling stories that matter. That's why we are on a mission to help every creator get paid.","Advertising, Internet Services, Sales and Marketing, Software",2,11-50,"Avery Schrader, Hendry Sadrak",5,Early Stage Venture,2024-10-30,12000000,USD,12000000,Series A,12000000,USD,12000000,Series A,14000000,USD,14000000,14287220,USD,14287220,"Change Ventures, Icebreaker.vc, henQ, LIFT99, Kristjan Vilosius",3,7,1,Made Acquisitions,,,,,,,,,,,,Private,,,,,,,,,,,1
Mifundo,https://www.crunchbase.com/organization/mifundo,Active,,Financial Services,"Tallinn, Harjumaa, Estonia",Data-technology to unify and passport the credit data in Europe.,"16,034","European Union (EU), Europe, Middle East, and Africa (EMEA)",10151,,2018-10-16,day,,,,,For Profit,https://mifundo.com/,,,https://www.linkedin.com/company/mifundo-com,"Mifundo is a data-technology to unify and passport the credit data in Europe. For Banks: Cross-border credit data from different countries over one single API, standardised credit risk assessment, pan-EU credit score. For Consumers: Verified & Passportable Financial Identity to be trusted across country borders.",Financial Services,1,11-50,Kaido Saar,3,Seed,2024-07-15,2500000,EUR,2724558,Grant,1200000,EUR,1307788,Seed,2400000,EUR,2551127,4900000,EUR,5275685,"Tera Ventures, EIC Accelerator, Sergei Anikin, Opus11 VC, EAS",3,8,,,,,,,,,,,,,,Private,,,,,,,,,,,
Cino,https://www.crunchbase.com/organization/cino-d4dc,Active,,"FinTech, Mobile Payments, Software","Tallin, Harjumaa, Estonia","Cino is a mobile app that enables group payments with seamless, real-time bill splitting.","16,048","European Union (EU), Europe, Middle East, and Africa (EMEA)",,,2022-04-27,day,,,,,For Profit,https://www.getcino.com,,,https://linkedin.com/company/getcino,"Cino is a mobile app that enables group payments with seamless, real-time bill splitting.","Financial Services, Mobile, Payments, Software",3,11-50,"Edward Poot, Elena Churilova, Lina Saleh",4,Seed,2025-03-04,3500000,EUR,3667091,Seed,3500000,EUR,3667091,Seed,6174391,USD,6174391,6724391,USD,6724391,"Atomico, Balderton Capital, Tera Ventures, Connect Ventures, APX",2,10,,,,,,,,,,,,,,Private,,,,,,,,,,,
Binalyze,https://www.crunchbase.com/organization/binalyze,Active,,"Cyber Security, Information Technology, Law Enforcement, Software","Tallinn, Harjumaa, Estonia",Automated Investigation and Response Platform Powered by Digital Forensics,"16,968","European Union (EU), Europe, Middle East, and Africa (EMEA)",10117,$10M to $50M,2018-03-01,day,,,,,For Profit,https://binalyze.com,https://twitter.com/binalyze,,https://www.linkedin.com/company/binalyze/,Automated Investigation and Response Platform Powered by Digital Forensics,"Government and Military, Information Technology, Privacy and Security, Software",1,51-100,Emre Tinaztepe,4,Early Stage Venture,2023-09-12,19000000,USD,19000000,Series A,19000000,USD,19000000,Series A,30813796,USD,30813796,30813796,USD,30813796,"Deutsche Bank, Cisco Investments, Bek Ventures, Molten Ventures, OpenOcean",3,7,,,,,,,,,,,,,,Private,,,,,,,,,,,
GScan,https://www.crunchbase.com/organization/gscan,Active,,"Civil Engineering, Construction, Hardware, Homeland Security, Industrial Engineering, Physical Security, Quality Assurance","Tallinn, Harjumaa, Estonia",Transforming how the built world is managed with muon tomography and AI technology,"19,592","European Union (EU), Europe, Middle East, and Africa (EMEA)",12618,,2018-03-09,day,,,,,For Profit,https://gscan.eu/,,,https://www.linkedin.com/company/gscan/,"GScan is leading a radical shift to safe, accurate, and automatic 'x-ray' technology using natural cosmic radiation, called muons. The ability to scan safely any objects and detect their chemical composition will change how 'scanning of anything' happens. GScan's MuonFLUX product is able to see deep into reinforced concrete, providing valuable information which helps to: (i) avoid the collapse of at-risk infrastructure (bridges, buildings, etc), (ii) extend significantly infrastructure life cycle (without increasing the risk levels), (iii) drastically reduce the maintenance and renovation budgets by identifying only the critical places for repair, (iv) decarbonise the concrete & cement industry (one of the highest-emitting and hard to decarbonise industries, accounting for ~10% of global CO2 emissions). Year 2023 GScan delivered its first commercial projects and earned the revenue of €1.5M.","Administrative Services, Hardware, Manufacturing, Privacy and Security, Professional Services, Real Estate, Science and Engineering",2,11-50,"Andi Hektor, Hannes Plinte",10,Seed,2025-03-09,2850000,EUR,3095148,Seed,2850000,EUR,3095148,Seed,7750000,EUR,8449618,16769875,EUR,18521995,"Innovate UK, Horizon Europe, Horizon 2020, Markus Villig, Enterprise Estonia",8,11,,,,,,,,,,,,,,Private,,,,,,,,,,,
Miros,https://www.crunchbase.com/organization/miros-ai,Active,,"Artificial Intelligence (AI), E-Commerce, Fashion, Product Search, Retail Technology, Search Engine","Tallinn, Harjumaa, Estonia","Miros utilizes AI technology to analyze shopper behaviors, identifying key interactions like scrolls and clicks to enhance user experience.","21,371","European Union (EU), Europe, Middle East, and Africa (EMEA)",,,2021-10-01,month,,,,,For Profit,https://miros.ai,,,https://www.linkedin.com/company/mirosai,"Miros utilizes advanced AI technology to analyze shopper behaviors, identifying key interactions like scrolls and clicks to enhance user experience. This innovative feature allows customers to browse the store without typing, improving engagement and simplifying the shopping process. Miros also offers insights and expert blogging on leveraging AI for product discovery to help grow e-commerce businesses.  --- eCommerce loses half of its sales because in this industry nobody knows how to make the products findable. If you can’t find, you can’t buy. No universal taxonomy exists to describe visual items. Shoppers do not know the right words to search for what they like. Meanwhile, because you can’t filter products by how much you like them, you’ll have to browse thousands of products – many of which you’ll dislike. When shopping feels tedious, the shopper quits. Miros gives shoppers a new language to express what they are looking for - far richer and more accurate than any existing search technology.","Artificial Intelligence (AI), Clothing and Apparel, Commerce and Shopping, Data and Analytics, Design, Hardware, Internet Services, Science and Engineering, Software",3,11-50,"Diana Saarva, Heikki Haldre, Paul Pallin",4,Seed,2024-11-05,6000000,EUR,6560410,Seed,6000000,EUR,6560410,Seed,9400000,EUR,10347575,9400000,EUR,10347575,"Everywhere Ventures, Tera Ventures, ZAKA VC, Day One Capital, Specialist VC",2,13,,,,,,,,,,,,,,Private,,,,,,,,,,,
Salesforge,https://www.crunchbase.com/organization/salesforge,Active,,"Sales, Sales Automation, Software","Tallinn, Harjumaa, Estonia",Salesforge is an all-in-one sales execution super app that gives every sales team the highest probability to hit their target.,"22,596","European Union (EU), Europe, Middle East, and Africa (EMEA)",,$1M to $10M,2023-06-15,day,,,,,For Profit,https://salesforge.ai,,,https://www.linkedin.com/company/salesforgeai,"Salesforge is an all-in-one sales execution super app that gives every sales team the highest probability to hit their target by tackling email deliverability and the need to personalize cold email outreach at scale. We do that by enabling real-time AI & machine learning to decision critical sales activities, enhance messaging and eliminate the need for various sales point solutions, therefore driving superior conversion rates.","Information Technology, Sales and Marketing, Software",3,51-100,"Daniel Castellanos, Dovydas Volodko, Frank Sondors",1,Seed,2024-04-23,500000,USD,500000,Pre-Seed,500000,USD,500000,Pre-Seed,500000,USD,500000,500000,USD,500000,"Spring Capital, Fiedler Capital, BADideas.fund, Maciej Zawadzinski",,4,,,,,,,,,,,,,,Private,,,,,,,,,,,
eAgronom,https://www.crunchbase.com/organization/eagronom,Active,,"Agriculture, AgTech, CleanTech, Farming, GreenTech, Software, Sustainability","Tartu, Tartumaa, Estonia",Accelerating transition to sustainable farming via carbon credits and AI Consulting,"23,468","European Union (EU), Europe, Middle East, and Africa (EMEA)",50410,$1M to $10M,2016-10-01,month,,,,,For Profit,https://www.eagronom.com/,https://twitter.com/eAgronom_com,https://www.facebook.com/eagronom/,https://www.linkedin.com/company/16229581/,"“We believe that real change will only happen if economical interests support ecological interests. Climate is warming, soils are weakening and species richness is declining /../ We believe that creating the synergy between economic and society’s interests will accelerate the adoption of regenerative practices rapidly. This is why we exist.“ - Robin Saluoks, Founder of eAgronom eAgronom ambition is to become the most trusted agricultural carbon credit provider in Europe. We have 1,500 paying farmers on our farm monitoring and AI consulting platform, allowing eAgronom to guide farmers toward carbon-capturing practices and provide transparency for carbon credit buyers. Raising Series A in spring 2021. Set up the meeting with the founder here - https://calendly.com/soilevolution/45min-call","Agriculture and Farming, Software, Sustainability",3,51-100,"Kristjan Luha, Robin Saluoks, Stenver Jerkku",6,Early Stage Venture,2024-07-02,10000000,EUR,10748077,Series A,10000000,EUR,10748077,Series A,23600000,EUR,26088627,26688627,USD,26688627,"Trind Ventures, Yolo Investments, European Union, Soulmates Ventures, Superangel",6,18,,,,,,,,,,,,,,Private,,,,,,,,,,,1
Jobbatical,https://www.crunchbase.com/organization/jobbatical,Active,,"Artificial Intelligence (AI), Education, Information Technology, Professional Services, Recruiting","Tallinn, Harjumaa, Estonia",Jobbatical is an AI-enabled immigration and relocation platform focused on making immigration easy.,"25,982","European Union (EU), Europe, Middle East, and Africa (EMEA)",10414,$10M to $50M,2014-03-04,day,,,,,For Profit,http://jobbatical.com/,http://twitter.com/jobbatical,http://www.facebook.com/jobbatical,https://www.linkedin.com/company/3706723,"Jobbatical is an AI-enabled immigration and relocation platform focused on making immigration easy. Onboard team members from anywhere in the world with Jobbatical's reliable, done-for-you immigration and settle-in services. Save time, cut back on paperwork, and stay one step ahead of unexpected issues. Founded in 2014, Jobbatical has its headquarters in Tallinn, Harjumaa, Estonia.","Artificial Intelligence (AI), Data and Analytics, Education, Information Technology, Other, Professional Services, Science and Engineering, Software",3,51-100,"Allan Mäeots, Karoli Hindriks, Ronald Hindriks",7,Early Stage Venture,2022-09-09,11600000,EUR,11773542,Series A,11600000,EUR,11773542,Series A,19677848,USD,19677848,19677848,USD,19677848,"Union Square Ventures, LocalGlobe, Airtree Ventures, One Way Ventures, Tera Ventures",6,25,,,,,,,,,,,,,,Private,,,,,,,,,,,7
Arbonics,https://www.crunchbase.com/organization/arbonics,Active,,"Environmental Consulting, Information Technology","Tallinn, Harjumaa, Estonia",Arbonics is a tech-based carbon and ecosystem platform for forest and landowners in Europe,"26,745","European Union (EU), Europe, Middle East, and Africa (EMEA)",,,2022-04-01,month,,,,,For Profit,https://www.arbonics.com/,https://twitter.com/ArbonicsHQ,https://www.facebook.com/ArbonicsHQ,https://www.linkedin.com/company/arbonics/,Arbonics is a tech-based carbon and ecosystem platform for forest and landowners in Europe.,"Information Technology, Professional Services",,11-50,,2,Seed,2023-12-14,5500000,EUR,6046341,Seed,5500000,EUR,6046341,Seed,7300000,EUR,7844090,7300000,EUR,7844090,"Plural Platform, Tilia Impact Ventures, NordicNinja VC, Taavet Hinrikus",2,4,,,,,,,,,,,,,,Private,,,,,,,,,,,
Striga,https://www.crunchbase.com/organization/striga,Active,,"Banking, Bitcoin, Cryptocurrency, Financial Services, FinTech, Software","Tallinn, Harjumaa, Estonia","Regulated payments infrastructure for custody, trading, banking and card issuing","26,780","European Union (EU), Europe, Middle East, and Africa (EMEA)",11415,,2021-08-01,month,,,,,For Profit,https://striga.com,https://twitter.com/lastbitpay,,https://www.linkedin.com/company/striga/,"Striga enables companies to embed compliant payment rails within their application without doing any of the heavy lifting related to MiCA licensing, EMI licensing etc.  Made by developers, for developers, Striga is a set of powerful APIs to easily access compliant user onboarding, custody, trading, IBAN issuing and card issuing for 30+ countries in the European Union.","Blockchain and Cryptocurrency, Financial Services, Lending and Investments, Payments, Software",2,1-10,"Prashanth Balasubramanian, XX YY",3,Seed,2021-05-31,2500000,USD,2500000,Seed,2500000,USD,2500000,Seed,2620000,USD,2620000,2620000,USD,2620000,"Y Combinator, Bossa Invest, StillMark, Brinc, Trajectory Ventures",,6,,,,,,,,,,,,,,Private,,,,,,,,,,,
Cookie3,https://www.crunchbase.com/organization/cookie3,Active,,"Ad Targeting, Analytics, Blockchain, Business Intelligence, Data Visualization, Digital Marketing, Metaverse, Personalization, Sharing Economy, Web3","Tallin, Harjumaa, Estonia",Behavioral analytics of the entire Metaverse & Web3.,"28,097","European Union (EU), Europe, Middle East, and Africa (EMEA)",,,2021-05-01,month,,,,,For Profit,http://cookie3.co,https://twitter.com/cookie3_co,,https://www.linkedin.com/company/cookie3/about/,"Cookie3 is a pioneer in the field of behavioral analytics on the blockchain. We focus on interpreting customer profiles based on the individuals' wallet history. Our ultimate goal is domination in the behavioral analytics market on the blockchain, including Metaverse, Gaming, NFTs, DeFi, and the entire Web3 ecosystem.","Advertising, Blockchain and Cryptocurrency, Commerce and Shopping, Data and Analytics, Design, Information Technology, Internet Services, Media and Entertainment, Other, Sales and Marketing, Software",1,11-50,Filip Wielanier,4,,2024-06-04,5500000,USD,5500000,Venture - Series Unknown,5500000,USD,5500000,Venture - Series Unknown,8000000,USD,8000000,8000000,USD,8000000,"CMT Digital, Orange DAO, GSR, ChainGPT, LD Capital",1,33,,,,,,,,,,,,,,Private,,,,,,,,,,,
Utorg,https://www.crunchbase.com/organization/utorg,Active,,"Banking, Bitcoin, Blockchain, Credit Cards, Cryptocurrency, Finance, Financial Services, FinTech, Mobile Payments, Web3","Tallinn, Harjumaa, Estonia",Utorg is a fintech company that offers а modern on/off-ramp and web3 consumer infrastructure to deliver a unique user experience.,"28,515","European Union (EU), Europe, Middle East, and Africa (EMEA)",10119,$1M to $10M,2020-10-01,month,,,,,For Profit,https://utorg.pro,https://twitter.com/utorgco,https://www.facebook.com/utorg.pro,https://www.linkedin.com/company/utorg,"Utorg is a fintech company that offers а modern on/off-ramp and web3 consumer infrastructure to deliver а top-notch user experience. The company is EU-based and holds a license for providing a virtual currency service, in particular exchanging a virtual currency against fiat currency, virtual currency wallet service, and exchanging virtual currency against a virtual currency. Utorg was founded in 2020 and is based in Tallinn, Estonia.","Blockchain and Cryptocurrency, Financial Services, Internet Services, Lending and Investments, Mobile, Other, Payments, Software",3,11-50,"Artem Barannyk, Daniel Stolberg, Eugene Petrakov",1,Seed,2022-12-16,5000000,USD,5000000,Seed,5000000,USD,5000000,Seed,5000000,USD,5000000,5000000,USD,5000000,"Dragonfly, ICLUB VC, TA Ventures, hypra.fund",2,4,,,,,,,,,,,,,,Private,,,,,,,,,,,
M-FLY,https://www.crunchbase.com/organization/m-fly,Active,,"Drones, Embedded Systems, Geospatial, Laser, Mechanical Engineering, Military, Optical Communication, Software Engineering","Tallinn, Harjumaa, Estonia","M-FLY develops gimbals for unmanned systems, supporting aerospace and defense with effective aerial surveillance solutions.","28,943","European Union (EU), Europe, Middle East, and Africa (EMEA)",,,2023-01-01,year,,,,,For Profit,https://m-fly.org,,,https://www.linkedin.com/company/m-flyorg/,"M-FLY is a company that develops ITAR-free gimbals tailored for the drone industry, integrating electro-optical cameras, infrared imagers, and various sensor payloads to enhance performance in diverse applications. The gimbals are designed for use in both military and civilian sectors, providing stability and precision for aerial imaging and data collection. M-FLY focuses on research and development to incorporate emerging technologies, ensuring that their products meet the evolving needs of the market. The company aims to support users in achieving accurate geolocation and range finding, facilitating various operations in surveillance, mapping, and environmental monitoring.","Consumer Electronics, Consumer Goods, Data and Analytics, Government and Military, Hardware, Information Technology, Navigation and Mapping, Science and Engineering, Software",1,11-50,Vladyslav Myhovych,1,Seed,2025-03-13,1300000,USD,1300000,Pre-Seed,1300000,USD,1300000,Pre-Seed,1300000,USD,1300000,1300000,USD,1300000,"MITS Capital, Resist.UA, Freedom Fund VC",,3,,,,,,,,,,,,,,Private,,,,,,,,,,,
Xolo,https://www.crunchbase.com/organization/leapin-2,Active,,"Banking, FinTech, Software","Tallinn, Harjumaa, Estonia",Xolo is on a mission to make solopreneurship better than employment,"29,246","European Union (EU), Europe, Middle East, and Africa (EMEA)",10415,$10M to $50M,2015-05-01,day,,,,,For Profit,https://www.xolo.io/,https://twitter.com/xolopreneur,https://www.facebook.com/xolopreneur,https://www.linkedin.com/company/xolopreneur/,"Xolo is focusing on 40 million professionals globally who have chosen to run their business independently. Its aim is to reduce time spent on business administration to near zero by offering an incredibly simple online platform that merges company formation, banking, accounting, and other services. Xolo is the quickest and easiest way to launch and run a one-person freelancing business in Europe. Xolo has customers from 140 countries through it's global product line and has localised solutions in Spain, Italy and the Netherlands.  Xolo's typical customers are software developers, management consultants, designers, and other independent professionals.","Financial Services, Lending and Investments, Software",4,101-250,"Avo Alender, Erik Mell, Erko Hansar, Urmo Pärg",5,Early Stage Venture,2021-02-15,3190000,EUR,3870176,Series A,3190000,EUR,3870176,Series A,11085000,EUR,12773254,11085000,EUR,12773254,"Karma Ventures, Vendep Capital, Id4 ventures, Specialist VC, Metaplanet",2,12,,,,,,,,,,,,,,Private,,,,,,,,,,,
Fleetbrains,https://www.crunchbase.com/organization/fleetbrains,Active,,"Artificial Intelligence (AI), Automotive, Big Data, Machine Learning","Tallinn, Harjumaa, Estonia","We transform fleet sales and stock management with cutting-edge AI, enabling optimized stock, maximized margins, and accelerate turnovers.","29,928","European Union (EU), Europe, Middle East, and Africa (EMEA)",11415,,2024-07-22,day,,,,,For Profit,https://www.fleetbrains.com/,,,https://www.linkedin.com/company/fleetbrains/,"At Fleetbrains, we transform fleet sales and stock management with cutting-edge AI, enabling dealerships and manufacturers to optimize stock, maximize margins, and accelerate vehicle turnover. Our intelligent platform leverages Big Data, Machine Learning, and Large Language Models to predict demand, streamline inventory management, and enhance business decision-making. By redefining traditional sales and forecasting models, we help automotive businesses minimize stock leftovers, improve purchasing strategies, and drive higher profitability. Join us in shaping the future of automotive sales with AI-powered intelligence.","Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software, Transportation",2,1-10,"Martin Piirmaa, Rutmar Silde",1,Seed,2025-03-18,800000,EUR,872838,Pre-Seed,800000,EUR,872838,Pre-Seed,800000,EUR,872838,800000,EUR,872838,Icebreaker.vc,1,1,,,,,,,,,,,,,,Private,,,,,,,,,,,
