Organization Name,Organization Name URL,Operating Status,Stage,Industries,Headquarters Location,Description,CB Rank (Company),Headquarters Regions,Postal Code,Estimated Revenue Range,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Twitter,Facebook,LinkedIn,Full Description,Industry Groups,Number of Founders,Number of Employees,Founders,Number of Funding Rounds,Funding Status,Last Funding Date,Last Funding Amount,Last Funding Amount Currency,Last Funding Amount (in USD),Last Funding Type,Last Equity Funding Amount,Last Equity Funding Amount Currency,Last Equity Funding Amount (in USD),Last Equity Funding Type,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Top 5 Investors,Number of Lead Investors,Number of Investors,Number of Acquisitions,Acquisition Status,Transaction Name,Transaction Name URL,Acquired by,Acquired by URL,Announced Date,Announced Date Precision,Price,Price Currency,Price (in USD),Acquisition Type,Acquisition Terms,IPO Status,IPO Date,Money Raised at IPO,Money Raised at IPO Currency,Money Raised at IPO (in USD),Valuation at IPO,Valuation at IPO Currency,Valuation at IPO (in USD),Stock Symbol,Stock Symbol URL,Stock Exchange,Number of Events
Navro,https://www.crunchbase.com/organization/paytrix,Active,,"Banking, Finance, Financial Services, FinTech, Payments","London, England, United Kingdom",Navro is a payment curation platform that offers tools for businesses to gain real-time insights into payments and track money movements.,538,"Europe, Middle East, and Africa (EMEA)",,,2022-01-01,year,,,,,For Profit,https://navro.com,https://x.com/navro__,,https://www.linkedin.com/company/navropayments,"Navro provides payment and banking infrastructure for software companies. The platform offers tools for businesses to gain real-time insights into payments, generate reports, and efficiently track money movements, making international transactions straightforward. Navro facilitates brands' payment operations on a global scale, effectively removing inefficiencies associated with international payments.","Financial Services, Lending and Investments, Payments",3,101-250,"Aran Brown, Ed Addario, Eddie Harrison",4,Early Stage Venture,2025-04-29,41000000,USD,41000000,Series B,41000000,USD,41000000,Series B,78971300,USD,78971300,78971300,USD,78971300,"Fin Capital, Bain Capital Ventures, Motive Ventures, Motive Partners, Better Tomorrow Ventures",7,12,,,,,,,,,,,,,,Private,,,,,,,,,,,
Lumai,https://www.crunchbase.com/organization/lumai,Active,,"Artificial Intelligence (AI), Machine Learning","Headington, Oxfordshire, United Kingdom","Lumai delivers fully optical computing for a quicker, smarter and more sustainable world.","1,677","Europe, Middle East, and Africa (EMEA)",OX3 8SB,,2022-01-01,year,,,,,For Profit,https://lumai.co.uk/,,,,"Lumai delivers fully optical computing for a quicker, smarter and more sustainable world.  Lumai power the revolution of fully optical computing by working at the nexus of photonics and machine learning.","Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software",2,1-10,"James Spall, Timothy Weil",4,,2025-04-02,7700000,GBP,10045138,Venture - Series Unknown,7700000,GBP,10045138,Venture - Series Unknown,9450000,GBP,12413152,10550000,GBP,13757478,"State Farm Ventures, Innovate UK, PhotonVentures, Runa Capital, IP Group",4,11,,,,,,,,,,,,,,Private,,,,,,,,,,,
Arda Biomaterials,https://www.crunchbase.com/organization/arda-biomaterials,Active,,Fashion,"Southwark, Southwark, United Kingdom","Arda Biomaterials transforms waste feedstocks into smarter, circular biomaterials for fashion, home goods, automotive and more.","2,033","Europe, Middle East, and Africa (EMEA)",SE1 4GT,,2022-01-01,year,,,,,For Profit,https://www.arda.bio,,,https://www.linkedin.com/company/arda-biomaterials,"Arda Biomaterials transforms waste feedstocks into smarter, circular biomaterials for fashion, home goods, automotive and more.","Clothing and Apparel, Design",,1-10,,2,Seed,2025-04-29,5250000,USD,5250000,Seed,5250000,USD,5250000,Seed,6626600,USD,6626600,6626600,USD,6626600,"Plug and Play, Clean Growth Fund, Satgana, Serpentine Ventures, Kadmos Capital",2,8,,,,,,,,,,,,,,Private,,,,,,,,,,,
Omnea,https://www.crunchbase.com/organization/omnea-2c90,Active,,"Artificial Intelligence (AI), B2B, Procurement, Software, Transaction Processing","London, England, United Kingdom",Omnea is an AI-powered procurement and supplier management platform that automates processes from vendor setup to order creation.,"2,858","Europe, Middle East, and Africa (EMEA)",SW1W 9SH,,2022-01-01,month,,,,,For Profit,https://www.omnea.co,,,https://www.linkedin.com/company/omnea,"Omnea automates processes from vendor setup to order creation, allowing businesses to operate more efficiently. The platform encompasses the entire purchasing process, enabling employees to submit requests easily and automating purchase approval workflows. Omnea is a prominent FinTech advisor in Africa, providing essential payment services for individuals and businesses.","Artificial Intelligence (AI), Data and Analytics, Financial Services, Other, Payments, Science and Engineering, Software, Transportation",2,101-250,"Ben Allen, Ben Freeman",2,Early Stage Venture,2024-10-14,20000000,USD,20000000,Series A,20000000,USD,20000000,Series A,25000000,USD,25000000,25000000,USD,25000000,"Accel, First Round Capital, Entrepreneurs First, Point Nine, Frontline Ventures",3,19,,,,,,,,,,,,,,Private,,,,,,,,,,,4
Vega,https://www.crunchbase.com/organization/vega-1453,Active,,"Finance, Financial Services, FinTech","London, England, United Kingdom","Vega is a fintech company that specializes in asset management, private equity, and data service.","3,315","Europe, Middle East, and Africa (EMEA)",W1H 6BS,,2022-01-01,year,,,,,For Profit,https://www.vega-alts.com/,,,https://www.linkedin.com/company/vega-alts,"Vega is building the operating system empowering alternative asset managers to efficiently service and scale their client base in an era of hypergrowth for alternatives. Through a single unified Core engine, Vega orchestrates previously siloed offline processes across pre-trade, execution and post-trade client operations, while enabling asset managers to distribute their products through a scalable “Alternatives-as-a-Service” framework. Vega’s modular, API-driven architecture ensures compatibility with a broad range of existing point solutions and third party stakeholders, setting the foundations for the first purpose-built infrastructure layer for the alternatives industry.",Financial Services,1,11-50,Alexis Augier,2,Early Stage Venture,2024-11-12,20000000,USD,20000000,Series A,20000000,USD,20000000,Series A,28444865,USD,28444865,28444865,USD,28444865,"Motive Ventures, Apollo, Picus Capital, Citi Ventures, No Label Ventures",2,6,,,,,,,,,,,,,,Private,,,,,,,,,,,
SonX,https://www.crunchbase.com/organization/sonx,Active,,"Audio, Communities, Music, Subscription Service","London, England, United Kingdom","SonX is a platform for fans to subscribe to musicians for a monthly fee, accessing exclusive content, fan-only ticketing, and collectibles.","3,413","Europe, Middle East, and Africa (EMEA)",,,2022-01-01,year,,,,,For Profit,https://www.sonx.com,https://twitter.com/sonx,,https://www.linkedin.com/company/sonxapp,"SonX is a community platform that provides a unique opportunity for music fans to connect with their favorite artists in a more intimate and exclusive way. With SonX, superfans can subscribe to their favorite musicians via a monthly membership fee, which unlocks access to a range of exclusive benefits. One of the main benefits of a SonX subscription is fan-only ticketing. This means that SonX subscribers have access to tickets for concerts and events before they go on sale to the general public. This gives superfans the chance to secure the best seats in the house and to be among the first to experience their favorite artists' live shows. In addition to fan-only ticketing, SonX subscribers can also enjoy exclusive audio content that is not available anywhere else. This can include unreleased tracks, live recordings, and even personalized messages from their favorite musicians. For many music fans, this kind of exclusive content is the ultimate way to connect with their idols and feel like they are part of a close-knit community of fans. Another exciting feature of SonX is the digital and physical collectibles that subscribers can access. These collectibles can range from limited-edition merchandise to virtual items like stickers and badges. Collectibles are a fun and unique way for superfans to show their support for their favorite musicians and to feel like they are part of an exclusive club. Overall, SonX provides a new way for music fans to connect with their favorite artists and to feel like they are part of a vibrant and engaged community. By subscribing to SonX, superfans can access a range of exclusive benefits and experiences that are not available anywhere else.","Community and Lifestyle, Media and Entertainment, Music and Audio, Other",1,1-10,Lee Gray,1,Seed,2023-04-11,20000,USD,20000,Pre-Seed,20000,USD,20000,Pre-Seed,20000,USD,20000,20000,USD,20000,Techstars,1,1,,,,,,,,,,,,,,Private,,,,,,,,,,,
Homemove,https://www.crunchbase.com/organization/homemove,Active,,"Home Services, Online Portals, Real Estate","Norwich, Norfolk, United Kingdom","A platform to research, choose and speak to the best moving services, all in one place - with a personal touch.","3,598","Europe, Middle East, and Africa (EMEA)",NR3 1DD,Less than $1M,2022-01-27,day,,,,,For Profit,https://www.homemove.com,https://twitter.com/wehomemove,https://www.facebook.com/wehomemove,https://www.linkedin.com/company/wehomemove/,"Homemove helps homeowners choose the best estate agents to make the whole process simple and rewarding. Homemove was founded in 2022 and was headquartered in Norfolk, United Kingdom.","Internet Services, Real Estate",2,11-50,"James Freestone, Louis Bristow",3,Seed,2025-04-15,5000000,USD,5000000,Seed,5000000,USD,5000000,Seed,6900000,USD,6900000,6900000,USD,6900000,"Blandford Family Office, Oxford Innovation, Fuel Ventures, Oracle Venture Capital",1,4,,,,,,,,,,,,,,Private,,,,,,,,,,,
Constructive Bio,https://www.crunchbase.com/organization/constructive-bio,Active,,Biotechnology,"Cambridge, Cambridgeshire, United Kingdom",At Constructive Bio we rewrite genomes to build the biomolecules of the future.,"3,947","Europe, Middle East, and Africa (EMEA)",CB22 4WL,,2022-01-01,year,,,,,For Profit,https://www.constructive.bio,,,https://www.linkedin.com/company/constructive-bio,"At Constructive Bio we rewrite the genome to build the biomolecules of the future. Our unique technology turns living cells into biofactories, creating sustainable new materials and therapeutics. With full control of the genetic sequence and code, we are exploring chemical space previously unreached by natural biology.","Biotechnology, Science and Engineering",1,11-50,Jason Chin,4,,2025-04-03,,,,Venture - Series Unknown,,,,Venture - Series Unknown,72735480,USD,72735480,74152666,USD,74152666,"+ND Capital, Ahren Innovation Capital, Amadeus Capital Partners, Innovate UK, Paladin Capital Group",3,10,,,,,,,,,,,,,,Private,,,,,,,,,,,
Mindgard,https://www.crunchbase.com/organization/mindgard,Active,,"Artificial Intelligence (AI), Cyber Security","London, England, United Kingdom",Mindgard empowers enterprise security teams to deploy AI and GenAI securely.,"4,164","Europe, Middle East, and Africa (EMEA)",E14 5AB,$1M to $10M,2022-05-01,month,,,,,For Profit,https://mindgard.ai,,,https://www.linkedin.com/company/mindgard,"Mindgard is the leader in Artificial Intelligence Security Testing. Founded at Lancaster University and backed by cutting edge research, Mindgard enables organizations to secure their AI systems from new threats that traditional application security tools cannot address.  To learn more visit mindgard.ai","Artificial Intelligence (AI), Data and Analytics, Information Technology, Privacy and Security, Science and Engineering, Software",2,11-50,"Peter Garraghan, Steve Street",2,,2024-12-20,6500000,GBP,8169852,Venture - Series Unknown,6500000,GBP,8169852,Venture - Series Unknown,9500000,GBP,11940804,9500000,GBP,11940804,"IQ Capital, Lakestar, .406 Ventures, Osney Capital, Atlantic Bridge",1,7,,,,,,,,,,,,,,Private,,,,,,,,,,,
Avian Labs,https://www.crunchbase.com/organization/avian-labs,Active,,"Apps, Financial Services, Payments","London, England, United Kingdom","Avian Labs is an app that provides payment methods with simple, fast, and global solutions.","4,398","Europe, Middle East, and Africa (EMEA)",,,2022-01-01,year,,,,,For Profit,https://avianlabs.net/,https://twitter.com/AvianLabs,,https://www.linkedin.com/company/slingmoney,"Avian Labs is a company that focuses on the development of payment solutions. Their main product is Sling, an application designed to facilitate payments between individuals. The app aims to simplify, speed up, and globalize the process of sending and receiving money. Avian Labs operates at the intersection of traditional finance and cryptocurrency, indicating a broad scope of financial services. The company also offers job opportunities in various roles, including Compliance & Financial Crime Manager, demonstrating a commitment to maintaining ethical and legal standards in their operations.","Apps, Financial Services, Payments, Software",2,11-50,"Mike Hudack, Simon Amor",2,Early Stage Venture,2024-08-14,15000000,USD,15000000,Series A,15000000,USD,15000000,Series A,20000000,USD,20000000,20000000,USD,20000000,"Union Square Ventures, Ribbit Capital, Slow Ventures",2,3,,,,,,,,,,,,,,Private,,,,,,,,,,,
