Organization Name,Organization Name URL,Operating Status,Stage,Industries,Headquarters Location,Description,CB Rank (Company),Headquarters Regions,Postal Code,Estimated Revenue Range,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Twitter,Facebook,LinkedIn,Full Description,Industry Groups,Number of Founders,Number of Employees,Founders,Number of Funding Rounds,Funding Status,Last Funding Date,Last Funding Amount,Last Funding Amount Currency,Last Funding Amount (in USD),Last Funding Type,Last Equity Funding Amount,Last Equity Funding Amount Currency,Last Equity Funding Amount (in USD),Last Equity Funding Type,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Top 5 Investors,Number of Lead Investors,Number of Investors,Number of Acquisitions,Acquisition Status,Transaction Name,Transaction Name URL,Acquired by,Acquired by URL,Announced Date,Announced Date Precision,Price,Price Currency,Price (in USD),Acquisition Type,Acquisition Terms,IPO Status,IPO Date,Money Raised at IPO,Money Raised at IPO Currency,Money Raised at IPO (in USD),Valuation at IPO,Valuation at IPO Currency,Valuation at IPO (in USD),Stock Symbol,Stock Symbol URL,Stock Exchange,Number of Events
n8n,https://www.crunchbase.com/organization/n8n-io,Active,,"Artificial Intelligence (AI), Enterprise Software, Information Technology, SaaS","Berlin, Berlin, Germany",N8n is a workflow automation tool that integrates AI capabilities with business process automation.,84,"European Union (EU), Europe, Middle East, and Africa (EMEA)",10115,$1M to $10M,2019-11-01,month,,,,,For Profit,https://n8n.io,https://twitter.com/n8n_io,https://www.facebook.com/n8nio,https://www.linkedin.com/company/n8n,"N8n is an open-source workflow automation tool that enables users to connect various applications, automate processes, and integrate AI capabilities into their business operations. It allows users to create custom workflows through a visual, node-based interface, making automation accessible without requiring extensive coding skills.","Artificial Intelligence (AI), Data and Analytics, Information Technology, Science and Engineering, Software",1,101-250,Jan Oberhauser,5,Early Stage Venture,2025-03-24,55000000,EUR,59316395,Series B,55000000,EUR,59316395,Series B,77816395,USD,77816395,79316395,USD,79316395,"Sequoia Capital, Bossa Invest, Automattic, Felicis, HV Capital",5,16,,,,,,,,,,,,,,Private,,,,,,,,,,,
Pliant,https://www.crunchbase.com/organization/pliant-275b,Active,,"Credit Cards, Finance, Financial Services, FinTech","Berlin, Berlin, Germany","Pliant is a fintech company that provides modular, API-first B2B payment solutions to help businesses.",186,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,2020-01-01,year,,,,,For Profit,https://www.getpliant.com,https://twitter.com/paypliant,https://www.facebook.com/getpliant,https://www.linkedin.com/company/getpliant,"Pliant provides modular, API-first B2B payment solutions designed to help businesses streamline spending, improve cash flow management, and integrate payments into financial operations. Its platform serves industries with complex payment needs, such as travel and fleet, offering tools that increase operational efficiency and financial control. Pliant’s core offerings target two customer groups: businesses seeking to optimize their payment workflows using apps and APIs, and companies such as financial software providers, ERP systems, and banks looking to build or expand credit card products through embedded finance and white-label services. The company’s solutions enable customers to extend credit lines, manage expenses flexibly, and create new revenue streams. We serve two primary customer segments: - Companies looking to optimize operational processes through intuitive apps and APIs, gaining control, automation, and financial flexibility through extended credit lines. - Companies such as financial software platforms, ERP providers, and banks that want to launch or enhance their credit card offerings using Pliant’s embedded finance and white-label solutions. Founded in 2020 and headquartered in Berlin, Pliant supports over 3,500 businesses and more than 20 partners globally. As a licensed e-money institution (EMI), we issue Visa-powered credit cards in 11 currencies across more than 30 countries, helping companies streamline and simplify payments. Learn more at www.getpliant.com","Financial Services, Lending and Investments, Payments",2,101-250,"Fabian Terner, Malte Rau",8,Early Stage Venture,2025-04-28,40000000,USD,40000000,Series B,40000000,USD,40000000,Series B,116336142,USD,116336142,225121779,USD,225121779,"Speedinvest, SBI Investment, Illuminate Financial, Motive Ventures, First Momentum Ventures",7,17,2,Made Acquisitions,,,,,,,,,,,,Private,,,,,,,,,,,
World,https://www.crunchbase.com/organization/worldcoin,Active,,"Blockchain, Cryptocurrency, Finance, FinTech, Internet, Privacy","Berlin, Berlin, Germany",World connects users through a privacy-focused network with secure digital asset management.,195,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,$10M to $50M,2019-01-01,year,,,,,For Profit,https://world.org,https://twitter.com/worldcoin,https://www.facebook.com/profile.php?id=100076036864819,https://www.linkedin.com/company/worldofficial,"World connects users through a privacy-focused network with secure digital asset management. The company is a privacy-focused human network incorporating a financial system to enhance global connectivity and trust. The World App allows users to securely store a World ID, manage digital assets, and easily access various Mini Apps.","Blockchain and Cryptocurrency, Financial Services, Internet Services, Other, Payments, Privacy and Security, Software",2,101-250,"Alex Blania, Saturnin Pugnet",4,Late Stage Venture,2023-05-25,115000000,USD,115000000,Series C,115000000,USD,115000000,Series C,244000000,USD,244000000,244000000,USD,244000000,"Andreessen Horowitz, Khosla Ventures, Blockchain Capital, Coinbase Ventures, Tiger Global Management",3,28,,,,,,,,,,,,,,Private,,,,,,,,,,,
Aleph Alpha,https://www.crunchbase.com/organization/aleph-alpha,Active,,"Artificial Intelligence (AI), Generative AI, Machine Learning, Natural Language Processing, Software","Heidelberg, Baden-Wurttemberg, Germany","Aleph Alpha specializes in researching, developing, and implementing AI-based technologies for both public and private sectors.",432,"European Union (EU), Europe, Middle East, and Africa (EMEA)",69123,Less than $1M,2019-01-31,day,,,,,For Profit,https://aleph-alpha.com,https://www.twitter.com/Aleph__Alpha,,https://www.linkedin.com/company/aleph-alpha,"Aleph Alpha transforms human-machine interactions. The company researches, develops, and operationalizes AI-based technology for the public and private sectors. Its generative AI solutions enable enterprises and governmental organizations to build intelligent products.","Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software",2,101-250,"Jonas Andrulis, Samuel Weinbach",6,Early Stage Venture,2024-11-20,,,,Secondary Market,500000000,USD,500000000,Series B,533602355,USD,533602355,533602355,USD,533602355,"Deutsche Bank, 468 Capital, Bosch Ventures, Hewlett Packard Enterprise, Lakestar",9,15,1,Made Acquisitions,,,,,,,,,,,,Private,,,,,,,,,,,
Gunzilla Games,https://www.crunchbase.com/organization/gunzilla-games,Active,,"Console Games, Gaming, PC Games, Video Games","Frankfurt, Hessen, Germany",Gunzilla Games is an independent game developer that creates innovative gaming experiences that prioritize player engagement.,473,"European Union (EU), Europe, Middle East, and Africa (EMEA)",60322,$10M to $50M,2020-01-01,year,,,,,For Profit,https://gunzillagames.com,https://twitter.com/GunzillaGames,https://www.facebook.com/GunzillaGames,https://www.linkedin.com/company/gunzilla-games,"Gunzilla Games is an independent, innovative, and player-focused developer of AAA games. It also develops a platform that breaks down technological boundaries to pursue deeply engaging gaming experiences. They are currently developing 'Off The Grid,' which is a cyberpunk battle royale game featuring highly customizable weapons and advanced 3D scanning technology. The studio aims to break down technological barriers and deliver titles that gamers can truly immerse themselves in.",Gaming,3,251-500,"Alex Zoll, Neill Blomkamp, Vlad Korolev",9,,2025-04-10,,,,Venture - Series Unknown,,,,Venture - Series Unknown,100835035,USD,100835035,100835035,USD,100835035,"KuCoin, VanEck, Griffin Gaming Partners, GSR Ventures, Sui Foundation",6,32,1,Made Acquisitions,,,,,,,,,,,,Private,,,,,,,,,,,
EWOR,https://www.crunchbase.com/organization/ewor,Active,,"Education, Training, Venture Capital","Berlin, Berlin, Germany","EWOR is a place where the most extraordinary people find the education, network, and capital to solve the world’s biggest problems.",748,"European Union (EU), Europe, Middle East, and Africa (EMEA)",13355,$1M to $10M,2020-01-01,year,,,,,For Profit,https://ewor.com/,https://twitter.com/EWOR_official,,https://www.linkedin.com/company/ewor/,"EWOR is a place where the most extraordinary people find the education, network, and capital to solve the world’s biggest problems. We combine an entrepreneurship Master’s Degree-like education with an early-stage VC firm to help outstanding talents of all age groups build impactful tech companies. EWOR was built for founders by founders. Our leadership team has successfully built and sold fast-growing tech companies - including a €500 Mio exit, building the world’s largest entrepreneurship society for U26 year olds and doing over 100 private angel investments.  We provide venture capital (up to €150K), a network to over 10 unicorn founders, and high- quality entrepreneurship education designed by serial entrepreneurs. If you want to build a successful company fast, we are the best place to start.","Education, Financial Services, Lending and Investments",3,101-250,"Alexander Grots, Daniel W Dippold, Florian Huber",4,Early Stage Venture,2025-04-29,30000000,EUR,34182581,Series A,30000000,EUR,34182581,Series A,33200000,EUR,37662101,33200000,EUR,37662101,"FJ Labs, Felix Haas, Jens Wasel, Paul Müller, Robert Wuttke",,9,,,,,,,,,,,,,,Private,,,,,,,,,,,2
Eeden,https://www.crunchbase.com/organization/eeden-f6a1,Active,,"Fashion, Manufacturing, Recycling, Textiles","Münster, Nordrhein-Westfalen, Germany",Eeden converts end-of-life textiles into resources for new textile production.,977,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,Less than $1M,2019-01-01,year,,,,,For Profit,https://eeden.world,,,https://www.linkedin.com/company/eeden-world,"Eeden utilizes a chemical recycling process to transform end-of-life textiles into valuable resources for new textile production. The company focuses on sustainability by collaborating with industrial partners to develop products such as Lyocell, Viscose, and Polyester from recycled materials. Eeden participates in global events like the Hello Tomorrow Global Summit, showcasing its innovative solutions to key stakeholders in the green technology sector. Through its efforts, Eeden contributes to reducing textile waste and promoting circular economy practices in the fashion industry. The company aims to facilitate a more sustainable future by providing effective recycling solutions for textile manufacturers.","Clothing and Apparel, Design, Manufacturing, Sustainability",3,11-50,"Reiner Mantsch, Steffen Gerlach, Tobias Boernhorst",2,Early Stage Venture,2025-04-29,18000000,EUR,20546749,Series A,18000000,EUR,20546749,Series A,18000000,EUR,20546749,18000000,EUR,20546749,"High-Tech Gruenderfonds, TechVision Fund, Forbion Capital Partners, D11Z.Ventures, Born2Grow",2,7,,,,,,,,,,,,,,Private,,,,,,,,,,,
voize,https://www.crunchbase.com/organization/voize,Active,,"Document Management, Information Technology, VoIP","Berlin, Berlin, Germany",voize is an app for care documentation via voice input.,"3,054","European Union (EU), Europe, Middle East, and Africa (EMEA)",10178,$1M to $10M,2020-01-01,year,,,,,For Profit,https://www.voize.de/,,,https://www.linkedin.com/company/voize-de/,"voize provides a digital voice assistant for senior care documentation that generates structured documentation entries in the system through voice input, text analysis, and integration. They also provide maintenance tests and inspection solutions.","Information Technology, Internet Services, Messaging and Telecommunications, Software",3,11-50,"Erik Ziegler, Fabio Schmidberger, Marcel Schmidberger",2,Seed,2025-03-31,9000000,USD,9000000,Seed,9000000,USD,9000000,Seed,9500000,USD,9500000,9500000,USD,9500000,"HPI Ventures, Y Combinator, HV Capital, redalpine",2,4,,,,,,,,,,,,,,Private,,,,,,,,,,,
Black Semiconductor,https://www.crunchbase.com/organization/black-semiconductor,Active,,"Artificial Intelligence (AI), Automotive, Autonomous Vehicles, Robotics, Semiconductor","Aachen, Nordrhein-Westfalen, Germany","Black Semiconductor uses Graphene to create ultra-fast, energy-efficient chip networks, connecting thousands of chips to interact as one.","3,577","European Union (EU), Europe, Middle East, and Africa (EMEA)",52068,,2020-01-01,month,,,,,For Profit,https://blacksemi.com,,,https://www.linkedin.com/company/black-semiconductor,"Black Semiconductor is a connectivity pioneer and the only company to master graphene photonics at scale. We are delivering the connectivity breakthrough that will power the next generation of computing. Transforming how chips connect: Black Semiconductor's Graphene Integrated Photonics technology unlocks chip-to-chip communication at never-seen data transfer rates, over greater distances, and with less energy than any solution ever created. Merging electronics and photonics with graphene in a single wafer overcomes the limitations of current computing architectures, allowing industry partners to Rethink Impossible. Photonics + Electronics on One Wafer Harnessing the optical properties of graphene, Black Semiconductor enables chips to compute with electricity and communicate with light. This technology removes existing bandwidth limitations, allowing data centers to operate faster, cooler, and with far less energy. Faster, More Efficient Data Transfer: The chips convert electrical signals to light instantly, reducing latency, cutting delays, and saving energy while increasing bandwidth. Longer-Distance, High-Speed Connectivity: Optical waveguides replace copper, enabling fast, low-loss data movement. Seamless Manufacturing Integration: CMOS-compatible processing fits into any existing chip production. Graphene: A Single Layer That Transforms Connectivity Graphene enables a more compact, low-power, and high-speed approach to integrating photonics and electronics at the chip level. 2025 Moved into FabOne Facility (15,000m² Fabrication space; 2,000m² office space). Fab construction begins on a scalable pilot line for 300mm wafer technology in Aachen, Germany.","Artificial Intelligence (AI), Data and Analytics, Hardware, Science and Engineering, Software, Transportation",2,51-100,"Daniel Schall, Sebastian Schall",4,Early Stage Venture,2024-06-12,228700000,EUR,247287354,Grant,25700000,EUR,27788741,Series A,36900000,EUR,38653519,265600000,EUR,285940873,"Vsquared Ventures, Capnamic, TechVision Fund, Project A Ventures, Porsche Ventures",4,12,1,Made Acquisitions,,,,,,,,,,,,Private,,,,,,,,,,,
Dryad Networks,https://www.crunchbase.com/organization/dryad-3351,Active,,"Analytics, GreenTech, Information Technology, Internet of Things, Telecommunications","Berlin, Berlin, Germany",Dryad Networks offers early wildfire detection systems to prevent forest fires by continuously monitoring environmental conditions.,"4,049","European Union (EU), Europe, Middle East, and Africa (EMEA)",10559,$1M to $10M,2020-01-08,day,,,,,For Profit,http://www.dryad.net,https://twitter.com/DryadNetworks,https://www.facebook.com/dryadnetworks,http://linkedin.com/company/dryadnetworks,"Dryad Networks is a developer of Internet of Things technology that aims to avert wildfire catastrophe. The company's technology creates a large-scale IoT network that enables public and private forest owners to monitor, analyze, and safeguard the world's largest and most remote woods, allowing the forest department to spot wildfires early on.","Data and Analytics, Hardware, Information Technology, Internet Services, Sustainability",4,11-50,"Ben Banerjee, Carsten Brinkschulte, Cherian Mathew, Marco Bönig",8,,2024-10-22,3800000,EUR,4102391,Grant,2500000,EUR,2698942,Venture - Series Unknown,14800000,EUR,15276575,25800000,EUR,27411917,"eCAPITAL ENTREPRENEURIAL PARTNERS, Semtech, TELUS Pollinator Fund for Good, Toba Capital, Kayak Ventures",4,13,,,,,,,,,,,,,,Private,,,,,,,,,,,
