Organization/Person Name,Organization/Person Name URL,Investor Type,Number of Investments,Number of Exits,Location,Regions,Description,Number of Portfolio Organizations,Number of Exits (IPO),Number of Lead Investments,Operating Status,Founded Date,Founded Date Precision,Website,LinkedIn,Industries,Industry Groups,Number of Founders,Founders,Number of Employees,Investment Stage,Company Type,Acquisition Status,IPO Status,CB Rank (Investor)
Starship Technologies,https://www.crunchbase.com/organization/starship-technologies,,1,,"San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US",Starship Technologies is a robotics company building fleets of self-driving delivery robots designed to deliver goods.,1,,,Active,2014-07-01,day,https://www.starship.xyz,https://www.linkedin.com/company/starshiptechnologies,"Artificial Intelligence (AI), Delivery, Delivery Service, Robotics","Administrative Services, Artificial Intelligence (AI), Data and Analytics, Hardware, Science and Engineering, Software, Transportation",2,"Ahti Heinla, Janus Friis",501-1000,,For Profit,,Private,810
Kaluza,https://www.crunchbase.com/organization/kaluza,,1,,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)",Kaluza is an intelligent grid technology company.,1,,1,Active,2009-01-01,year,https://www.kaluza.com/,https://www.linkedin.com/company/kaluza,"Automotive, Information Technology, Manufacturing, Renewable Energy, Software","Energy, Information Technology, Manufacturing, Software, Sustainability, Transportation",1,Stephen Fitzpatrick,251-500,,For Profit,Made Acquisitions,Private,"2,697"
ASOS,https://www.crunchbase.com/organization/asos,,1,,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)",Asos is an online platform engaged in the retail of fashion and beauty products for men and women.,1,,,Active,2000-06-01,day,http://www.asos.com,http://www.linkedin.com/company/asos.com,"E-Commerce, Fashion, Retail","Clothing and Apparel, Commerce and Shopping, Design",2,"Nick Robertson, Quentin Griffiths",1001-5000,,For Profit,Made Acquisitions,Public,"3,514"
Better Medicine,https://www.crunchbase.com/organization/better-medicine,,1,,"Tartu, Tartumaa, Estonia","European Union (EU), Europe, Middle East, and Africa (EMEA)",Better Medicine focuses on developing a tool that helps cancers patients.,1,,,Active,2022-01-01,year,https://www.bettermedicine.ai/,https://www.linkedin.com/company/better-medicine-ai/,"Biotechnology, Health Care, Medical, Medical Device","Biotechnology, Health Care, Science and Engineering",1,Priit Salumaa,11-50,,For Profit,,Private,"8,772"
Vevolution,https://www.crunchbase.com/organization/vevolution,,1,1,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)","Saas, Fintech, Plant-based",1,,1,Active,2017-02-21,day,http://www.vevolution.com,https://www.linkedin.com/company/vevolutionplatform/,"Communities, Education, FinTech, SaaS","Community and Lifestyle, Education, Financial Services, Software",2,"Damien Clarkson, Judy Nadel",1-10,,For Profit,Was Acquired,Private,"8,781"
DFDS,https://www.crunchbase.com/organization/dfds,,1,,"Copenhagen, Hovedstaden, Denmark","European Union (EU), Nordic Countries, Scandinavia",We keep Europe moving through a wide range of freight services from ferry transport to complex logistics solutions,1,,1,Active,1866-01-01,year,http://www.dfds.com,https://www.linkedin.com/company/dfds,"Air Transportation, Ferry Service, Freight Service, Last Mile Transportation, Logistics, Marine Transportation, Shipping, Supply Chain Management, Warehousing, Water Transportation",Transportation,1,Carl Frederik Tietgen,10001+,,For Profit,Made Acquisitions,Public,"10,411"
Endesa,https://www.crunchbase.com/organization/endesa,,1,,"Madrid, Madrid, Spain","European Union (EU), Europe, Middle East, and Africa (EMEA)",Endesa is an electric utility company that operates the electric power industry.,1,,,Active,1944-01-01,year,https://www.endesa.com/,https://www.linkedin.com/company/7022,"Electrical Distribution, Energy",Energy,,,10001+,,For Profit,Made Acquisitions,Public,"11,181"
Sixfold,https://www.crunchbase.com/organization/sixfold,,1,,"Vienna, Wien, Austria","European Union (EU), Europe, Middle East, and Africa (EMEA)",Bird's-eye view of your shipments,1,,,Active,2017-09-01,day,https://sixfold.com,https://www.linkedin.com/company/6fold/,"Analytics, Automotive, Information Services, Information Technology, Logistics, Software, Transportation","Data and Analytics, Information Technology, Software, Transportation",6,"Magnus Hiie, Märt Kelder, Priit Haamer, Tonu Runnel, Volkert Gasche, Wolfgang Wörner",51-100,,For Profit,,Private,"14,314"
Brolis Semiconductors,https://www.crunchbase.com/organization/brolis-semiconductors,,1,,"Vilnius, Vilniaus Apskritis, Lithuania","European Union (EU), Europe, Middle East, and Africa (EMEA)",Brolis Semiconductors develops beyond state-of-the-art technology solutions for security and medical sensing applications.,1,,,Active,2011-01-01,year,https://brolis-defence.com/,https://www.linkedin.com/company/brolis-semiconductors,"Hardware, Health Care, Laser, Medical, Security, Semiconductor, Sensor","Hardware, Health Care, Privacy and Security, Science and Engineering",3,"Augustinas Vizbaras, Dominykas Vizbaras, Kristijonas Vizbaras",11-50,,For Profit,,Private,"16,362"
theConstruct,https://www.crunchbase.com/organization/theconstruct,,1,,"Amsterdam, Noord-Holland, The Netherlands","European Union (EU), Europe, Middle East, and Africa (EMEA)",Design Review Platform in VR/AR - Our vision is to provide best in class tools allowing users in an very easy way upload their professional,1,,,Active,2015-05-25,day,http://theConstruct.io,https://www.linkedin.com/company/10082887?trk=vsrp_companies_res_name&trkInfo=VSRPsearchId%3A1317231465397971357%2CVSRPtargetId%3A10082887%2CVSRPcmpt%3Aprimary,"Architecture, CAD, Mobile Apps, Real Estate, Software, Virtual Reality","Apps, Design, Hardware, Mobile, Real Estate, Software",3,"Dariusz Lozynski, Hans Heidenreich, Piotr Juchnowicz",1-10,,For Profit,,Private,"16,957"
