Organization/Person Name,Organization/Person Name URL,Investor Type,Number of Investments,Number of Exits,Location,Regions,Description,Number of Portfolio Organizations,Number of Exits (IPO),Number of Lead Investments,Operating Status,Founded Date,Founded Date Precision,Website,LinkedIn,Industries,Industry Groups,Number of Founders,Founders,Number of Employees,Investment Stage,Company Type,Acquisition Status,IPO Status,CB Rank (Investor)
Capmont Technology,https://www.crunchbase.com/organization/capmont-technology,Venture Capital,6,,"Munich, Bayern, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)",Capmont Technology supports B2B technology entrepreneurs in late-seed to Series B stages.,5,,3,Active,,,https://www.capmont.vc,https://www.linkedin.com/company/capmont-technology,,,,,1-10,Late Stage Venture,,,Private,587
Teya,https://www.crunchbase.com/organization/teya-34fe,,6,,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)","Teya builds tools for SMBs to unlock hassle-free payments, better business management, new and returning customers, all on fair terms.",5,,6,Active,2019-01-01,year,https://www.teya.com,https://www.linkedin.com/company/teya-global/ ,"Financial Services, FinTech, Information Technology","Financial Services, Information Technology",2,"Ali Mazanderani, Eduardo Pontes",1001-5000,,For Profit,Made Acquisitions,Private,"2,017"
University of Birmingham,https://www.crunchbase.com/organization/university-of-birmingham,University Program,6,,"Birmingham, Birmingham, United Kingdom","Europe, Middle East, and Africa (EMEA)",The University of Birmingham has been challenging and developing great minds for more than a century.,5,,,Active,1900-05-01,month,http://www.birmingham.ac.uk/,https://www.linkedin.com/edu/school?id=12662&trk=edu-up-nav-menu-home,"Big Data, Business Development, Education, Universities","Data and Analytics, Education, Other, Professional Services",1,Joseph Chamberlain,5001-10000,,,,Private,"2,573"
Varsity,https://www.crunchbase.com/organization/varsityvc,Venture Capital,6,,,,"Just like the NBA draft, we pick up 30 startups in our seed fund, then propel them into the portfolios of the world’s best early-stage VCs",5,,5,Active,2023-01-01,year,https://www.varsity.vc,https://www.linkedin.com/company/varsityvc,,,3,"Didier Valet, Florent Thomas, Kamel Zeroual",1-10,Seed,,,Private,"3,404"
R3,https://www.crunchbase.com/organization/r3-cev,Private Equity Firm,6,1,"New York, New York, United States","Greater New York Area, East Coast, Northeastern US",R3 is a financial innovation firm focusing on designing and implementing distributed ledger technology for modernizing financial services.,5,,1,Active,2014-01-01,year,http://r3.com,https://www.linkedin.com/company/r3cev-llc,"Blockchain, Finance, Financial Services, FinTech, InsurTech","Blockchain and Cryptocurrency, Financial Services, Other",3,"David Rutter, Jesse Edwards, Todd McDonald",251-500,Early Stage Venture,For Profit,Made Acquisitions,Private,"3,510"
Pangea Blockchain Fund,https://www.crunchbase.com/organization/pangea-blockchain-fund,"Hedge Fund, Venture Capital",6,,"Lugano, Ticino, Switzerland","Europe, Middle East, and Africa (EMEA)",Pangea Blockchain Fund offers intellectual and financial capital to early-stage blockchain companies from around the world,6,,2,Active,2019-01-01,year,https://www.pangeablockchain.ch,https://www.linkedin.com/company/pangea-blockchain-fund/,"Blockchain, Hedge Funds, Incubators, Venture Capital","Blockchain and Cryptocurrency, Financial Services, Lending and Investments, Other",1,William A. Duplessie,11-50,Early Stage Venture,,,Private,"3,722"
Sol Strategies,https://www.crunchbase.com/organization/cypherpunk-holdings,Private Equity Firm,6,2,"Toronto, Ontario, Canada",Great Lakes,Sol Strategies leverage investment opportunities in staking rewards,6,1,3,Active,1995-01-01,year,https://solstrategies.io/,,,,1,Moe Adham,11-50,"Seed, Venture",,,Public,"4,273"
J&T Banka,https://www.crunchbase.com/organization/j-t-banka,Investment Bank,6,2,"Prague, Hlavni mesto Praha, Czech Republic","European Union (EU), Europe, Middle East, and Africa (EMEA)","J&T Banka is a private bank that assists clients in protecting their assets, increasing their worth, and passing assets.",5,,4,Active,1992-10-13,day,https://www.jtbank.cz,https://www.linkedin.com/company/jtbanka,,,,,501-1000,,,,Private,"4,607"
SwissBorg,https://www.crunchbase.com/organization/swissborg,Venture Capital,6,,"Lausanne, Vaud, Switzerland","Europe, Middle East, and Africa (EMEA)","We are on a mission to democratise crypto wealth management by making it fun, fair and community-centric.",6,,,Active,2017-01-01,year,https://swissborg.com,https://www.linkedin.com/company/swissborg,"Blockchain, Communities, Financial Services, FinTech, Wealth Management","Blockchain and Cryptocurrency, Community and Lifestyle, Financial Services, Other",2,"Anthony Lesoismier, Cyrus Fazel",101-250,"Initial Coin Offering, Seed",For Profit,,Private,"4,828"
EDF Renewable Energy,https://www.crunchbase.com/organization/edf-renewable-energy,,6,1,"San Diego, California, United States","Greater San Diego Area, West Coast, Western US","EDF Renewable Energy, an independent power producer, engages in wind and solar project development, operations and maintenance services.",6,1,5,Active,1987-01-01,year,http://www.edf-re.com,https://www.linkedin.com/company/edf-renewable-energy,"Energy, Renewable Energy, Solar, Wind Energy","Energy, Natural Resources, Sustainability",1,Bryan Villano,501-1000,,For Profit,Made Acquisitions,Private,"5,196"
University of Surrey,https://www.crunchbase.com/organization/university-of-surrey,Incubator,6,,"Guildford, Surrey, United Kingdom","Europe, Middle East, and Africa (EMEA)",The University of Surrey offers transformative education and research opportunities.,6,,1,Active,1966-09-09,day,https://www.surrey.ac.uk,http://www.linkedin.com/company/university-of-surrey,"Education, Higher Education, Universities","Education, Other",,,1001-5000,,For Profit,,Private,"5,382"
LANXESS,https://www.crunchbase.com/organization/lanxess,Micro VC,6,3,"Cologne, Nordrhein-Westfalen, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)",LANXESS is a specialty chemicals company.,5,3,3,Active,2004-01-01,year,http://lanxess.com/en/corporate/home,https://www.linkedin.com/company/164682,"Biotechnology, Chemical, Industrial","Biotechnology, Manufacturing, Science and Engineering",,,10001+,Early Stage Venture,For Profit,Made Acquisitions,Public,"5,484"
Archblock,https://www.crunchbase.com/organization/trusttoken,"Corporate Venture Capital, Venture Capital",6,1,"San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US",Building the world’s most transparent and efficient asset management platform.,6,,2,Active,2017-01-01,year,https://www.archblock.com,https://www.linkedin.com/company/archblock/,"Bitcoin, Blockchain, Cryptocurrency, Ethereum, Finance, FinTech","Blockchain and Cryptocurrency, Financial Services, Other, Payments, Software",3,"Rafael Cosman, Stephen Kade, Tory Reiss",101-250,"Early Stage Venture, Initial Coin Offering, Venture",For Profit,Made Acquisitions,Private,"5,571"
Lund University,https://www.crunchbase.com/organization/lund-university,University Program,6,,"Lund, Skane Lan, Sweden","European Union (EU), Nordic Countries, Scandinavia",Lund University is the strongest research university in Sweden and ranked among the world’s top 100 universities.,3,,,Active,1666-09-19,day,http://www.lunduniversity.lu.se,https://www.linkedin.com/school/lunduniversity,"Education, Training, Universities","Education, Other",1,Kilian Stobaeus,5001-10000,,,,Private,"6,157"
Alpine Space Ventures,https://www.crunchbase.com/organization/alpine-space-ventures,Venture Capital,6,,"München, Bayern, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)",Alpine Space Ventures is the rapidly growing space industry.,5,,4,Active,,,https://www.alpinespace.vc/,https://www.linkedin.com/company/alpine-space-ventures/,Venture Capital,"Financial Services, Lending and Investments",,,1-10,Early Stage Venture,,,Private,"6,168"
Sodexo,https://www.crunchbase.com/organization/sodexo,,6,1,"Issy-les-moulineaux, Ile-de-France, France","European Union (EU), Europe, Middle East, and Africa (EMEA)",Sodexo is now the worldwide leader in Quality of Life services.,5,,4,Active,1966-01-01,year,http://www.sodexo.com,https://www.linkedin.com/company/sodexo/,"Coupons, Education, Health Care","Commerce and Shopping, Education, Health Care",1,Pierre Bellon,10001+,,For Profit,Made Acquisitions,Public,"6,462"
