Organization/Person Name,Organization/Person Name URL,Investor Type,Number of Investments,Number of Exits,Location,Regions,Description,Number of Portfolio Organizations,Number of Exits (IPO),Number of Lead Investments,Operating Status,Founded Date,Founded Date Precision,Website,LinkedIn,Industries,Industry Groups,Number of Founders,Founders,Number of Employees,Investment Stage,Company Type,Acquisition Status,IPO Status,CB Rank (Investor)
NewsWhip,https://www.crunchbase.com/organization/newswhip,,1,1,"Dublin, Dublin, Ireland","European Union (EU), Europe, Middle East, and Africa (EMEA)","NewsWhip is the world's largest engagement database, giving customers an understanding of what's interesting their audience right now.",1,,,Active,2011-05-01,day,http://www.newswhip.com,http://www.linkedin.com/company/2371907,"Advertising, Analytics, Big Data, Content Discovery, Content Marketing, News, SaaS, Social Media, Social Media Marketing, Software","Advertising, Content and Publishing, Data and Analytics, Internet Services, Media and Entertainment, Sales and Marketing, Software",2,"Andrew Mullaney, Paul Quigley",51-100,,For Profit,,Private,"5,952"
Gaming Innovation Group,https://www.crunchbase.com/organization/gaming-innovation-group,Venture Capital,1,,"Bokeelia, Florida, United States","East Coast, Southern US",Gaming Innovation Group offers cutting-edge Cloud based services and Performance Marketing through its 3 B2B products.,1,,,Active,2008-01-01,year,https://www.gig.com/,https://www.linkedin.com/company/gig-gaming-innovation-group/?originalSubdomain=in,"B2B, Cloud Data Services","Information Technology, Internet Services, Other",2,"Frode Fagerli, Robin Eirik Reed",501-1000,,For Profit,Made Acquisitions,Public,"6,939"
Kriptomat,https://www.crunchbase.com/organization/kriptomat,,1,,"Tallinn, Harjumaa, Estonia","European Union (EU), Europe, Middle East, and Africa (EMEA)","Buy, Trade, and Invest in Crypto",1,,,Active,2018-02-07,day,https://kriptomat.io/en,https://www.linkedin.com/company/kriptomat/,"Bitcoin, Blockchain, Cryptocurrency, Financial Exchanges, Financial Services, FinTech, Wealth Management, Web3","Blockchain and Cryptocurrency, Financial Services, Internet Services, Lending and Investments, Other, Payments, Software",4,"Dejan Davidovic, Jaka Erjavec, Serge Mahmutovich, Vladan Markovic",51-100,,For Profit,,Private,"10,524"
Makor,https://www.crunchbase.com/organization/makor,,1,,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)","Cash Equities, Fixed Income, FX, ​Cleari",1,,,Active,2011-01-01,year,http://www.makor-capital.com,https://www.linkedin.com/company/makor-capital,"Finance, Virtualization","Financial Services, Hardware, Information Technology, Software",2,"Avi Bouhadana, Michael Halimi",251-500,,For Profit,,Private,"10,717"
Unipart Group,https://www.crunchbase.com/organization/unipart-group,,1,1,"Oxford, Oxfordshire, United Kingdom","Europe, Middle East, and Africa (EMEA)","Unipart Group provides performance technologies for supply chain management, logistics and manufacturing sectors.",1,,,Active,1974-01-01,year,http://www.unipart.com/,https://www.linkedin.com/company/unipart/,"Logistics, Manufacturing, Supply Chain Management, Technical Support","Information Technology, Manufacturing, Other, Transportation",1,John Leopold Egan,10001+,,For Profit,"Made Acquisitions, Was Acquired",Private,"11,996"
Wakie,https://www.crunchbase.com/organization/wakie-budist,,1,,"Menlo Park, California, United States","San Francisco Bay Area, Silicon Valley, West Coast",Wakie is a social app for phone calls where you set a topic and get to have a phone call with someone interested in your topic.,1,,,Active,2011-01-01,year,http://wakie.com,https://www.linkedin.com/company/wakie,"Crowdsourcing, Mobile, Social Media","Internet Services, Media and Entertainment, Mobile, Other",2,"Hrachik Adjamian, Tat Ajamyan",11-50,,For Profit,Made Acquisitions,Private,"13,345"
Lallemand,https://www.crunchbase.com/organization/lallemand,,1,,"Rexdale, Ontario, Canada",Great Lakes,"Lallemand is a privately owned company that researches, develops, produces and markets yeasts, bacteria.",1,,1,Active,1895-01-01,year,http://www.lallemand.com,https://www.linkedin.com/company/46816,"Energy, Food and Beverage, Manufacturing","Energy, Food and Beverage, Manufacturing",1,Fred A. Schurer,5001-10000,,For Profit,Made Acquisitions,Private,"13,542"
Anetwork,https://www.crunchbase.com/organization/anetwork,,1,,"Tehran, Tehran, Iran","Europe, Middle East, and Africa (EMEA), Middle East, Middle East and North Africa (MENA)",Anetowrk is online advertising platform,1,,,Active,2014-07-02,day,http://anetwork.ir/en,https://www.linkedin.com/company/anetwork/,"Advertising, Advertising Platforms, E-Commerce","Advertising, Commerce and Shopping, Sales and Marketing",3,"Farbod Sadeghian, Mo Malayeri, Shayan Shalileh",11-50,,For Profit,Was Acquired,Private,"16,864"
Triglav d.d.,https://www.crunchbase.com/organization/triglav-d-d,,1,,"Ljubljana, Ljubljana Urban Commune, Slovenia","European Union (EU), Europe, Middle East, and Africa (EMEA)",The Triglav Group is the leading insurance-financial group in Slovenia and in the Adria region.,1,,,Active,1990-12-12,day,http://www.triglav.eu/en,https://si.linkedin.com/company/zavarovalnica-triglav,"Auto Insurance, Financial Services, Health Insurance, Insurance, Life Insurance, Property Insurance",Financial Services,1,Ivan Vencajz,5001-10000,,For Profit,,Public,"18,060"
Toggl,https://www.crunchbase.com/organization/toggl-com,,1,,"Tallinn, Harjumaa, Estonia","European Union (EU), Europe, Middle East, and Africa (EMEA)","Toggl offers an online time tracking software specifically designed for freelancers, graphic designers and consultants.",1,,,Active,2006-06-16,day,http://www.toggl.com,http://www.linkedin.com/company/toggl,"Cloud Computing, Internet, Software, Task Management","Internet Services, Software",2,"Alari Aho, Krister Haav",11-50,,For Profit,,Private,"18,095"
