Organization/Person Name,Organization/Person Name URL,Investor Type,Number of Investments,Number of Exits,Location,Regions,Description,Number of Portfolio Organizations,Number of Exits (IPO),Number of Lead Investments,Operating Status,Founded Date,Founded Date Precision,Website,LinkedIn,Industries,Industry Groups,Number of Founders,Founders,Number of Employees,Investment Stage,Company Type,Acquisition Status,IPO Status,CB Rank (Investor)
Cantaloupe,https://www.crunchbase.com/organization/usa-technologies,,1,,"Malvern, Pennsylvania, United States","Greater Philadelphia Area, Great Lakes, Northeastern US",Cantaloupe is a payment platform that operates in the small-ticket electronic payments industry.,1,,,Active,1992-01-01,year,http://www.cantaloupe.com,https://www.linkedin.com/company/cantaloupeinc,"FinTech, Mobile Payments, Payments, Retail Technology, Service Industry","Commerce and Shopping, Financial Services, Hardware, Mobile, Other, Payments, Software",1,George Jensen,251-500,,For Profit,"Made Acquisitions, Was Acquired",Public,225
Skyscanner,https://www.crunchbase.com/organization/skyscanner,,1,,"Edinburgh, Edinburgh, City of, United Kingdom","Europe, Middle East, and Africa (EMEA)","Skyscanner is a travel search aggregator and online travel agency that compares flights, hotels, and car rental deals from multiple sources.",1,,1,Active,2003-05-16,day,http://skyscanner.net,https://www.linkedin.com/company/skyscanner,"Internet, Service Industry, Transportation, Travel, Travel Agency","Internet Services, Other, Transportation, Travel and Tourism",3,"Barry Smith, Bonamy Grimes, Gareth Williams",1001-5000,,For Profit,"Made Acquisitions, Was Acquired",Private,482
DataDirect Networks,https://www.crunchbase.com/organization/datadirect-networks,,1,,"Chatsworth, California, United States","Greater Los Angeles Area, West Coast, Western US",DataDirect Networks provides AI data storage and management solutions for enterprises.,1,,1,Active,1998-01-01,year,http://www.ddn.com,http://www.linkedin.com/company/datadirect-networks,"Artificial Intelligence (AI), Big Data, Data Storage, Enterprise Software, Predictive Analytics","Artificial Intelligence (AI), Data and Analytics, Hardware, Science and Engineering, Software",2,"Alex Bouzari, Paul Bloch",1001-5000,,For Profit,Made Acquisitions,Private,"1,167"
dsm-firmenich,https://www.crunchbase.com/organization/dsm-firmenich,,1,,"Maastricht, Limburg, The Netherlands","European Union (EU), Europe, Middle East, and Africa (EMEA)","dsm-firmenich is a nutrition, health, and beauty pioneer and combines vital nutrients, flavors, and fragrances.",1,,,Active,,,https://www.dsm-firmenich.com,https://www.linkedin.com/company/dsm-firmenich,"Beauty, Chemical, Health Care, Manufacturing, Nutrition","Consumer Goods, Food and Beverage, Health Care, Manufacturing, Science and Engineering",,,10001+,,For Profit,Made Acquisitions,Public,"3,354"
Konecranes,https://www.crunchbase.com/organization/konecranes,,1,,"Hyvinkää, Southern Finland, Finland","European Union (EU), Nordic Countries, Scandinavia",Konecranes is a group of Lifting Businesses.,1,,,Active,1903-01-01,year,http://www.konecranes.com/,https://www.linkedin.com/company/konecranes,"Business Development, Industrial, Industrial Manufacturing, Manufacturing, Sales, Service Industry","Manufacturing, Other, Professional Services, Sales and Marketing",,,10001+,,For Profit,"Made Acquisitions, Was Acquired",Public,"4,480"
University of East Anglia,https://www.crunchbase.com/organization/university-of-east-anglia,,1,,"Norwich, Norfolk, United Kingdom","Europe, Middle East, and Africa (EMEA)",University of East Anglia is a school in Norwich.,1,,,Active,1963-01-01,year,http://www.uea.ac.uk/,https://www.linkedin.com/company/university-of-east-anglia,"Education, Higher Education, Universities","Education, Other",,,1001-5000,,,,Private,"4,993"
Smarttech247,https://www.crunchbase.com/organization/smarttech,,1,1,"Cork, Cork, Ireland","European Union (EU), Europe, Middle East, and Africa (EMEA)",Smarttech247 is a cybersecurity organization that managed cybersecurity services.,1,,,Active,2001-01-01,day,https://www.smarttech247.com/,https://www.linkedin.com/company/smarttech247/,"Cyber Security, Information Services","Information Technology, Privacy and Security",1,Ronan Murphy,101-250,,For Profit,,Public,"6,870"
University of Aberdeen,https://www.crunchbase.com/organization/university-of-aberdeen,,1,,"Aberdeen, Aberdeen City, United Kingdom","Europe, Middle East, and Africa (EMEA)",University of Aberdeen is a public research university.,1,,,Active,1495-01-01,year,http://www.abdn.ac.uk/,http://www.linkedin.com/edu/university-of-aberdeen-12684,"E-Learning, Education, Universities","Education, Other, Software",1,William Elphinstone,1001-5000,,,,Private,"7,108"
Segway-Ninebot,https://www.crunchbase.com/organization/segway,,1,,"Bedford, New Hampshire, United States","East Coast, New England, Northeastern US","Segway develops and manufactures a personal transporter, a two-wheeled and self-balancing electric vehicle.",1,,1,Active,2001-01-01,year,http://www.segway.com,https://www.linkedin.com/company/18050,"Electric Vehicle, Manufacturing, Robotics","Hardware, Manufacturing, Science and Engineering, Software, Transportation",1,Dean Kamen,101-250,,For Profit,Was Acquired,Private,"8,132"
Continuous Ventures,https://www.crunchbase.com/organization/continuous-ventures,"Accelerator, Venture Capital",1,,"Dubai, Dubai, United Arab Emirates","Europe, Middle East, and Africa (EMEA), Gulf Cooperation Council (GCC), Middle East",Continuous Ventures are at the forefront of driving innovation and disruption through our Private Accelerator & VC divisions.,1,,,Active,2018-04-05,day,https://www.continuous.vc,https://www.linkedin.com/company/continuousventures,"Artificial Intelligence (AI), Finance, Internet, Software, Venture Capital","Artificial Intelligence (AI), Data and Analytics, Financial Services, Internet Services, Lending and Investments, Science and Engineering, Software",1,Colin Meagle,11-50,"Early Stage Venture, Late Stage Venture, Non Equity Assistance, Private Equity, Seed, Venture",,,Private,"10,103"
Lottus Education,https://www.crunchbase.com/organization/lottus-education,,1,,"Juarez, Mexico, Mexico",Latin America,Lottus Education is a higher education provider in mexico.,1,,1,Active,2015-01-01,year,https://www.lottus.com/,https://www.linkedin.com/company/lottus-education/,Education,Education,1,Jesus Lanza,251-500,,For Profit,,Private,"11,655"
