Organization/Person Name,Organization/Person Name URL,Investor Type,Number of Investments,Number of Exits,Location,Regions,Description,Number of Portfolio Organizations,Number of Exits (IPO),Number of Lead Investments,Operating Status,Founded Date,Founded Date Precision,Website,LinkedIn,Industries,Industry Groups,Number of Founders,Founders,Number of Employees,Investment Stage,Company Type,Acquisition Status,IPO Status,CB Rank (Investor)
Asda,https://www.crunchbase.com/organization/asda,,1,,"Humber, Herefordshire, United Kingdom","Europe, Middle East, and Africa (EMEA)",Asda owns and operates a chain of supermarkets that sell various products.,1,,,Active,1949-02-19,day,http://www.asda.com/,http://www.linkedin.com/company/asda,Retail,Commerce and Shopping,3,"J.W. Hindell, Noel Stockdale, Salt undefined",10001+,,For Profit,Was Acquired,Private,"1,595"
Habby,https://www.crunchbase.com/organization/habby,,1,,"Singapore, Central Region, Singapore","Asia-Pacific (APAC), Association of Southeast Asian Nations (ASEAN), Southeast Asia",Habby is a mobile game publisher looking to publish iOS and Android titles globally.,1,,1,Active,2017-01-01,day,https://www.habby.fun,https://www.linkedin.com/company/habbyfun,"Android, iOS, PC Games","Gaming, Mobile, Platforms, Software",1,Stefan Wang,11-50,,For Profit,,Private,"3,009"
Defacto,https://www.crunchbase.com/organization/defacto-588a,,1,,"Paris, Ile-de-France, France","European Union (EU), Europe, Middle East, and Africa (EMEA)","Defacto is a fintech firm that offers short term financing for small and medium companies via an embedded, API-first approach.",1,,,Active,2021-05-01,month,https://www.getdefacto.com,https://www.linkedin.com/company/getdefacto,"B2B, Credit, Embedded Systems, FinTech, Payments","Financial Services, Hardware, Lending and Investments, Other, Payments, Science and Engineering, Software",3,"Jordane Giuly, Marc-Henri Gires, Morgan O'hana",51-100,,For Profit,,Private,"3,604"
University of Essex,https://www.crunchbase.com/organization/university-of-essex,University Program,1,,"Colchester, Essex, United Kingdom","Europe, Middle East, and Africa (EMEA)","University of Essex is a bunch of risk-takers and opinion-makers, stereotype-breakers and world-shakers.",1,,,Active,1965-01-01,year,http://www.essex.ac.uk/,https://www.linkedin.com/school/university-of-essex/,"Higher Education, Personal Development, STEM Education, Training, Universities","Education, Other, Science and Engineering",,,1001-5000,,,,Private,"4,252"
Foodspring,https://www.crunchbase.com/organization/foodspring,,1,,"Berlin, Berlin, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)",Foodspring is a premium fitness food & sports nutrition company.,1,,,Active,2013-01-01,year,https://www.foodspring.de/,https://www.linkedin.com/company/foodspring,"Fitness, Food and Beverage, Health Care, Lifestyle, Marketing, Wellness","Community and Lifestyle, Food and Beverage, Health Care, Sales and Marketing, Sports",3,"Marc Hermann, Philipp Schrempp, Tobias Schuele",101-250,,For Profit,Was Acquired,Private,"8,203"
Omnisend,https://www.crunchbase.com/organization/omnisend,,1,,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)",Omnisend is an e-commerce-tailored email and SMS marketing automation platform.,1,,,Active,2014-01-01,year,https://www.omnisend.com,http://www.linkedin.com/company/omnisend,"E-Commerce, Email, Email Marketing, Retail, SMS, Software","Commerce and Shopping, Information Technology, Internet Services, Messaging and Telecommunications, Sales and Marketing, Software",3,"Justas Kriukas, Rytis Lauris, Zygimantas Stauga",251-500,,For Profit,,Private,"8,872"
JustSpices,https://www.crunchbase.com/organization/justspices,,1,,"Düsseldorf, Nordrhein-Westfalen, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)",Just Spices is a spice-mix and meal-prep brand that manufactures and markets food products.,1,,,Active,2014-01-01,year,https://www.justspices.de,https://www.linkedin.com/company/just-spices-ug-haftungsbeschr-nkt-,"Food and Beverage, Food Delivery, Food Processing","Food and Beverage, Transportation",5,"Amina Karic, Bela Seebach, Christian Puschkeit, Florian Falk, Ole Strohschnieder",101-250,,For Profit,Was Acquired,Private,"9,391"
Eppendorf,https://www.crunchbase.com/organization/eppendorf,,1,,"Hamburg, Hamburg, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)",Eppendorf is a life science company that develops and sells instruments and consumables for liquid and cell handling in laboratories.,1,,,Active,1945-01-01,year,https://dasgip.de,https://www.linkedin.com/company/eppendorf-ag/,"Biotechnology, Internet","Biotechnology, Internet Services, Science and Engineering",1,Heinrich Netheler,1001-5000,,For Profit,Made Acquisitions,Private,"14,694"
Hayhay,https://www.crunchbase.com/organization/hayhay,,1,,"Sisli, Istanbul, Turkey","Europe, Middle East, and Africa (EMEA), Middle East, Middle East and North Africa (MENA)",Hayhay operates a mobile application that manages financial transactions.,1,,,Active,2020-01-01,year,https://www.hayhay.com,https://www.linkedin.com/company/hayhay/,"Finance, Financial Services, FinTech, Information Technology, Mobile Apps","Apps, Financial Services, Information Technology, Mobile, Software",,,11-50,,For Profit,,Private,"14,755"
CATERY,https://www.crunchbase.com/organization/catery,,1,,"Moscow, Moscow City, Russian Federation","Europe, Middle East, and Africa (EMEA)",CATERY is an online marketplace for catering services.,1,,,Active,2016-04-25,day,https://catery.ru/,https://www.linkedin.com/company/catery-russia,"B2B, Catering, E-Commerce, Events, Marketplace","Commerce and Shopping, Events, Food and Beverage, Media and Entertainment, Other",1,Dmitry Fedorov,11-50,,For Profit,,Private,"16,449"
Enowa,https://www.crunchbase.com/organization/enowa-17be,,1,,"Rottendorf, Bayern, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)","Enowa is an Information technology company that provides software development, consulting, and inventory management services.",1,,1,Active,2002-01-01,year,https://enowa.ag,https://www.linkedin.com/company/enowaag/,"Consulting, Information Technology, Software","Information Technology, Professional Services, Software",,,251-500,,For Profit,,Private,"18,503"
Naval Group,https://www.crunchbase.com/organization/naval-group,,1,,"Paris, Ile-de-France, France","European Union (EU), Europe, Middle East, and Africa (EMEA)",Naval Group is a defense contractor and industrial group that specialized in naval-based defense platform and the marine renewable energy.,1,,,Active,2002-01-31,day,http://www.naval-group.com,https://www.linkedin.com/company/naval-group/,"Aerospace, Energy, Industrial, Security","Energy, Manufacturing, Privacy and Security, Science and Engineering",,,10001+,,For Profit,,Private,"18,596"
Cuatrecasas,https://www.crunchbase.com/organization/cuatrecasas,,1,1,"Madrid, Madrid, Spain","European Union (EU), Europe, Middle East, and Africa (EMEA)","Cuatrecasas, Gonçalves Pereira is a law firm that offers a range of legal services to its clients.",1,,,Active,1917-01-01,year,http://www.cuatrecasas.com,https://www.linkedin.com/company/cuatrecasas/,"Consulting, Legal",Professional Services,,,1001-5000,,For Profit,,Private,"20,152"
ARRI,https://www.crunchbase.com/organization/arri,,1,,"Ismaning, Bayern, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)",Arri is a manufacturer and distributor of motion picture film equipment for the film and broadcast industry.,1,,,Active,1917-01-01,year,https://www.arri.com/en,https://www.linkedin.com/company/arri,"Electronics, Film, Information Technology, Lighting, Manufacturing","Consumer Electronics, Hardware, Information Technology, Manufacturing, Media and Entertainment, Video",2,"August Arnold, Robert Richter",5001-10000,,For Profit,Made Acquisitions,Private,"21,416"
Ellen MacArthur Foundation,https://www.crunchbase.com/organization/ellen-macarthur-foundation,,1,,"Cowes, Isle of Wight, United Kingdom","Europe, Middle East, and Africa (EMEA)","The Ellen MacArthur Foundation works in education, business innovation & analysis to accelerate the transition to a circular economy.",1,,,Active,2010-09-14,day,http://www.ellenmacarthurfoundation.org/,http://www.linkedin.com/company/2387305,"Association, Non Profit","Other, Social Impact",1,Ellen MacArthur,101-250,,Non-profit,,Private,"22,227"
foodora,https://www.crunchbase.com/organization/foodora,,1,,"Berlin, Berlin, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)",Foodora is an on-demand food boutique that offers meals from their customers’ favorite restaurants that traditionally do not deliver.,1,,,Active,2014-02-01,month,https://www.foodora.com,https://www.linkedin.com/company/foodora,"Delivery, Delivery Service, E-Commerce, E-Commerce Platforms, Food and Beverage, Food Delivery, Restaurants, Shipping","Administrative Services, Commerce and Shopping, Food and Beverage, Internet Services, Transportation",8,"Emanuel Pallua, Julian Dames, Konstantin Mehl, Manuel Thurner, Markus Fuhrmann, Paul Bohm, Sergei Krauze, Stefan Rothlehner",1001-5000,,For Profit,"Made Acquisitions, Was Acquired",Private,"24,635"
Finsa,https://www.crunchbase.com/organization/finsa-2e03,,1,,"Santiago De Compostela, Galicia, Spain","European Union (EU), Europe, Middle East, and Africa (EMEA)",Finsa designs and manufactures technical and decorative solutions.,1,,,Active,1931-01-01,year,https://www.finsa.com,https://www.linkedin.com/company/finsa/,"Building Material, Manufacturing, Wood Processing","Manufacturing, Real Estate",,,1001-5000,,For Profit,,Private,"24,876"
University of Wales Trinity Saint David,https://www.crunchbase.com/organization/university-of-wales-trinity-saint-david,,1,,"Bridgend, Bridgend, United Kingdom","Europe, Middle East, and Africa (EMEA)",UWTSD is the oldest Royal Chartered University in Wales and is proud to have as its Patron His Royal Highness.,1,,,Active,1822-01-01,day,https://uwtsd.ac.uk,https://www.linkedin.com/school/uwtsd/,"Education, Higher Education",Education,,,1001-5000,,,,Private,"26,359"
Mymuesli,https://www.crunchbase.com/organization/mymuesli,,1,,"Passau, Bayern, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)",Mymuesli is a producer and distributor of breakfast cereals.,1,,,Active,2007-01-01,year,https://www.mymuesli.com/,https://www.linkedin.com/company/mymuesli/,"Delivery, E-Commerce, Food and Beverage, Organic Food, Retail","Administrative Services, Commerce and Shopping, Food and Beverage",3,"Hubertus Bessau, Max Wittrock, Philipp Kraiss",501-1000,,For Profit,,Private,"26,365"
Sirma Group Holding,https://www.crunchbase.com/organization/sirma-group-holding-jsc,,1,,"Sofia, Grad Sofiya, Bulgaria","European Union (EU), Europe, Middle East, and Africa (EMEA)","Software development, Business and IT consulting, Professional IT services",1,,1,Active,1992-04-24,day,https://sirma.com,https://www.linkedin.com/company/sirma-group-holding-jsc,"FinTech, Health Care, Hospitality, Information Technology, InsurTech, Logistics, Manufacturing, Software","Financial Services, Health Care, Information Technology, Manufacturing, Software, Transportation, Travel and Tourism",2,"Georgi Marinov, Tsvetan Alexiev",501-1000,,For Profit,Made Acquisitions,Private,"29,951"
ESSEC Business School,https://www.crunchbase.com/organization/essec-business-school,,1,,"Cergy, Ile-de-France, France","European Union (EU), Europe, Middle East, and Africa (EMEA)",ESSEC offers a wide range of academic and executive programs to those looking to pursue learning experience.,1,,,Active,1907-01-01,year,http://www.essec.edu,http://www.linkedin.com/company/essec-business-school,"Charter Schools, Education, Higher Education",Education,,,501-1000,,,,Private,"30,130"
TLT,https://www.crunchbase.com/organization/tlt,,1,,"Bristol, Bristol, City of, United Kingdom","Europe, Middle East, and Africa (EMEA)","TLT is built around the needs of clients, delivering expert legal advice innovatively, efficiently and cost-effectively.",1,,,Active,2000-01-01,year,https://www.tltsolicitors.com/,https://www.linkedin.com/company/tlt,"Consulting, Legal",Professional Services,,,1001-5000,,For Profit,Made Acquisitions,Private,"30,488"
TOUS,https://www.crunchbase.com/organization/tous,,1,,"Manresa, Catalonia, Spain","European Union (EU), Europe, Middle East, and Africa (EMEA)",Tous is one of the world's most distinctive jewelry and accessory brands. Each individual piece is the direct result of the brands devotion.,1,,,Active,1920-01-01,year,http://www.tous.com,http://www.linkedin.com/company/tous,"Jewelry, Retail","Commerce and Shopping, Consumer Goods",2,"Salvador Blavi, Teresa Mas",1001-5000,,For Profit,,Private,"31,461"
Koejans Capital,https://www.crunchbase.com/organization/koejans-capital,Family Investment Office,1,,"Rijssen, Overijssel, The Netherlands","European Union (EU), Europe, Middle East, and Africa (EMEA)",Koejans Capital is an Investment Company.,1,,,Active,,,http://www.koejans.com,https://www.linkedin.com/company/koejanscapital,Financial Services,Financial Services,,,1-10,,,,Private,"32,282"
Mamba,https://www.crunchbase.com/organization/mamba,,1,,"Moscow, Moscow City, Russian Federation","Europe, Middle East, and Africa (EMEA)",#1 Russian online dating service,1,,1,Active,2004-01-01,year,http://mamba.ru,https://www.linkedin.com/company/mamba,"Dating, Social Media","Community and Lifestyle, Internet Services, Media and Entertainment",,,51-100,,For Profit,Made Acquisitions,Private,"32,955"
