Organization/Person Name,Organization/Person Name URL,Investor Type,Number of Investments,Number of Exits,Location,Regions,Description,Number of Portfolio Organizations,Number of Exits (IPO),Number of Lead Investments,Operating Status,Founded Date,Founded Date Precision,Website,LinkedIn,Industries,Industry Groups,Number of Founders,Founders,Number of Employees,Investment Stage,Company Type,Acquisition Status,IPO Status,CB Rank (Investor)
PVcase,https://www.crunchbase.com/organization/pvcase,,1,,"Vilnius, Vilniaus Apskritis, Lithuania","European Union (EU), Europe, Middle East, and Africa (EMEA)","One end-to-end platform for site selection, design, and yield optimization, trusted by 1,500 customers in 75+ countries.",1,,,Active,2017-09-01,month,https://pvcase.com,https://www.linkedin.com/company/pvcase,"B2B, Energy, Renewable Energy, SaaS, Solar","Energy, Natural Resources, Other, Software, Sustainability",2,"Adam Pazarauskas, David Trainavicius",251-500,,For Profit,Made Acquisitions,Private,"1,326"
Talent Garden,https://www.crunchbase.com/organization/talent-garden,,1,,"Milan, Lombardia, Italy","European Union (EU), Europe, Middle East, and Africa (EMEA)",Your Digital Skills Academy,1,,,Active,2011-12-01,day,https://talentgarden.com,http://www.linkedin.com/company/talent-garden,"Collaboration, Communities, Corporate Training, Coworking, Education, Events, Professional Networking","Community and Lifestyle, Education, Events, Media and Entertainment, Other, Professional Services, Real Estate",11,"Alessandro Rimassa, Davide Dattoli, Fabio Sferruzzi, Francesco Lato, Gianfausto Ferrari, Marco Franciosa, Marco Santonocito, Matteo Gallo, Matteo Penzo, Paolo Ganis, Rasa Strumskyte",101-250,,For Profit,Made Acquisitions,Private,"2,219"
Floating Point Group,https://www.crunchbase.com/organization/floating-point-group,,1,,"Singapore, Central Region, Singapore","Asia-Pacific (APAC), Association of Southeast Asian Nations (ASEAN), Southeast Asia",Floating Point Group is drastically simplifying the operations for investors to deploy cryptocurrency strategies at meaningful scale.,1,,,Active,2018-01-01,year,http://floating.group/,https://www.linkedin.com/company/floating-point-group/,"Financial Services, FinTech",Financial Services,3,"John Peurifoy, Kevin March, Van Phu",11-50,,For Profit,,Private,"7,068"
SMARTCAP,https://www.crunchbase.com/organization/the-smartcap-group,Private Equity Firm,1,,"Redmond, Washington, United States","Greater Seattle Area, West Coast, Western US",SMARTCAP is a direct real estate investment firm that manages commercial real estate investments focusing on value-added retail centers.,1,,,Active,2014-01-01,year,https://www.smartcapgroup.com/,https://www.linkedin.com/company/the-smartcap-group/,"Commercial Real Estate, Real Estate, Real Estate Investment","Financial Services, Real Estate",2,"Joe Ollis, Tim Shoultz",51-100,Private Equity,,,Private,"13,729"
MulticoreWare,https://www.crunchbase.com/organization/multicoreware,,1,,"Saratoga, California, United States","San Francisco Bay Area, Silicon Valley, West Coast","A software solutions company, providing developer tools and professional services focusing on accelerating compute-intensive applications. ",1,,,Active,2009-01-01,year,https://multicorewareinc.com/,https://www.linkedin.com/company/multicoreware-inc/,"Computer, Software","Consumer Electronics, Hardware, Software",1,Curtis Davis,251-500,,For Profit,,Private,"16,400"
Pupil Labs,https://www.crunchbase.com/organization/pupil-labs,,1,,"Berlin, Berlin, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)",Add eye tracking superpowers to your research and applications with Pupil Labs deep learning powered eye tracking technology,1,,,Active,2014-01-01,year,https://pupil-labs.com/,https://www.linkedin.com/company/pupil-labs,"Augmented Reality, Industrial Manufacturing, Market Research, Medical Device, Sports","Data and Analytics, Design, Hardware, Health Care, Manufacturing, Software, Sports",2,"Moritz Kassner, Will Patera",11-50,,For Profit,,Private,"22,891"
Deutsche Startups,https://www.crunchbase.com/organization/deutsche-startups,,1,,"Berlin, Berlin, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)",Deutsche Startups supplies information and news on the German internet startup scene on a daily basis.,1,,,Active,2007-01-01,year,http://www.deutsche-startups.de,https://www.linkedin.com/showcase/deutschestartups/,"News, Online Portals, Publishing","Content and Publishing, Internet Services, Media and Entertainment",2,"Emilio Bustamante, Stefan Vosskoetter",1-10,,For Profit,,Private,"27,523"
Cyfrin,https://www.crunchbase.com/organization/cyfrin,,1,,"Boston, Massachusetts, United States","Greater Boston Area, East Coast, New England",Cyfrin offers smart contract security auditing and educational resources for blockchain developers.,1,,,Active,2023-01-01,year,https://www.cyfrin.io,http://www.linkedin.com/company/cyfrin,"Blockchain, Cyber Security, Network Security, Web3","Blockchain and Cryptocurrency, Information Technology, Internet Services, Other, Privacy and Security",1,Alex Roan,11-50,,For Profit,,Private,"28,222"
Advanzia Bank,https://www.crunchbase.com/organization/advanzia,,1,,"Münsbach, Luxembourg, Luxembourg","European Union (EU), Europe, Middle East, and Africa (EMEA)",Advanzia Bank is a Luxembourg-based bank providing compelling products to individuals and partners across Europe.,1,,,Active,2005-01-01,year,https://www.advanzia.com/,https://lu.linkedin.com/company/advanzia-bank-s-a-,"Banking, FinTech","Financial Services, Lending and Investments",1,Eirik Holtedahl,101-250,,For Profit,,Private,"32,135"
Teklas Ventures,https://www.crunchbase.com/organization/teklas-ventures,Family Investment Office,1,,"Luxembourg, Luxembourg, Luxembourg","European Union (EU), Europe, Middle East, and Africa (EMEA)",Teklas Ventures is a corporate venture arm.,1,,,Active,2021-01-01,year,https://teklasventures.com,https://www.linkedin.com/company/teklas-ventures,Venture Capital,"Financial Services, Lending and Investments",,,1-10,"Early Stage Venture, Seed",,,Private,"34,460"
