Organization/Person Name,Organization/Person Name URL,Investor Type,Number of Investments,Number of Exits,Location,Regions,Description,Number of Portfolio Organizations,Number of Exits (IPO),Number of Lead Investments,Operating Status,Founded Date,Founded Date Precision,Website,LinkedIn,Industries,Industry Groups,Number of Founders,Founders,Number of Employees,Investment Stage,Company Type,Acquisition Status,IPO Status,CB Rank (Investor)
onafriq,https://www.crunchbase.com/organization/onafriq,,7,,"Johannesburg, NA - South Africa, South Africa","Europe, Middle East, and Africa (EMEA)","onafriq is a digital payment company that offers mobile financial solutions for senders, money users, and service providers.",5,,2,Active,2009-06-01,month,http://mfsafrica.com,https://www.linkedin.com/company/mfs-africa,"Financial Services, FinTech, Mobile Payments, Payments","Financial Services, Mobile, Payments, Software",1,Dare Okoudjou,501-1000,,For Profit,Made Acquisitions,Private,574
Playtika,https://www.crunchbase.com/organization/playtika,,7,,"Herzliya, Tel Aviv, Israel","Europe, Middle East, and Africa (EMEA), Middle East, Middle East and North Africa (MENA)",Playtika is a game developer that creates disruptive gaming to reshape the gaming landscape.,6,,5,Active,2010-01-01,year,http://www.playtika.com,https://www.linkedin.com/company/playtika,"Digital Entertainment, Gaming, Mobile Apps, Online Games","Apps, Gaming, Media and Entertainment, Mobile, Software",1,Robert Antokol,1001-5000,,For Profit,"Made Acquisitions, Was Acquired",Public,674
Bio-Rad Laboratories,https://www.crunchbase.com/organization/bio-rad-laboratories,,7,2,"Hercules, California, United States","San Francisco Bay Area, West Coast, Western US",Bio-Rad Laboratories has played a leading role in the advancement of scientific discovery for over 50 years by providing a broad range of,6,2,5,Active,1952-01-01,year,http://www.bio-rad.com/,https://www.linkedin.com/company/bio-rad?trk=top_nav_home,"Biotechnology, Health Care, Health Diagnostics","Biotechnology, Health Care, Science and Engineering",2,"Alice Schwartz, David Schwartz",5001-10000,,For Profit,Made Acquisitions,Public,"2,748"
Nedbank Corporate and Investment Banking,https://www.crunchbase.com/organization/nedbank-corporate-and-investment-banking,Investment Bank,7,,"Sandown, NA - South Africa, South Africa","Europe, Middle East, and Africa (EMEA)",Nedbank Corporate and Investment Banking is offers corporate and investment banking and global-market services to diverse clients.,4,,4,Active,1888-01-01,year,https://www.nedbank.co.za/content/nedbank/desktop/gt/en/corporates.html,https://www.linkedin.com/company/nedbankcib/,,,,,,"Debt, Early Stage Venture, Seed, Venture",,,Private,"2,939"
Bitfury Group,https://www.crunchbase.com/organization/bitfury,,7,1,"Amsterdam, Noord-Holland, The Netherlands","European Union (EU), Europe, Middle East, and Africa (EMEA)",Bitfury is the leading full service bitcoin and blockchain technology company.,6,1,4,Active,2011-01-01,year,http://www.bitfury.com,http://www.linkedin.com/company/bitfury,"Bitcoin, Blockchain, Data Center, FinTech, Hardware, Information Services, Information Technology, Mining, Mining Technology","Blockchain and Cryptocurrency, Financial Services, Hardware, Information Technology, Natural Resources, Other, Payments, Software",2,"Valery Nebesny, Valery Vavilov",501-1000,,For Profit,,Private,"3,706"
Stacks,https://www.crunchbase.com/organization/stacks,Venture Capital,7,,"Anaheim, California, United States","Greater Los Angeles Area, West Coast, Western US","Stacks is an app development company which builds bitcoin app, smart contracts, and digital assets.",7,,2,Active,2013-01-01,year,https://www.stacks.co/,https://www.linkedin.com/company/blockstack-labs/,"Apps, Blockchain, Developer Platform, Internet, Open Source, Smart Contracts, Trading Platform","Apps, Blockchain and Cryptocurrency, Financial Services, Internet Services, Lending and Investments, Other, Software",2,"Muneeb Ali, Ryan Shea",11-50,,For Profit,,Private,"4,417"
SistaFund,https://www.crunchbase.com/organization/sistafund,Venture Capital,7,,"Paris, Ile-de-France, France","European Union (EU), Europe, Middle East, and Africa (EMEA)",SistaFund will invest the money into early-stage startups with at least one woman cofounder.,6,,1,Active,2022-01-01,year,https://sistafund.eu,https://www.linkedin.com/company/sistafund,,,1,Tatiana Jama,1-10,"Early Stage Venture, Seed",,,Private,"5,474"
Wendel,https://www.crunchbase.com/organization/wendel,Venture Capital,7,2,"Paris, Ile-de-France, France","European Union (EU), Europe, Middle East, and Africa (EMEA)",Wendel is a family office investment firm that seeks to make growth-stage investments in various sectors.,7,,3,Active,1704-01-01,year,http://www.wendelgroup.com/,https://www.linkedin.com/company/wendel-investissement,"Asset Management, Financial Services, Impact Investing","Financial Services, Lending and Investments",2,"Antoine Izsak, Jérôme Michiels",10001+,,,Made Acquisitions,Public,"6,438"
University of Edinburgh,https://www.crunchbase.com/organization/the-university-of-edinburgh,University Program,7,,"Edinburgh, Edinburgh, City of, United Kingdom","Europe, Middle East, and Africa (EMEA)",Founded in 1583. It is one of Scotland's oldest universities and a world top 20 university,7,,,Active,1583-01-01,year,http://www.ed.ac.uk,https://www.linkedin.com/company/university-of-edinburgh,"Education, Universities","Education, Other",1,Tom Tyler,10001+,,,,Private,"6,605"
World Wildlife Fund,https://www.crunchbase.com/organization/world-wildlife-fund,,7,,"Washington, District of Columbia, United States","Washington DC Metro Area, Southern US",WWF's mission is to conserve nature and reduce the most pressing threats to the diversity of life on Earth.,4,,2,Active,1991-01-01,year,http://www.worldwildlife.org/,http://www.linkedin.com/company/166973,"Communities, Non Profit, Wildlife Conservation","Community and Lifestyle, Other, Social Impact, Sustainability",2,"Jeanne Stampe, Prince Philip",501-1000,,Non-profit,,Private,"6,771"
