Organization/Person Name,Organization/Person Name URL,Investor Type,Number of Investments,Number of Exits,Location,Regions,Description,Number of Portfolio Organizations,Number of Exits (IPO),Number of Lead Investments,Operating Status,Founded Date,Founded Date Precision,Website,LinkedIn,Industries,Industry Groups,Number of Founders,Founders,Number of Employees,Investment Stage,Company Type,Acquisition Status,IPO Status,CB Rank (Investor)
Innospark Ventures,https://www.crunchbase.com/organization/innospark-ventures,Venture Capital,54,4,"Boston, Massachusetts, United States","Greater Boston Area, East Coast, New England","Innospark Ventures is a new breed of early-stage venture capital firm, investing in impact-driven AI startups in Boston/New England.",42,,18,Active,2018-09-01,month,https://innospark.vc,https://www.linkedin.com/company/innosparkventures/,"Artificial Intelligence (AI), B2B, Cyber Security, Education, Information Technology, Life Science, Machine Learning","Artificial Intelligence (AI), Biotechnology, Data and Analytics, Education, Information Technology, Other, Privacy and Security, Science and Engineering, Software",,,1-10,"Early Stage Venture, Seed, Venture",,,Private,"1,532"
Endeavor,https://www.crunchbase.com/organization/endeavor,"Entrepreneurship Program, Venture Capital",54,2,"New York, New York, United States","Greater New York Area, East Coast, Northeastern US","Endeavor supports high-impact entrepreneurs around the world. Endeavor Catalyst is the rules-based, co-investment fund of Endeavor.",54,1,13,Active,1997-01-01,year,http://www.endeavor.org,https://www.linkedin.com/company/endeavorglobal/,"FinTech, Non Profit, Venture Capital","Financial Services, Lending and Investments, Other, Social Impact",3,"Linda Rottenberg, Peter Kellner, Vassil Terziev",251-500,,Non-profit,,Private,"1,928"
SHIFT Invest,https://www.crunchbase.com/organization/shift-invest,Venture Capital,54,2,"Amstelveen, Noord-Holland, The Netherlands","European Union (EU), Europe, Middle East, and Africa (EMEA)",SHIFT Invest is a Dutch venture capital fund that invests in early stage environmental impact startups,40,,21,Active,2009-01-01,year,http://www.shiftinvest.com/,https://www.linkedin.com/company/shift-invest,"Finance, Financial Services, Venture Capital","Financial Services, Lending and Investments",1,Sheila Struyck,11-50,"Early Stage Venture, Seed, Venture",,,Private,"2,294"
dao5,https://www.crunchbase.com/organization/dao-5,Venture Capital,54,,"Virgin, Utah, United States",Western US,An experimental cryptocurrency investment fund that will convert into a decentralized autonomous organization.,47,,8,Active,2022-01-01,year,https://www.dao5.com,https://www.linkedin.com/company/dao5,Venture Capital,"Financial Services, Lending and Investments",1,Tekin Salimi,1-10,,,,Private,"3,456"
Rubio Impact Ventures,https://www.crunchbase.com/organization/rubio-impact-ventures-nl,Venture Capital,54,3,"Amsterdam, Noord-Holland, The Netherlands","European Union (EU), Europe, Middle East, and Africa (EMEA)",Rubio Impact Ventures is a venture fund focused on early and growth stage enterprises with a positive impact on society and the environment.,42,,18,Active,2014-01-01,year,https://www.rubio.vc,https://www.linkedin.com/company/3960318,,,2,"Machtelt Groothuis, Willemijn Verloop",11-50,"Early Stage Venture, Seed",,,Private,"3,882"
Graduate Entrepreneur Fund,https://www.crunchbase.com/organization/graduate-entrepreneur-fund,"Entrepreneurship Program, Venture Capital",54,,"Rotterdam, Zuid-Holland, The Netherlands","European Union (EU), Europe, Middle East, and Africa (EMEA)","We invest from €75K to €2M in founders who have studied at the universities of Delft or Rotterdam at the pre-seed, seed and series A stage.",47,,17,Active,2021-04-08,day,https://www.graduate.nl/,https://www.linkedin.com/company/graduate-entrepreneur,,,,,11-50,"Convertible Note, Early Stage Venture, Seed, Venture",,,Private,"4,947"
Axel Springer,https://www.crunchbase.com/organization/axel-springer,,54,15,"Berlin, Berlin, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)","Axel Springer is a media company engaged in publishing newspapers, magazines, and digital sales channels.",47,2,14,Active,1946-01-01,year,https://www.axelspringer.com,https://www.linkedin.com/company/axel-springer-se,"Advertising, Digital Media, Marketing, News, Publishing, Software","Advertising, Content and Publishing, Media and Entertainment, Sales and Marketing, Software",1,Axel Springer,10001+,,For Profit,Made Acquisitions,Delisted,"6,467"
SpeedUp Venture Capital Group,https://www.crunchbase.com/organization/speedup-venture-capital-group,Venture Capital,54,6,"Poznan, Wielkopolskie, Poland","European Union (EU), Europe, Middle East, and Africa (EMEA)","We're a leading group of venture capital funds, investing in people who develop new technologies.",51,,12,Active,2009-09-01,month,http://speedupgroup.com,http://www.linkedin.com/company/speedup-group,"Artificial Intelligence (AI), Energy Storage, Finance, Financial Services, Medical, Medical Device, Renewable Energy, Venture Capital","Artificial Intelligence (AI), Data and Analytics, Energy, Financial Services, Health Care, Lending and Investments, Science and Engineering, Software, Sustainability",4,"Arkadiusz Piechocki, Bartlomiej Gola, Michal Lehmann, Rene Xavier Gerard",11-50,"Early Stage Venture, Seed",,,Private,"9,078"
Ryze Labs,https://www.crunchbase.com/organization/ryze-labs,Venture Capital,54,1,"Georgetown, Kentucky, United States",Southern US,Ryze Labs is a venture capital firm.,48,,8,Active,2015-01-01,day,http://www.ryzelabs.io,https://www.linkedin.com/company/ryzelabs/,"Finance, Financial Services, FinTech",Financial Services,1,Matthew Graham,11-50,"Early Stage Venture, Initial Coin Offering, Late Stage Venture, Seed, Venture",,,Private,"17,138"
Green Angel Ventures,https://www.crunchbase.com/organization/green-angel-syndicate,Angel Group,54,2,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)",We invest in the businesses with the solutions to beat climate change.,37,,24,Active,2013-01-01,year,http://www.greenangelsyndicate.com/,https://www.linkedin.com/company/green-angel-syndicate/,"Angel Investment, Information Technology, Venture Capital","Financial Services, Information Technology, Lending and Investments",1,Simon Acland,11-50,"Early Stage Venture, Seed",,,Private,"19,799"
