Transaction Name,Transaction Name URL,Organization Name,Organization Name URL,Funding Type,Organization Location,Announced Date,Money Raised,Money Raised Currency,Money Raised (in USD),Funding Stage,Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation (in USD),Equity Only Funding,Organization Description,Organization Industries,Diversity Spotlight,Organization Website,Organization Revenue Range,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Funding Status,Number of Funding Rounds,Lead Investors,Investor Names,Number of Partner Investors,Number of Investors,CB Rank (Funding Round)
Venture Round - Zeotap,https://www.crunchbase.com/funding_round/zeotap-series-unknown--2962af50,Zeotap,https://www.crunchbase.com/organization/zeotap,Venture - Series Unknown,"Berlin, Berlin, Germany, Europe",2024-11-20,25000000,USD,25000000,,,,,Yes,Zeotap’s mission is to help brands monetise customer data in a privacy-first Europe.,"Analytics, Digital Marketing, Marketing, SaaS",,http://www.zeotap.com,$1M to $10M,117215781,USD,117215781,,10,,"Salica, SignalFire",,2,"10,054"
Series B - Yepoda,https://www.crunchbase.com/funding_round/yepoda-series-b--ab85dd92,Yepoda,https://www.crunchbase.com/organization/yepoda,Series B,"Berlin, Berlin, Germany, Europe",2025-03-20,,,,Early Stage Venture,,,,Yes,Yepoda is an online seller of skincare products.,"Beauty, Cosmetics, E-Commerce",,https://www.yepoda.com,$1M to $10M,1500000,EUR,1697858,Early Stage Venture,4,Verlinvest,"JamJar Investments, V3 ventures, Verlinvest",1,3,"1,749"
Series A - Yepoda,https://www.crunchbase.com/funding_round/yepoda-series-a--b6b62202,Yepoda,https://www.crunchbase.com/organization/yepoda,Series A,"Berlin, Berlin, Germany, Europe",2023-11-20,,,,Early Stage Venture,,,,Yes,Yepoda is an online seller of skincare products.,"Beauty, Cosmetics, E-Commerce",,https://www.yepoda.com,$1M to $10M,1500000,EUR,1697858,Early Stage Venture,4,JamJar Investments,"Chris Good, JamJar Investments, Slingshot Ventures, V3 ventures",,4,"52,956"
Series A - xolo,https://www.crunchbase.com/funding_round/xolo-57c2-series-a--6bd8d5f8,xolo,https://www.crunchbase.com/organization/xolo-57c2,Series A,"Berlin, Berlin, Germany, Europe",2023-02-20,8000000,EUR,8546041,Early Stage Venture,,,,Yes,Xolo is a 3D printing firm that offers a volumetric printing solution to various industries.,"3D Printing, Manufacturing, Printing",,https://www.xolo3d.com/index.html,$1M to $10M,8000000,EUR,8546041,Early Stage Venture,2,,"DeepTech & Climate Fonds, Frank Carsten Herzog, HZG Group, Kerstin Herzog, Onsight Ventures",2,5,"88,097"
Series C - World,https://www.crunchbase.com/funding_round/worldcoin-series-c--3902132f,World,https://www.crunchbase.com/organization/worldcoin,Series C,"Berlin, Berlin, Germany, Europe",2023-05-25,115000000,USD,115000000,Late Stage Venture,,,,Yes,World connects users through a privacy-focused network with secure digital asset management.,"Blockchain, Cryptocurrency, Finance, FinTech, Internet, Privacy",,https://world.org,$10M to $50M,244000000,USD,244000000,Late Stage Venture,4,Blockchain Capital,"a16z crypto, Bain Capital Crypto, Blockchain Capital, Distributed Global, G42",1,5,"54,559"
Venture Round - Wirelane,https://www.crunchbase.com/funding_round/wirelane-series-unknown--cdc48d1a,Wirelane,https://www.crunchbase.com/organization/wirelane,Venture - Series Unknown,"Munich, Bayern, Germany, Europe",2023-08-22,11000000,EUR,11931155,,,,,Yes,Wirelane is a full service provider in the field of electric mobility.,"Charging Infrastructure, Electric Vehicle, Hospitality, Information Technology",,https://www.wirelane.com,$1M to $10M,41000000,EUR,46080124,,6,,"ABACON CAPITAL, DC Ventures, High-Tech Gruenderfonds, Kalexogy",,4,"230,010"
Series D - wefox,https://www.crunchbase.com/funding_round/wefox-series-d--ac9e1fe6,wefox,https://www.crunchbase.com/organization/wefox,Series D,"Berlin, Berlin, Germany, Europe",2023-05-17,55000000,USD,55000000,Late Stage Venture,4445000000,USD,4445000000,Yes,"Wefox is an insurtech platform that connects insurance companies, brokers, businesses, and customers to deliver digital insurance solutions.","Financial Services, FinTech, Insurance, InsurTech, Internet",,https://www.wefox.com,$100M to $500M,1510346877,USD,1510346877,Late Stage Venture,11,Squarepoint Capital,Squarepoint Capital,,1,"266,552"
Series B - watttron,https://www.crunchbase.com/funding_round/watttron-gmbh-series-b--08e97a80,watttron,https://www.crunchbase.com/organization/watttron-gmbh,Series B,"Freital, Sachsen, Germany, Europe",2024-03-27,12000000,EUR,12975119,Early Stage Venture,,,,Yes,Watttron has invented a revolutionary heating system that can heat up surfaces heterogenously.,"Computer, Electronics, Innovation Management",,http://www.watttron.com,$1M to $10M,15000004,EUR,16224919,Early Stage Venture,4,"Circular Innovation Fund, European Circular Bioeconomy Fund","Circular Innovation Fund, CNB Capital, European Circular Bioeconomy Fund, Rico Kleinhempel,, SKion, TGFS - Technologiegründerfonds Sachsen",3,6,"13,133"
Venture Round - Vytal,https://www.crunchbase.com/funding_round/vytal-series-unknown--412a0f2e,Vytal,https://www.crunchbase.com/organization/vytal,Venture - Series Unknown,"Cologne, Nordrhein-Westfalen, Germany, Europe",2025-03-11,14200000,EUR,15517243,,,,,Yes,Vytal is a provider of software-enabled reusable packaging solutions to eliminate single-use packaging waste.,"Food and Beverage, Recycling, Snack Food, Sustainability, Waste Management",,https://www.vytal.org,$1M to $10M,34587498,USD,34587498,,5,Inven Capital,"Chi Impact Capital, Emerald Technology Ventures, Grazia Equity, Inven Capital, Kiko Ventures, NRW.BANK, Rubio Impact Ventures",2,7,"3,661"
Venture Round - Vytal,https://www.crunchbase.com/funding_round/vytal-series-unknown--a51be292,Vytal,https://www.crunchbase.com/organization/vytal,Venture - Series Unknown,"Cologne, Nordrhein-Westfalen, Germany, Europe",2024-06-28,6200000,EUR,6646506,,,,,Yes,Vytal is a provider of software-enabled reusable packaging solutions to eliminate single-use packaging waste.,"Food and Beverage, Recycling, Snack Food, Sustainability, Waste Management",,https://www.vytal.org,$1M to $10M,34587498,USD,34587498,,5,Emerald Technology Ventures,"Chi Impact Capital, Emerald Technology Ventures, Grazia Equity, Kiko Ventures, Rubio Impact Ventures, VENTIS CAPITAL",2,6,"117,477"
Series A - volytica diagnostics,https://www.crunchbase.com/funding_round/volytica-diagnostics-gmbh-series-a--0a6645dd,volytica diagnostics,https://www.crunchbase.com/organization/volytica-diagnostics-gmbh,Series A,"Dresden, Sachsen, Germany, Europe",2023-09-07,5500000,EUR,5884033,Early Stage Venture,,,,Yes,Volytica is a provider of battery management solutions for electric vehicles.,"Automotive, Battery, Electric Vehicle, Manufacturing",,https://www.volytica.com/,$1M to $10M,5500000,EUR,5884033,Early Stage Venture,3,"EnBW New Ventures, SHIFT Invest","Atlantic Labs, EnBW New Ventures, FTTF, SHIFT Invest, TGFS - Technologiegründerfonds Sachsen, TN Ventures",2,6,"79,178"
Series A - Voltfang,https://www.crunchbase.com/funding_round/voltfang-series-a--4b7dc986,Voltfang,https://www.crunchbase.com/organization/voltfang,Series A,"Aachen, Nordrhein-Westfalen, Germany, Europe",2024-10-04,8000000,EUR,8784403,Early Stage Venture,,,,Yes,Voltfang develops home storage solutions for private houses using recycled traction batteries.,"Battery, Energy Storage, Renewable Energy",,https://voltfang.de/,$10M to $50M,14050000,EUR,15458191,Early Stage Venture,7,FORWARD.one,"AENU, Aurum Impact, Daphni, FORWARD.one, Helen Ventures, Interzero, Maximilian Viessmann, PT1",4,8,"9,313"
Series E - Volocopter,https://www.crunchbase.com/funding_round/volocopter-series-e--1eeeb300,Volocopter,https://www.crunchbase.com/organization/volocopter,Series E,"Bruchsal, Baden-Wurttemberg, Germany, Europe",2023-03-04,170000000,USD,170000000,Late Stage Venture,1700000000,USD,1700000000,Yes,"Volocopter pioneers safe, quiet, and sustainable all-electric aircraft solutions.","Aerospace, Air Transportation, Electric Vehicle, Transportation",,https://volocopter.com,$10M to $50M,544370553,USD,544370553,,7,NEOM,"b2venture, Gly Capital Management, Honeywell Ventures, Microsoft, Moog, Mundys, NEOM, Sekisui Chemical Company, SITA, Sumitomo, Whysol Investments",,11,"83,013"
Venture Round - Virtonomy,https://www.crunchbase.com/funding_round/virtonomy-gmbh-series-unknown--0044d4c7,Virtonomy,https://www.crunchbase.com/organization/virtonomy-gmbh,Venture - Series Unknown,"Munich, Bayern, Germany, Europe",2023-04-12,3500000,EUR,3849089,,,,,Yes,"Virtonomy's advanced digital patients twin solution, powered by AI and multi-physics simulations, is reshaping the medical device industry","Biotechnology, Health Care, Medical",,https://virtonomy.io,$1M to $10M,3500000,EUR,3849089,,3,Accenture Ventures,"Accenture Ventures, Ali Ciger, Bayern Kapital, DvH Ventures, Honeystone Ventures, N&V Capital, Pace Ventures, Springboard Health Angels",3,8,"67,584"
Series A - vilisto GmbH,https://www.crunchbase.com/funding_round/vilisto-gmbh-series-a--bec8580c,vilisto GmbH,https://www.crunchbase.com/organization/vilisto-gmbh,Series A,"Hamburg, Hamburg, Germany, Europe",2023-07-09,5000000,EUR,5484747,Early Stage Venture,,,,Yes,vilisto: The AI Solution to Europe’s Office Energy Consumption Problem,"Analytics, Artificial Intelligence (AI), Commercial Real Estate, Energy, Energy Efficiency, Facility Management, Hardware, Internet of Things, Smart Building, Software",,http://www.vilisto.de,$10M to $50M,5000000,EUR,5484747,Early Stage Venture,3,SET Ventures,"E.R. Capital Holdings, SET Ventures",2,2,"251,076"
Venture Round - vialytics,https://www.crunchbase.com/funding_round/vialytics-series-unknown--5461574a,vialytics,https://www.crunchbase.com/organization/vialytics,Venture - Series Unknown,"Stuttgart, Baden-Wurttemberg, Germany, Europe",2024-12-18,8000000,EUR,8280082,,,,,Yes,"vialytics' mission is to digitize road management in cities, municipalities and counties","Big Data, Government, GovTech, SaaS, Software",,http://www.vialytics.de,$1M to $10M,18280082,USD,18280082,,6,Acton Capital,"Acton Capital, EnBW New Ventures, Scania Growth Capital, Statkraft Ventures",1,4,"47,119"
Series A - vialytics,https://www.crunchbase.com/funding_round/vialytics-series-a--6486a70d,vialytics,https://www.crunchbase.com/organization/vialytics,Series A,"Stuttgart, Baden-Wurttemberg, Germany, Europe",2023-01-17,10000000,USD,10000000,Early Stage Venture,,,,Yes,"vialytics' mission is to digitize road management in cities, municipalities and counties","Big Data, Government, GovTech, SaaS, Software",,http://www.vialytics.de,$1M to $10M,18280082,USD,18280082,,6,"Scania Growth Capital, Volkswagen Group","EnBW New Ventures, Scania Growth Capital, Statkraft Ventures, Volkswagen Group",2,4,"231,525"
Venture Round - Vemcon,https://www.crunchbase.com/funding_round/vemcon-gmbh-series-unknown--a3147453,Vemcon,https://www.crunchbase.com/organization/vemcon-gmbh,Venture - Series Unknown,"Garching Bei München, Bayern, Germany, Europe",2023-05-25,6000000,EUR,6435352,,,,,Yes,Vemcon is a rethinks machine control.,"Artificial Intelligence (AI), Commercial, Construction, Machine Learning, Robotics, Software",,https://www.vemcon.de,$1M to $10M,6000000,EUR,6435352,,3,DeepTech & Climate Fonds,DeepTech & Climate Fonds,,1,"289,246"
Series A - Vectoflow,https://www.crunchbase.com/funding_round/vectoflow-series-a--bd14be84,Vectoflow,https://www.crunchbase.com/organization/vectoflow,Series A,"Gilching, Bayern, Germany, Europe",2023-12-15,4000000,EUR,4363402,Early Stage Venture,,,,Yes,"Vectoflow designs, builds and calibrates robust and customizable multi-hole and other flow probes for 3D flow-measurement.","Industrial Engineering, Manufacturing, Mechanical Engineering, Test and Measurement",,https://www.vectoflow.de/en/,$1M to $10M,4025000,EUR,4390993,Early Stage Venture,3,,"AM Ventures, argo Vantage, ASTO Group, Bayern Kapital, KfW, Rolf Pfeiffer, Schwarz Group, WN Capital Partners",2,8,"137,624"
Venture Round - Vara,https://www.crunchbase.com/funding_round/vara-series-unknown--357e5ed9,Vara,https://www.crunchbase.com/organization/vara,Venture - Series Unknown,"Berlin, Berlin, Germany, Europe",2024-01-01,8000000,EUR,8829301,,,,,Yes,Vara develops a breast cancer screening platform powered by AI.,"Artificial Intelligence (AI), Health Care, Health Diagnostics, Machine Learning",,https://www.vara.ai/,$1B to $10B,22000000,EUR,24021097,,6,"FJH, IBB Ventures, Smart Family Office","FJH, IBB Ventures, Smart Family Office",1,3,"9,753"
Series A - Vantis,https://www.crunchbase.com/funding_round/vantis-series-a--e29861d1,Vantis,https://www.crunchbase.com/organization/vantis,Series A,"Munich, Bayern, Germany, Europe",2025-03-12,10000000,EUR,10911539,Early Stage Venture,,,,Yes,Vantis is a digital solution for chronic cardiovascular diseases that requires personalized ongoing treatment for decades.,Health Care,,https://www.vantis-health.com/,$1M to $10M,13800000,EUR,15387393,Early Stage Venture,2,Angelini Ventures,"Angelini Ventures, b2venture, Bayern Kapital, Firstminute Capital, Twip Impact Ventures",2,5,"3,298"
Venture Round - Vantik,https://www.crunchbase.com/funding_round/brix-2-series-unknown--48e4aaca,Vantik,https://www.crunchbase.com/organization/brix-2,Venture - Series Unknown,"Berlin, Berlin, Germany, Europe",2023-01-01,,,,,,,,Yes,Vantik is the first mobile retirement account to boost your confidence in your financial future.,"Finance, Financial Exchanges, Financial Services, FinTech, Insurance, Life Insurance",,https://www.vantik.com,$1M to $10M,2250000,EUR,2626916,M&A,4,,Polymath Digital,,1,"479,871"
