Transaction Name,Transaction Name URL,Organization Name,Organization Name URL,Funding Type,Organization Location,Announced Date,Money Raised,Money Raised Currency,Money Raised (in USD),Funding Stage,Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation (in USD),Equity Only Funding,Organization Description,Organization Industries,Diversity Spotlight,Organization Website,Organization Revenue Range,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Funding Status,Number of Funding Rounds,Lead Investors,Investor Names,Number of Partner Investors,Number of Investors,CB Rank (Funding Round)
Seed Round - CyGO Entrepreneurs,https://www.crunchbase.com/funding_round/cygo-entrepreneurs-seed--7d2b71de,CyGO Entrepreneurs,https://www.crunchbase.com/organization/cygo-entrepreneurs,Seed,"Lyon, Rhone-Alpes, France, Europe",2025-01-09,5000000,EUR,5159197,Seed,,,,Yes,CyGO Entrepreneurs empowers European founders to create and scale world-class cybersecurity ventures globally.,"Business Development, Business Intelligence, Consulting, Cyber Security",,https://cygo-entrepreneurs.com/,,5000000,EUR,5159197,Seed,1,,"BNP Paribas Développement, French Tech Acceleration Fund, Malte Pollmann",,3,"16,873"
Seed Round - Step Pharma,https://www.crunchbase.com/funding_round/step-pharma-seed--d2a1a248,Step Pharma,https://www.crunchbase.com/organization/step-pharma,Seed,"Paris, Ile-de-France, France, Europe",2014-07-02,2500000,EUR,3414153,Seed,,,,Yes,Step Pharma is a biotechnology company.,"Biotechnology, Pharmaceutical",,http://www.step-ph.com/,$1M to $10M,52000000,EUR,61784926,Early Stage Venture,3,"Idinvest Partners, Kurma Partners","AGORANOV, Idinvest Partners, Kurma Partners",1,3,"85,331"
Seed Round - SmartKeyword.io,https://www.crunchbase.com/funding_round/smartkeyword-io-seed--5afbc8dd,SmartKeyword.io,https://www.crunchbase.com/organization/smartkeyword-io,Seed,"Paris, Ile-de-France, France, Europe",2021-01-16,,,,Seed,,,,Yes,"SmartKeyword is a tool allowing startups, e-shops and marketplaces to increase online sales thanks to SEO.","E-Commerce, Marketplace, SEO, Software",,https://smartkeyword.io/,Less than $1M,,,,M&A,1,IMT Starter,IMT Starter,,1,"86,134"
Seed Round - Ternoa,https://www.crunchbase.com/funding_round/ternoa-seed--b78d7fcd,Ternoa,https://www.crunchbase.com/organization/ternoa,Seed,"Biarritz, Aquitaine, France, Europe",2018-05-18,,,,Seed,,,,Yes,"Ternoa offers Blockchain technology to transfer data securely, anonymously, and without alienation nor intermediaries.","Apps, Blockchain, Cryptocurrency, Network Security, Non-Fungible Token (NFT), Open Source",,https://www.ternoa.network/,$1M to $10M,7300000,USD,7300000,Seed,3,,LVT Capital,,1,"92,327"
Pre Seed Round - Welcome to the Jungle,https://www.crunchbase.com/funding_round/welcome-to-the-jungle-pre-seed--64c0b236,Welcome to the Jungle,https://www.crunchbase.com/organization/welcome-to-the-jungle,Pre-Seed,"Paris, Ile-de-France, France, Europe",2015-05-01,,,,Seed,,,,Yes,Welcome to the Jungle is a multichannel media and job board company that aims to inspire individuals to thrive in their professional lives.,"Advertising, Digital Media, E-Learning, Human Resources, Recruiting",,https://www.welcometothejungle.com/en,$100M to $500M,87439171,USD,87439171,Late Stage Venture,5,NUMA,NUMA,,1,"95,314"
Seed Round - Trustt,https://www.crunchbase.com/funding_round/trustt-seed--f6710b86,Trustt,https://www.crunchbase.com/organization/trustt,Seed,"Paris, Ile-de-France, France, Europe",2021-02-26,1000000,EUR,1207208,Seed,,,,Yes,Trustt is a SaaS solution that guarantees product success with proprietary communities.,"Real Estate, SaaS, Software",,https://www.trustt.io/,Less than $1M,1000000,EUR,1207208,Seed,1,Tomcat Invest,Tomcat Invest,1,1,"99,494"
Seed Round - Study Work,https://www.crunchbase.com/funding_round/study-work-seed--8d3d1f8d,Study Work,https://www.crunchbase.com/organization/study-work,Seed,"Paris, Ile-de-France, France, Europe",2021-01-16,,,,Seed,,,,Yes,Study work offers professional advice and counseling for young students in building their careers to lead a successful life.,"Advice, Career Planning, Consulting",,http://studywork.fr,,,,,Seed,1,IMT Starter,IMT Starter,,1,"105,082"
Pre Seed Round - Ween,https://www.crunchbase.com/funding_round/ween-pre-seed--72059c19,Ween,https://www.crunchbase.com/organization/ween,Pre-Seed,"Aix-en-provence, Provence-Alpes-Cote d'Azur, France, Europe",2023-05-02,150000,EUR,165159,Seed,,,,Yes,Ween's ambition is to make their living spaces autonomous.,"Artificial Intelligence (AI), Automotive, Energy Efficiency, Internet of Things, Smart Home",,https://www.ween.fr,$1M to $10M,1965159,USD,1965159,Seed,2,Antler,Antler,,1,"112,326"
Seed Round - Doctolib,https://www.crunchbase.com/funding_round/doctolib-seed--8866bfd1,Doctolib,https://www.crunchbase.com/organization/doctolib,Seed,"Paris, Ile-de-France, France, Europe",2014-02-01,1000000,EUR,1348849,Seed,,,,Yes,Doctolib is an online and mobile booking platform that helps users find doctors and make appointments.,"Health Care, Medical, Mobile Apps, Professional Services",,http://www.doctolib.fr,$500M to $1B,815029943,USD,815029943,Late Stage Venture,9,Kerala Ventures,"Antoine Freysz, Bertrand Jelensperger, Kerala Ventures, Olivier Occelli",2,4,"115,276"
Seed Round - Synchronized,https://www.crunchbase.com/funding_round/synchronized-seed--bf5b2f5f,Synchronized,https://www.crunchbase.com/organization/synchronized,Seed,"Sucy-en-brie, Ile-de-France, France, Europe",2016-06-16,405078,EUR,455027,Seed,,,,Yes,"Synchronized is an AI-powered in-video intelligence platform automating editorial tasks for broadcasters, OTT, and studios.","Artificial Intelligence (AI), Media and Entertainment",,http://www.synchronized.tv/,$1M to $10M,3019505,EUR,3362481,,9,,"Carlo Massarini, Christophe Crémer, Nick Gatfield, Serge Vatine",,4,"116,100"
Seed Round - Testamento,https://www.crunchbase.com/funding_round/testamento-seed--2d6fc16e,Testamento,https://www.crunchbase.com/organization/testamento,Seed,"Paris, Ile-de-France, France, Europe",2014-09-01,342000,EUR,449021,Seed,,,,Yes,We believe financial and estate planning should be accessible to everyone,"Consulting, Family, FinTech, Insurance, InsurTech, Software",,https://testamento.io,$1M to $10M,3682000,EUR,4211416,,5,,,,,"116,675"
