Transaction Name,Transaction Name URL,Organization Name,Organization Name URL,Funding Type,Organization Location,Announced Date,Money Raised,Money Raised Currency,Money Raised (in USD),Funding Stage,Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation (in USD),Equity Only Funding,Organization Description,Organization Industries,Diversity Spotlight,Organization Website,Organization Revenue Range,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Funding Status,Number of Funding Rounds,Lead Investors,Investor Names,Number of Partner Investors,Number of Investors,CB Rank (Funding Round)
Seed Round - Alveron Pharma,https://www.crunchbase.com/funding_round/alveron-pharma-seed--78f4b0da,Alveron Pharma,https://www.crunchbase.com/organization/alveron-pharma,Seed,"Nijmegen, Gelderland, The Netherlands, Europe",2024-12-06,5000000,EUR,5287810,Seed,,,,Yes,"Alveron produces drugs such as cyclodextrins, pro-coagualant cyclodextrins with a unique coagulation platform technology.","Biopharma, Biotechnology, Emergency Medicine, Pharmaceutical",,http://www.alveron.com/,$1M to $10M,15400000,EUR,17075199,Seed,4,Broadview Ventures,"Broadview Ventures, OostNL, Sanquin, Thuja Capital, Waterman Ventures",1,5,"8,089"
Seed Round - Cortalix,https://www.crunchbase.com/funding_round/cortalix-seed--7c31ed4c,Cortalix,https://www.crunchbase.com/organization/cortalix,Seed,"Groningen, Groningen, The Netherlands, Europe",2025-03-10,1000000,EUR,1081798,Seed,,,,Yes,"Cortalix is a biotechnological company developing PET-imaging diagnostics, targeted radiotherapeutics, CAR-T immunotherapeutics.",Pharmaceutical,,https://cortalix.com/,,1000000,EUR,1081798,Seed,1,Future Tech Ventures,"Future Tech Ventures, Rabobank",1,2,"9,600"
Seed Round - AquaBattery,https://www.crunchbase.com/funding_round/aquabattery-seed--669fe113,AquaBattery,https://www.crunchbase.com/organization/aquabattery,Seed,"Leiderdorp, Zuid-Holland, The Netherlands, Europe",2024-04-22,6000000,EUR,6392963,Seed,,,,Yes,AquaBattery develops batteries that store electricity using renewable energy technologies for various clients.,"Battery, Energy, Renewable Energy",,http://aquabattery.nl/,$1M to $10M,8263405,EUR,8956836,Seed,2,EIT InnoEnergy,"Bob Sponge, EIT InnoEnergy, Geert Jan Smits, InnovationQuarter, Invest-NL, Remco Hofstede",3,6,"26,439"
Seed Round - IBIS Power,https://www.crunchbase.com/funding_round/ibis-power-seed--28f2f2e6,IBIS Power,https://www.crunchbase.com/organization/ibis-power,Seed,"Eindhoven, Noord-Brabant, The Netherlands, Europe",2024-08-08,600000,EUR,654900,Seed,,,,Yes,PowerNEST provides 6x more rooftop energy integrating wind and solar for medium to high-rise buildings.,"Commercial Real Estate, Construction, Energy, Real Estate, Real Estate Investment, Smart Building",,http://www.ibispower.con/,$1M to $10M,4696380,EUR,5061875,Seed,5,,Urban Impact Ventures,,1,"28,826"
Seed Round - GarageWorks,https://www.crunchbase.com/funding_round/garageworks-seed--8776b6bb,GarageWorks,https://www.crunchbase.com/organization/garageworks,Seed,"Harmelen, Utrecht, The Netherlands, Europe",2022-04-01,1000000,USD,1000000,Seed,,,,Yes,"GarageWorks supplies cabinets, workbenches, floors, and wall systems.","E-Commerce, Furniture, Interior Design, Retail",,http://www.garageworks.nl,Less than $1M,1000000,USD,1000000,Seed,2,,"Abhijeet Kumar, Fred Towfigh, Gaurav Malhotra, Gautham Radhakrishnan, Gowri Narayanan, Hiten Shah, Malpani Ventures, Munendra Singh, Pawan Sharma, Ram Trichur",1,10,"37,563"
Seed Round - IM Efficiency,https://www.crunchbase.com/funding_round/im-efficiency-seed--55b1a17f,IM Efficiency,https://www.crunchbase.com/organization/im-efficiency,Seed,"Helmond, Noord-Brabant, The Netherlands, Europe",2023-05-16,,,,Seed,,,,Yes,IM Efficiency desire to increase productivity in the road freight transport industry.,"Freight Service, Software, Transportation",,https://imefficiency.com,Less than $1M,,,,Seed,1,"BOM, Rockstart","BOM, Rockstart",2,2,"55,880"
Seed Round - Roetz,https://www.crunchbase.com/funding_round/roetz-seed--cb9f8b0f,Roetz,https://www.crunchbase.com/organization/roetz,Seed,"Amsterdam, Noord-Holland, The Netherlands, Europe",2022-05-10,1800000,EUR,1895248,Seed,,,,Yes,Roetz is an Amsterdam-based circular bicycle brand.,Electric Vehicle,,https://roetz-bikes.com/,$1M to $10M,1800000,EUR,1895248,Seed,1,Veth Investments,"Alexander van Citters, Pim Claassen, Veth Investments",1,3,"70,052"
Seed Round - PrimeDAO,https://www.crunchbase.com/funding_round/primedao-seed--9a872bbc,PrimeDAO,https://www.crunchbase.com/organization/primedao,Seed,"Willemstad, Noord-Brabant, The Netherlands, Europe",2021-09-15,2000000,USD,2000000,Seed,,,,Yes,PrimeDAO is an open finance system based on programmable money that is being realized on Ethereum.,"Blockchain, Cryptocurrency, Finance",,https://primedao.eth.link,,2000000,USD,2000000,Seed,1,,"Atka Capital, Faculty Group, Fernando Martinelli, Griff Green, ID Theory, LD Capital, Meld ventures, NiMA Asghari, Nothing Research, Senary Ventures, Signum Capital, SMAPE Capital, Stacker Ventures, Stratos Technologies, TokenInsight, XeO4",,16,"87,051"
Angel Round - futurefactor,https://www.crunchbase.com/funding_round/futurefactor-angel--d2d753e8,futurefactor,https://www.crunchbase.com/organization/futurefactor,Angel,"Amsterdam, Noord-Holland, The Netherlands, Europe",2023-07-03,,,,Seed,,,,Yes,"futurefactor is works with creative companies,tech innovators and ambitious brands to make them future-fit for the coming earned era.","Communications Infrastructure, Public Relations",,https://www.futurefactor.com/,,,,,Seed,1,,"Michael Schmitt, Timo Krasko",,2,"91,774"
Seed Round - Mokumono,https://www.crunchbase.com/funding_round/mokumono-seed--2df5757c,Mokumono,https://www.crunchbase.com/organization/mokumono,Seed,"Diemen, Noord-Holland, The Netherlands, Europe",2022-02-17,800000,EUR,909104,Seed,,,,Yes,Mokumono manufactures unique bicycle frames with an innovative and automated production process.,"Manufacturing, Recreational Vehicles",,https://mokumono.com/,,800000,EUR,909104,Seed,1,Rabobank,"Mark Grosfeld, Rabobank",1,2,"93,064"
