Transaction Name,Transaction Name URL,Organization Name,Organization Name URL,Funding Type,Organization Location,Announced Date,Money Raised,Money Raised Currency,Money Raised (in USD),Funding Stage,Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation (in USD),Equity Only Funding,Organization Description,Organization Industries,Diversity Spotlight,Organization Website,Organization Revenue Range,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Funding Status,Number of Funding Rounds,Lead Investors,Investor Names,Number of Partner Investors,Number of Investors,CB Rank (Funding Round)
Seed Round - DePoly,https://www.crunchbase.com/funding_round/depoly-seed--985fa412,DePoly,https://www.crunchbase.com/organization/depoly,Seed,"Sion, Valais, Switzerland, Europe",2025-04-29,23000000,USD,23000000,Seed,,,,Yes,"DePoly is a PET-to-raw-material recycling company that converts dirty, post-consumer plastic items into valuable raw materials.","Chemical, Recycling, Waste Management",,https://www.depoly.co,$1M to $10M,41128940,USD,41128940,Seed,5,MassMutual Ventures,"ACE & Company, Angel Invest, BASF Venture Capital, Beiersdorf, Founderful, MassMutual Ventures, Syensqo Ventures, Zürcher Kantonal Bank",5,8,268
Seed Round - AICA SA,https://www.crunchbase.com/funding_round/aicatech-ai-seed--79b501f7,AICA SA,https://www.crunchbase.com/organization/aicatech-ai,Seed,"Lausanne, Vaud, Switzerland, Europe",2025-03-18,2350000,CHF,2680164,Seed,,,,Yes,Accessible Robotics. For Everyone.,"Artificial Intelligence (AI), Industrial Automation, Machine Learning, Manufacturing, Robotics",,https://www.aica.tech,$1M to $10M,3700000,CHF,4123172,Seed,4,Momenta,"High-Tech Gruenderfonds, Momenta, Schaeffler Group, Spicehaus Partners, Zürcher Kantonal Bank",2,5,"1,540"
Seed Round - Sonix,https://www.crunchbase.com/funding_round/sonix-3df1-seed--4f63a10a,Sonix,https://www.crunchbase.com/organization/sonix-3df1,Seed,"Lausanne, Vaud, Switzerland, Europe",2025-04-15,1800000,CHF,2203288,Seed,,,,Yes,"Sonix is a voice chat application designed for gamers, offering ultra-low latency, AI noise cancellation, and high-definition audio.",Telecommunications,,https://www.sonixapp.com/,,1800000,CHF,2203288,Seed,1,,,,,"1,761"
Seed Round - Gaia Turbine,https://www.crunchbase.com/funding_round/gaia-turbine-seed--c32ed416,Gaia Turbine,https://www.crunchbase.com/organization/gaia-turbine,Seed,"Lugano, Ticino, Switzerland, Europe",2025-03-21,1100000,CHF,1244375,Seed,,,,Yes,Gaia Turbine creates a plug-and-play hydroelectric microturbine that is perfect for aqueducts and the smallest necessary outflows.,"CleanTech, Energy, Power Grid, Renewable Energy",,https://www.gaiaturbine.com,,2100000,CHF,2327325,Seed,2,TiVentures,TiVentures,,1,"4,306"
Seed Round - Colb,https://www.crunchbase.com/funding_round/colb-a945-seed--bd8bcfef,Colb,https://www.crunchbase.com/organization/colb-a945,Seed,"Geneva, Geneve, Switzerland, Europe",2025-04-30,7300000,USD,7300000,Seed,,,,Yes,Colb offers financial services focused on optimizing financial operations and enhancing efficiency.,"Financial Services, Impact Investing, Wealth Management",,https://www.colb.finance,,7300000,USD,7300000,Seed,1,,,,,"7,262"
Seed Round - Oxyle,https://www.crunchbase.com/funding_round/oxyle-seed--73a0ba29,Oxyle,https://www.crunchbase.com/organization/oxyle,Seed,"Zürich, Zurich, Switzerland, Europe",2025-01-30,16000000,USD,16000000,Seed,,,,Yes,"OxyleI is a developer of a novel technology to degrade hazardous micropollutants from wastewater, such as pesticides, chemicals etc.","Environmental Consulting, Waste Management",,https://www.oxyle.ch/,,22569820,USD,22569820,Seed,5,360 Capital,"360 Capital, Axeleo Capital, Founderful, SOSV",4,4,"7,701"
Seed Round - Cerrion,https://www.crunchbase.com/funding_round/cerrion-seed--96be7396,Cerrion,https://www.crunchbase.com/organization/cerrion,Seed,"Zürich, Zurich, Switzerland, Europe",2024-09-10,5000000,USD,5000000,Seed,,,,Yes,Cerrion is an AI software company that develops computer vision technology to generate production insights.,"Artificial Intelligence (AI), Industrial Automation, Information Technology, Machine Learning, Software",,https://www.cerrion.com,$1M to $10M,5000000,USD,5000000,Seed,2,"Goat Capital, Y Combinator","10x Founders, Goat Capital, Rebel Fund, Session.vc, Soma Capital, Y Combinator",2,6,"7,988"
Seed Round - Calingo,https://www.crunchbase.com/funding_round/calingo-seed--53ca8ac9,Calingo,https://www.crunchbase.com/organization/calingo,Seed,"Niederweningen, Zurich, Switzerland, Europe",2024-08-07,3200000,CHF,3720688,Seed,,,,Yes,Calingo is a digital insurance platform that offers personalised and optimised risk protection at the point of sale.,"Financial Services, Insurance, Risk Management",,https://www.calingo.ch/,,5530000,CHF,6158369,Seed,4,Emma Ventures,"Emma Ventures, EquityPitcher Ventures, SICTIC, StartAngels Network, VENPACE, Zürcher Kantonal Bank",1,6,"8,214"
Seed Round - Eleven Dynamics,https://www.crunchbase.com/funding_round/eleven-dynamics-seed--8aad7452,Eleven Dynamics,https://www.crunchbase.com/organization/eleven-dynamics,Seed,"Solothurn, Solothurn, Switzerland, Europe",2025-02-19,3500000,CHF,3874626,Seed,,,,Yes,"Eleven Dynamics specializes in automation, robotics, and metrology.","Robotics, Sensor, Software",,https://11dynamics.com,,4300000,CHF,4748084,Seed,3,"EquityPitcher Ventures, seed + speed","Bertrand Gili, Bloomhaus Ventures, EquityPitcher Ventures, Schauenburg Ventures GmbH, seed + speed, Zürcher Kantonal Bank",,6,"8,671"
Seed Round - Fruitful AI,https://www.crunchbase.com/funding_round/fruitful-farming-ag-seed--e2998599,Fruitful AI,https://www.crunchbase.com/organization/fruitful-farming-ag,Seed,"Zürich, Zurich, Switzerland, Europe",2025-02-05,,,,Seed,,,,Yes,"AI, Computer Vision, Enterprise Solution, Manufacturing","Artificial Intelligence (AI), B2B, Computer Vision, Enterprise Software, Machine Learning, Manufacturing, SaaS, Software",,https://www.fruitful.ag,,500000,CHF,499201,Seed,2,"Hatteland, MFL GROUP","Hatteland, MFL GROUP",1,2,"8,747"
