Transaction Name,Transaction Name URL,Organization Name,Organization Name URL,Funding Type,Organization Location,Announced Date,Money Raised,Money Raised Currency,Money Raised (in USD),Funding Stage,Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation (in USD),Equity Only Funding,Organization Description,Organization Industries,Diversity Spotlight,Organization Website,Organization Revenue Range,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Funding Status,Number of Funding Rounds,Lead Investors,Investor Names,Number of Partner Investors,Number of Investors,CB Rank (Funding Round)
Seed Round - Grâce,https://www.crunchbase.com/funding_round/grâce-seed--fd4c2849,Grâce,https://www.crunchbase.com/organization/grâce,Seed,"Paris, Ile-de-France, France, Europe",2025-04-03,5900000,EUR,6436045,Seed,,,,Yes,Grâce offers innovative insurance solutions to enhance customer experience and improve process efficiency.,"Artificial Intelligence (AI), Financial Services, FinTech, Insurance, InsurTech, Software",,https://grace.io,,5900000,EUR,6436045,Seed,1,"FinTech Collective, Speedinvest","a16z Scout Fund, Bpifrance, Didier Valet, Eric Mignot, FinTech Collective, Firstminute Capital, Josef Bovet, Kima Ventures, Martin Hartley, Maxime Brousse, Purple, Sequoia Scout, Speedinvest, Thomas Clozel",2,14,339
Seed Round - Inicio,https://www.crunchbase.com/funding_round/inicio-087b-seed--20a3a584,Inicio,https://www.crunchbase.com/organization/inicio-087b,Seed,"Villeneuve, Provence-Alpes-Cote d'Azur, France, Europe",2025-04-29,4000000,EUR,4555840,Seed,,,,Yes,Inicio aims to accelerate the energy transition in territories by reducing solar project risks and fostering collaboration.,"Energy Management, Renewable Energy, Solar",,https://www.go-inicio.com,$1M to $10M,5500000,EUR,6137815,Seed,2,EDF Pulse Ventures,"CapHorn Invest, EDF Pulse Ventures, Isai, Kima Ventures",3,4,"1,220"
Seed Round - Tremau,https://www.crunchbase.com/funding_round/tremau-seed--8ff67292,Tremau,https://www.crunchbase.com/organization/tremau,Seed,"Paris, Ile-de-France, France, Europe",2025-03-31,3000000,EUR,3247094,Seed,,,,Yes,Tremau provides Saas based tools to facilitate the content moderation process of online platforms,"E-Commerce Platforms, Internet, Online Games, SaaS, Social Media, Software",,https://tremau.com,,4200000,EUR,4611968,Seed,2,,"Auriga Cyber ​​Ventures, Giesecke+Devrient Ventures",,2,"2,216"
Seed Round - H'ability,https://www.crunchbase.com/funding_round/h-ability-seed--ff435f2b,H'ability,https://www.crunchbase.com/organization/h-ability,Seed,"Rosières-près-troyes, Champagne-Ardenne, France, Europe",2025-04-16,1200000,EUR,1368042,Seed,,,,Yes,"H'ability offers therapeutic exercises in immersive virtual reality, complementary to conventional rehabilitation.","Manufacturing, Medical, Medical Device",,https://hability.fr,$1M to $10M,1200000,EUR,1368042,Seed,1,,"Banque Populaire, Bpifrance, Business Angels Marne Ardennes, CIC, YEAST",,5,"2,615"
Seed Round - BioEsol,https://www.crunchbase.com/funding_round/bioesol-seed--eef67d5a,BioEsol,https://www.crunchbase.com/organization/bioesol,Seed,"Grenoble, Rhone-Alpes, France, Europe",2025-03-25,,,,Seed,,,,Yes,"BioEsol powers businesses with AI-driven Energy-as-a-Service, ensuring clean, reliable energy with 10-15 year contracts & no upfront cost","Battery, Energy Storage, Renewable Energy",,https://www.bioesol.com,,18330241,USD,18330241,Seed,8,Ciri Ventures,Ciri Ventures,,1,"2,845"
Seed Round - MSInsight,https://www.crunchbase.com/funding_round/msinsight-seed--b20c3329,MSInsight,https://www.crunchbase.com/organization/msinsight,Seed,"Paris, Ile-de-France, France, Europe",2025-03-10,1600000,EUR,1730877,Seed,,,,Yes,MSInsight bioinformatics start-up that develops diagnostic and treatment response prediction solutions for MSI cancers.,"Biotechnology, Health Care, Health Diagnostics, Medical Device",,http://www.msinsight.tech/,Less than $1M,1600000,EUR,1730877,Seed,2,Calyseed,"Bpifrance, Calyseed, Capital Cell, Plateau de Saclay Business Angels, YES invest",3,5,"3,657"
Seed Round - CHENEVIA,https://www.crunchbase.com/funding_round/chenevia-seed--0cc61624,CHENEVIA,https://www.crunchbase.com/organization/chenevia,Seed,"Vannes, Bretagne, France, Europe",2025-05-05,3000000,EUR,3400624,Seed,,,,Yes,"CHENEVIA is specializing in the cultivation, collection, and processing of hemp flowers to create innovative, natural therapeutic solutions.","Biopharma, Manufacturing, Pharmaceutical",,,,3000000,EUR,3400624,Seed,1,,"Bpifrance, Bretagne Sud Angels, Business Angels 35, Gwenneg, Société Financière Lorient Développementis",,5,"3,893"
Seed Round - CARBON,https://www.crunchbase.com/funding_round/carbon-0410-seed--5582d357,CARBON,https://www.crunchbase.com/organization/carbon-0410,Seed,"Lyon, Rhone-Alpes, France, Europe",2025-03-26,2000000,EUR,2157479,Seed,,,,Yes,Carbon is a French maker of solar modules.,"Manufacturing, Semiconductor",,https://carbon-solar.com,,2000000,EUR,2157479,Seed,1,,"CVE, IEL Group, IRISOLARIS, Langa International, Provence Eco Energie, SEPALE, Silversun, Synapsun, Technique Solaire, tenergie, Terre et Lac Solaire, Wewise",,12,"4,266"
Seed Round - Aéronde,https://www.crunchbase.com/funding_round/aéronde-seed--5a173076,Aéronde,https://www.crunchbase.com/organization/aéronde,Seed,"Le Versoud, Rhone-Alpes, France, Europe",2025-05-05,1000000,EUR,1133541,Seed,,,,Yes,Aéronde is an innovative electric donut-shaped airship designed for hovering flights with very low energy consumption and zero emissions.,,,https://aeronde.com,,1600000,EUR,1813666,Seed,2,,"Bpifrance, WiSEED",,2,"5,219"
Pre Seed Round - awen,https://www.crunchbase.com/funding_round/awen-d3b5-pre-seed--61f2de5e,awen,https://www.crunchbase.com/organization/awen-d3b5,Pre-Seed,"Paris, Ile-de-France, France, Europe",2025-03-01,500000,USD,500000,Seed,,,,Yes,"Awen uses AI to understand creative intent through voice, balancing power and ease for all users.","Artificial Intelligence (AI), Software",,https://www.awen.ai/,,500000,USD,500000,Seed,1,Y Combinator,Y Combinator,1,1,"5,373"
Seed Round - MORFO,https://www.crunchbase.com/funding_round/morfo-seed--baf1d567,MORFO,https://www.crunchbase.com/organization/morfo,Seed,"Paris, Ile-de-France, France, Europe",2024-06-20,,,,Seed,,,,Yes,"MORFO incorporates biological symbioses, drones, and AI technologies to sustainably reforest and fight against global warming.","Artificial Intelligence (AI), Computer Vision, Drones, Forestry, GreenTech",,https://www.morfo.rest,,4000000,EUR,4222300,Seed,3,"Antoine Dupont, Raphaël Varane","Antoine Dupont, Raphaël Varane",,2,"6,087"
Seed Round - REEV,https://www.crunchbase.com/funding_round/reev-3949-seed--2ee4b2d5,REEV,https://www.crunchbase.com/organization/reev-3949,Seed,"Toulouse, Midi-Pyrenees, France, Europe",2025-02-06,9200000,USD,9200000,Seed,,,,Yes,REEV is reinventing mobility care for millions with walking disorders through cutting-edge wearable robotics and AI,"Assistive Technology, Health Care, Medical Device, Robotics",,https://reev.care/,,12576548,USD,12576548,Seed,3,"IRDI, Newfund, Polytechnique Ventures","Herve Silbert, IRDI, Newfund, Polytechnique Ventures, Raphaël Varane, Scala Patrimoine",1,6,"6,653"
Angel Round - Goliaths,https://www.crunchbase.com/funding_round/goliaths-angel--f15b47e6,Goliaths,https://www.crunchbase.com/organization/goliaths,Angel,"Paris, Ile-de-France, France, Europe",2025-04-11,3000000,EUR,3395401,Seed,,,,Yes,"Goliaths is an Investment banking company that provides a platform for trading shares, crypto, and exchange-traded fund.","Banking, Financial Services, Trading Platform",,https://goliaths.io/,$1M to $10M,3000000,EUR,3395401,Seed,1,,,,,"6,772"
Seed Round - Revyze,https://www.crunchbase.com/funding_round/revyze-seed--59ca0b22,Revyze,https://www.crunchbase.com/organization/revyze,Seed,"Paris, Ile-de-France, France, Europe",2024-10-08,5500000,EUR,6036520,Seed,,,,Yes,Revyze is an educational app that offers video resources for college preparation.,"Apps, EdTech, Higher Education",,https://www.revyze.fr/,,7500000,EUR,8166779,Seed,2,"Moonfire Ventures, Speedinvest","Ilkka Paananen, Ligature VC, Moonfire Ventures, Motier Ventures, Nickey Skarstad, Riccardo Zacconi, Sebastian Knutsson, Speedinvest, STATION F",5,9,"6,863"
Seed Round - LinkByCar,https://www.crunchbase.com/funding_round/linkbycar-seed--d8e2b4ea,LinkByCar,https://www.crunchbase.com/organization/linkbycar,Seed,"Paris, Ile-de-France, France, Europe",2024-10-23,1400000,EUR,1509266,Seed,,,,Yes,"LinkByCar uses AI to predict vehicle issues by analyzing connected vehicle data, enhancing driving safety and personalization.","Automotive, Machine Learning, SaaS, Software",,https://linkbycar.com,$1M to $10M,1400000,EUR,1509266,Seed,1,"Ethias Ventures, LeanSquare","Afri Mobility, Ethias Ventures, LeanSquare",,3,"7,301"
Seed Round - Hopia,https://www.crunchbase.com/funding_round/hopia-50f8-seed--a9083ce4,Hopia,https://www.crunchbase.com/organization/hopia-50f8,Seed,"Paris, Ile-de-France, France, Europe",2025-01-28,3500000,EUR,3651059,Seed,,,,Yes,Optimized resource planning solution for healthcare institutions,"Health Care, Hospital",,https://hopia.eu,Less than $1M,3500000,EUR,3651059,Seed,2,"IRIS, Kurma Partners","Cedric Sellin, IRIS, Kurma Partners, Michael CHEKROUN, Pierre-Etienne Simard",2,5,"7,461"
Seed Round - Kestra Technologies,https://www.crunchbase.com/funding_round/kestra-seed--865300e4,Kestra Technologies,https://www.crunchbase.com/organization/kestra,Seed,"Paris, Ile-de-France, France, Europe",2024-09-23,8000000,USD,8000000,Seed,,,,Yes,Kestra Technologies is an open-source orchestration and scheduling platform for mission-critical applications.,"Big Data, Data Integration, Open Source, Scheduling",,https://kestra.io/,,11000000,USD,11000000,Seed,2,Alven,"Alven, Axeleo Capital, Bertrand Diard, Clément Delangue, Frédéric Plais, Isai, Michel Tricot, Nicolas Dessaigne, Olivier Pomel, Tristan Handy",3,10,"7,530"
Seed Round - Trace For Good,https://www.crunchbase.com/funding_round/trace-for-good-seed--e8eb7f35,Trace For Good,https://www.crunchbase.com/organization/trace-for-good,Seed,"Paris, Ile-de-France, France, Europe",2024-11-12,3500000,EUR,3715822,Seed,,,,Yes,Trace For Good is an easy-to-use SaaS platform for managing traceability and compliance data.,"B2B, Data Management, SaaS, Supply Chain Management",,https://www.traceforgood.com/,,3500000,EUR,3715822,Seed,1,"Ankaa Ventures, Hi Inov - Dentressangle","Ankaa Ventures, CentraleSupélec Venture, Hi Inov - Dentressangle, Seed4Soft",2,4,"7,659"
