Transaction Name,Transaction Name URL,Organization Name,Organization Name URL,Funding Type,Organization Location,Announced Date,Money Raised,Money Raised Currency,Money Raised (in USD),Funding Stage,Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation (in USD),Equity Only Funding,Organization Description,Organization Industries,Diversity Spotlight,Organization Website,Organization Revenue Range,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Funding Status,Number of Funding Rounds,Lead Investors,Investor Names,Number of Partner Investors,Number of Investors,CB Rank (Funding Round)
Seed Round - Febus Optics,https://www.crunchbase.com/funding_round/febus-optics-seed--e372d966,Febus Optics,https://www.crunchbase.com/organization/febus-optics,Seed,"Pau, Aquitaine, France, Europe",2025-04-08,4000000,EUR,4393499,Seed,,,,Yes,Febus Optics is an innovative company bringing a new generation of optical fiber.,Manufacturing,,http://www.febus-optics.com/,,5593499,USD,5593499,Seed,2,,"Acer Finance, GSO Innovation, Pléiade Investissement, Pyrénées Gascogne, Thales Corporate Ventures",,5,826
Angel Round - Idealys,https://www.crunchbase.com/funding_round/idealys-23ee-angel--90533901,Idealys,https://www.crunchbase.com/organization/idealys-23ee,Angel,"Montpellier, Languedoc-Roussillon, France, Europe",2024-10-24,2500000,EUR,2705921,Seed,,,,Yes,"Idealys is a software publisher that provides design solutions for residential, tertiary, and commercial buildings.","Interior Design, Publishing, Software",,https://www.idealys.fr,$1M to $10M,2500000,EUR,2705921,Seed,1,,,,,"27,560"
Seed Round - Wise Trail Running,https://www.crunchbase.com/funding_round/wise-trail-running-seed--8930b852,Wise Trail Running,https://www.crunchbase.com/organization/wise-trail-running,Seed,"Annecy-le-vieux, Rhone-Alpes, France, Europe",2024-01-25,1000000,EUR,1084563,Seed,,,,Yes,Wise Trail Running is an online retailer and designer of environmentally friendly apparel and equipment for trail and ultra-trail runs.,"E-Commerce, Fashion, Retail",,https://en.wisetrailrunning.com,,1000000,EUR,1084563,Seed,1,,"SAMBA, Stéphane Distinguin, Xavier Haulet",,3,"33,920"
Seed Round - DATAGALAXY,https://www.crunchbase.com/funding_round/datagalaxy-seed--9c355d38,DATAGALAXY,https://www.crunchbase.com/organization/datagalaxy,Seed,"Lyon, Rhone-Alpes, France, Europe",2023-07-05,9190000,EUR,9975891,Seed,,,,Yes,DataGalaxy is the industry's first Data Knowledge Catalog helping organizations understand how their entire business runs on data,"Analytics, Big Data, Cloud Data Services, Data Integration, Document Management, Enterprise Software, Information Technology, Mapping Services, Software",,https://www.datagalaxy.com,$10M to $50M,10890000,EUR,11809809,Seed,3,AV8 Ventures,"AV8 Ventures, Evolem Start, Newfund, Orange Ventures",1,4,"50,599"
Seed Round - Chouette,https://www.crunchbase.com/funding_round/chouette-seed--15aa773f,Chouette,https://www.crunchbase.com/organization/chouette,Seed,"Paris, Ile-de-France, France, Europe",2015-07-09,300000,EUR,332045,Seed,,,,Yes,Chouette is an innovative start-up that specializes in the analysis of vines.,"Agriculture, Drones, Farming",,https://www.chouette.vision/,$1M to $10M,4800000,EUR,5160123,,4,"Investessor, Paris Business Angels","Investessor, Paris Business Angels",,2,"56,927"
Seed Round - Ta-da,https://www.crunchbase.com/funding_round/ta-da-seed--73f5745f,Ta-da,https://www.crunchbase.com/organization/ta-da,Seed,"Metz, Lorraine, France, Europe",2024-01-09,3200000,EUR,3498166,Seed,,,,Yes,Ta-da is an AI data marketplace that innovates crowdsourcing technique using blockchain technology to collect and validate data.,"Artificial Intelligence (AI), Data Collection and Labeling, Marketplace",,https://ta-da.io,,3200000,EUR,3498166,,2,Morningstar Ventures,"Alpha Protocol Ventures, GBV Capital, Let's Go Ventures, Morningstar Ventures, MultiversX, NxGen.xyz, Spark Digital Capital, X Ventures",1,8,"69,239"
Pre Seed Round - DocOne,https://www.crunchbase.com/funding_round/docone-pre-seed--86f93478,DocOne,https://www.crunchbase.com/organization/docone,Pre-Seed,"Mérignac, Aquitaine, France, Europe",2023-08-25,20000,USD,20000,Seed,,,,Yes,"DocOne provides document management solutions in the banking, insurance and social protection sector.","Document Management, Information Technology",,http://www.docone.fr,$10M to $50M,20000,USD,20000,Seed,1,Techstars,Techstars,,1,"70,791"
Seed Round - Hemblem,https://www.crunchbase.com/funding_round/hemblem-seed--09907deb,Hemblem,https://www.crunchbase.com/organization/hemblem,Seed,"Paris, Ile-de-France, France, Europe",2023-04-18,2500000,EUR,2743749,Seed,,,,Yes,Hemblem is a unique approach in the influencer market.,"Apps, Content Creators, Marketing, Social Media",,https://hemblem.app/en/,Less than $1M,2500000,EUR,2743749,Seed,1,,"Blast.club, Super Capital VC",,2,"78,665"
Seed Round - hemea (ex-Travauxlib),https://www.crunchbase.com/funding_round/travauxlib-seed--20dcf402,hemea (ex-Travauxlib),https://www.crunchbase.com/organization/travauxlib,Seed,"Paris, Ile-de-France, France, Europe",2017-04-01,1800000,EUR,1919521,Seed,,,,Yes,hemea is SaaS-enabled marketplace between homeowner wishing to renovate their home and carefully filtered and rated contractors & architects,"Construction, Marketplace, SaaS",,https://www.hemea.com/,$1M to $10M,16860000,EUR,18375636,,4,BREEGA,"Bpifrance, BREEGA, Xavier Niel",1,3,"74,084"
Seed Round - Upmem,https://www.crunchbase.com/funding_round/upmem-seed--c5af686e,Upmem,https://www.crunchbase.com/organization/upmem,Seed,"Grenoble, Rhone-Alpes, France, Europe",2017-09-07,3000000,EUR,3608463,Seed,,,,Yes,"UPMEM offers the first scalable, programmable and efficient Processing-In-Memory (PIM) silicon-based solution for data-intensive apps.","Big Data, Data Center, Hardware",,http://www.upmem.com/,$1M to $10M,12096229,EUR,13699831,,4,C4 Ventures,"C4 Ventures, Partech, Supernova Invest, Western Digital Capital",2,4,"77,639"
Seed Round - Sensivic,https://www.crunchbase.com/funding_round/sensivic-seed--28770db9,Sensivic,https://www.crunchbase.com/organization/sensivic,Seed,"Orléans, Centre, France, Europe",2022-06-15,1600000,EUR,1673231,Seed,,,,Yes,Sensivic developed an audio detection system.,"Cyber Security, Enterprise Software, Security",,https://www.sensivic.com/en,,1600000,EUR,1673231,Seed,1,Les Business Angels des Grandes Écoles,"Bpifrance, Capitole Angels, Itera Invest, Les Business Angels des Grandes Écoles, Myrtus Venture, Val De France Angels, WeLikeStartup",1,7,"81,390"
Seed Round - Eyesee Drone,https://www.crunchbase.com/funding_round/eyesee-drone-seed--6a1848ce,Eyesee Drone,https://www.crunchbase.com/organization/eyesee-drone,Seed,"Grenoble, Rhone-Alpes, France, Europe",2022-12-08,1000000,EUR,1055575,Seed,,,,Yes,Eyesee drone inventory solution is designed to secure the control of stocks and locations of merchandise stored in warehouses.,"Logistics, Transportation",,https://www.eyesee-drone.com/,,1000000,EUR,1055575,Seed,1,,"Crédit Agricole Alpes Development, Grenoble Angels, Groupe IDEC",3,3,"81,883"
Pre Seed Round - Gybe,https://www.crunchbase.com/funding_round/gybe-74d5-pre-seed--ffbfd4aa,Gybe,https://www.crunchbase.com/organization/gybe-74d5,Pre-Seed,"Paris, Ile-de-France, France, Europe",2023-05-01,,,,Seed,,,,Yes,"Gybe provides ""CTO for hire"" service for startups.","Information Services, Information Technology",,https://gybe.io/,,,,,Seed,1,,Founders Network Fund,,1,"82,942"
Seed Round - +Simple,https://www.crunchbase.com/funding_round/simple-fr-seed--27f20dea,+Simple,https://www.crunchbase.com/organization/simple-fr,Seed,"Paris, Ile-de-France, France, Europe",2017-04-10,800000,EUR,847797,Seed,,,,Yes,+Simple is an insurance company that provides underwriting and management solutions to small and medium businesses.,"Financial Services, FinTech, Health Insurance, Insurance",,https://www.plussimple.fr/,$10M to $50M,120800000,EUR,135469608,Private Equity,4,"Olivier Duha, OneRagtime","Olivier Duha, OneRagtime",1,2,"87,390"
Seed Round - Furahaa Group,https://www.crunchbase.com/funding_round/furahaa-group-seed--98f76587,Furahaa Group,https://www.crunchbase.com/organization/furahaa-group,Seed,"Paris, Ile-de-France, France, Europe",2021-05-25,,,,Seed,,,,Yes,Furahaa Group operates as a vegan fast-food chain.,"Food and Beverage, Restaurants",,https://www.furahaa.com/,,,,,Seed,1,KBW Ventures,KBW Ventures,1,1,"98,166"
Seed Round - Myloby,https://www.crunchbase.com/funding_round/myloby-seed--f607a21b,Myloby,https://www.crunchbase.com/organization/myloby,Seed,"Paris, Ile-de-France, France, Europe",2022-12-20,1300000,EUR,1381315,Seed,,,,Yes,Myloby is a digital platform that centralizes user key management on the same platform to streamline exchanges.,"Physical Security, Security, Software",,https://www.myloby.com/,,1300000,EUR,1381315,Seed,1,,Bpifrance,,1,"101,468"
Seed Round - MyTroc,https://www.crunchbase.com/funding_round/mytroc-seed--1fe45a6f,MyTroc,https://www.crunchbase.com/organization/mytroc,Seed,"Paris, Ile-de-France, France, Europe",2022-12-01,1000000,EUR,1052750,Seed,,,,Yes,"Mytroc is a barter, loan, donation, and virtual currency exchange platform between individuals.","Communities, Finance, Internet",,http://mytroc.fr,$1M to $10M,1000000,EUR,1052750,Seed,1,,,,,"101,527"
Pre Seed Round - Everimpact,https://www.crunchbase.com/funding_round/everimpact-pre-seed--57153dc2,Everimpact,https://www.crunchbase.com/organization/everimpact,Pre-Seed,"Paris, Ile-de-France, France, Europe",2020-11-01,320000,EUR,372537,Seed,,,,Yes,"Carbon Tracking system for Cities, Ships, Ports, and industrial sites",Internet,,https://www.everimpact.com,$1M to $10M,2031000,EUR,2199217,Seed,3,Climate-KIC,Climate-KIC,,1,"110,469"
