Transaction Name,Transaction Name URL,Organization Name,Organization Name URL,Funding Type,Organization Location,Announced Date,Money Raised,Money Raised Currency,Money Raised (in USD),Funding Stage,Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation (in USD),Equity Only Funding,Organization Description,Organization Industries,Diversity Spotlight,Organization Website,Organization Revenue Range,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Funding Status,Number of Funding Rounds,Lead Investors,Investor Names,Number of Partner Investors,Number of Investors,CB Rank (Funding Round)
Seed Round - novoMOF,https://www.crunchbase.com/funding_round/novomof-seed--2ea8514c,novoMOF,https://www.crunchbase.com/organization/novomof,Seed,"Zofingen, Aargau, Switzerland, Europe",2025-04-14,4400000,CHF,5405731,Seed,,,,Yes,"novoMOF is a Swiss deep tech company pioneering cost-effective, high-performance, and environmentally sustainable MOFs for carbon capture.","Carbon Capture, Chemical, CleanTech",,https://novomof.com/,,4400000,CHF,5405731,Seed,1,GTT Strategic Ventures,"GTT Strategic Ventures, Regenerative Ltd, Shift4Good",2,3,"1,362"
Seed Round - Annaida Technologies,https://www.crunchbase.com/funding_round/annaida-technologies-seed--a759438c,Annaida Technologies,https://www.crunchbase.com/organization/annaida-technologies,Seed,"Lausanne, Vaud, Switzerland, Europe",2025-04-29,,,,Seed,,,,Yes,"Annaida Technologies has developed a groundbreaking device, EmbryoSpin, that performs microscopic Nuclear Magnetic Resonance.","Hardware, Health Care, Information Technology, Life Science",,http://www.annaida.ch,,1345183,USD,1345183,Seed,7,Hemex,"Club degli Investitori, EFI Lake Geneva Ventures, Excellis, Hemex, Simon Fiduciaria, Zürcher Kantonal Bank",,6,"2,180"
Seed Round - WECHEER,https://www.crunchbase.com/funding_round/wecheer-seed--2113d892,WECHEER,https://www.crunchbase.com/organization/wecheer,Seed,"Lausanne, Vaud, Switzerland, Europe",2025-03-24,1700000,USD,1700000,Seed,,,,Yes,WECHEER is an enterprise SaaS CRM that helps CPG brands boost sales by controlling & incentivizing their route to market in 14 countries.,"Analytics, Consumer Goods, E-Commerce, Food and Beverage, Internet of Things, Loyalty Programs, Market Research, SaaS",,https://wecheer.io/,$1M to $10M,7401329,USD,7401329,Seed,6,IM Fndng,IM Fndng,,1,"3,704"
Seed Round - Hive Power,https://www.crunchbase.com/funding_round/hive-power-seed--30df00ba,Hive Power,https://www.crunchbase.com/organization/hive-power,Seed,"Manno, Ticino, Switzerland, Europe",2024-12-16,3500000,EUR,3680952,Seed,,,,Yes,"Hive Power’s AI engine, FLEXO, enables companies to manage anything connected to the grid, from Energy Communities to EV Charging.","Analytics, Charging Infrastructure, Energy, Renewable Energy, SaaS, Software",,http://www.hivepower.tech,$1M to $10M,4884266,USD,4884266,Seed,4,,"Axpo, Creadd Ventures, Technology Fund",3,3,"9,297"
Pre Seed Round - OPTUNE,https://www.crunchbase.com/funding_round/optune-pre-seed--5875ec92,OPTUNE,https://www.crunchbase.com/organization/optune,Pre-Seed,"Zürich, Zurich, Switzerland, Europe",2024-06-26,,,,Seed,,,,Yes,Optune is the digital workspace that connects all stakeholders in the live music industry.,"Digital Entertainment, Event Management, Music, Peer to Peer, SaaS",,https://www.optune.me,,,,,Seed,3,,"Charles Nguela, Claudio Zuccolini, Marco Kunz, Nobel Sense, Sina Bellwald",,5,"9,407"
Seed Round - B'ZEOS,https://www.crunchbase.com/funding_round/b-zeos-seed--f438df59,B'ZEOS,https://www.crunchbase.com/organization/b-zeos,Seed,"Lausanne, Vaud, Switzerland, Europe",2024-11-21,4650000,CHF,5243188,Seed,,,,Yes,"B'ZEOS offers sustainable, home compostable, and bio-digestible packaging solutions made from seaweed extracts to combat plastic pollution.","Biotechnology, Environmental Consulting, Packaging Services",,https://www.bzeos.com/,Less than $1M,4650000,CHF,5243188,Seed,2,Faber,"Faber, ICIG Ventures",2,2,"10,294"
Angel Round - weev.one,https://www.crunchbase.com/funding_round/weev-one-angel--178c117c,weev.one,https://www.crunchbase.com/organization/weev-one,Angel,"Glattbrugg, Zurich, Switzerland, Europe",2024-03-19,,,,Seed,,,,Yes,Weev.one is a tech-enabled platform that delivers a simplified and holistic solution to the digitization of the product creation chain.,"Digital Marketing, Information Services, Information Technology",,https://www.weev.one,,,,,Seed,1,Marc Benioff,Marc Benioff,,1,"12,442"
Seed Round - Caplena,https://www.crunchbase.com/funding_round/codit-co-seed--cb96dbaa,Caplena,https://www.crunchbase.com/organization/codit-co,Seed,"Zürich, Zurich, Switzerland, Europe",2024-07-10,3000000,EUR,3250038,Seed,,,,Yes,Caplena is an AI feedback analysis platform that combines open-ended text with quantitative variables.,"Analytics, Artificial Intelligence (AI), Information Technology, Machine Learning, Market Research, Text Analytics",,https://caplena.com/en/,Less than $1M,5729817,USD,5729817,Seed,4,Inveready,"Inveready, Spicehaus Partners, Zürcher Kantonal Bank",1,3,"13,131"
Seed Round - Oncobit,https://www.crunchbase.com/funding_round/oncobit-seed--1748fd93,Oncobit,https://www.crunchbase.com/organization/oncobit,Seed,"Zürich, Zurich, Switzerland, Europe",2024-11-20,1470000,CHF,1663500,Seed,,,,Yes,Oncobit enabling personalized cancer care by developing precise and highly sensitive diagnostic and monitoring tests.,"Biotechnology, Health Care, Health Diagnostics, Oncology",,https://oncobit.com/,$1M to $10M,3920000,CHF,4347721,Seed,3,Kickfund,Kickfund,,1,"14,325"
Seed Round - Aesyra,https://www.crunchbase.com/funding_round/aesyra-seed--178ce19a,Aesyra,https://www.crunchbase.com/organization/aesyra,Seed,"Lausanne, Vaud, Switzerland, Europe",2023-12-13,3000000,USD,3000000,Seed,,,,Yes,Aesyra develops and commercializes intra-oral sensors for dental professionals.,Medical Device,,http://aesyra.com/,$1M to $10M,3427858,USD,3427858,Seed,6,"Creadd Ventures, Supermoon Capital","Creadd Ventures, Supermoon Capital, Zürcher Kantonal Bank",2,3,"21,500"
Seed Round - ZATAP,https://www.crunchbase.com/funding_round/collectid-seed--bee46b1d,ZATAP,https://www.crunchbase.com/organization/collectid,Seed,"Zürich, Zurich, Switzerland, Europe",2024-02-22,50000,USD,50000,Seed,,,,Yes,ZATAP connects physical products with the digital dimension.,"Consumer Electronics, E-Commerce, Software",,https://collectid.io/,$1M to $10M,3550000,USD,3550000,Seed,3,Comcast NBCUniversal SportsTech,Comcast NBCUniversal SportsTech,1,1,"25,322"
Seed Round - Galventa,https://www.crunchbase.com/funding_round/galventa-seed--a3f929f1,Galventa,https://www.crunchbase.com/organization/galventa,Seed,"Saint Gallen, Sankt Gallen, Switzerland, Europe",2023-12-31,1500000,CHF,1783602,Seed,,,,Yes,Galventa provides pharmaceutical manufacturing services for a micro-pellet-based food supplement that relieves sleep inertia symptoms.,"Biotechnology, Fitness, Health Care, Manufacturing, Service Industry, Wellness",,https://www.galventa.com,$1M to $10M,2788000,CHF,3179651,Seed,8,Kickfund,Kickfund,,1,"25,598"
Seed Round - Oxara,https://www.crunchbase.com/funding_round/oxara-seed--3f39a1ba,Oxara,https://www.crunchbase.com/organization/oxara,Seed,"Dietikon, Zurich, Switzerland, Europe",2024-04-26,,,,Seed,,,,Yes,"Oxara is a construction technology company that manufactures low carbon, circular, and healthy building materials for real estate projects.","Association, Building Material, Communities, Construction, Real Estate",,https://oxara.earth/,$1M to $10M,1910000,CHF,2043402,Seed,4,"buildify.earth, Samih Sawiris","buildify.earth, Samih Sawiris",,2,"26,350"
Seed Round - viso.ai,https://www.crunchbase.com/funding_round/viso-ai-seed--3ad0d0de,viso.ai,https://www.crunchbase.com/organization/viso-ai,Seed,"Schaffhausen, Schaffhausen, Switzerland, Europe",2023-10-25,9200000,EUR,9721048,Seed,,,,Yes,"End-to-end computer vision infrastructure for enterprises to build, deploy and scale real-world applications.","Artificial Intelligence (AI), Computer Vision, Enterprise, Internet of Things, IT Management, PaaS, SaaS, Service Industry, Software, Web Development",,https://viso.ai,$1M to $10M,9200000,EUR,9721048,Seed,1,Accel,"Accel, James Isilay, Mehdi Ghissassi, Mihai Faur, Remy Lazarovici, Stef van Grieken",1,6,"30,908"
Seed Round - Logmind,https://www.crunchbase.com/funding_round/logmind-seed--ed4d6b21,Logmind,https://www.crunchbase.com/organization/logmind,Seed,"Lausanne, Vaud, Switzerland, Europe",2024-02-14,,,,Seed,,,,Yes,Logmind is an AI-accelerated log data analytics platform for the visibility and automated insights into unstructured log data.,"Apps, Artificial Intelligence (AI), Information Technology, Machine Learning, Software",,https://www.logmind.com,$1M to $10M,280000,CHF,297726,Seed,7,Spicehaus Partners,Spicehaus Partners,,1,"33,049"
Seed Round - PrimalBee,https://www.crunchbase.com/funding_round/primalbee-seed--e6048821,PrimalBee,https://www.crunchbase.com/organization/primalbee,Seed,"Lugano, Ticino, Switzerland, Europe",2024-10-18,,,,Seed,,,,Yes,"PrimalBee is a patented honeybee management system that redesigns the beekeeper economy, saves the honeybees, and sets a new standard.","Agriculture, Farming",,http://www.primalbee.com/,,130000,CHF,130017,Seed,5,,,,,"33,253"
Seed Round - KetoSwiss,https://www.crunchbase.com/funding_round/ketoswiss-seed--27b85b91,KetoSwiss,https://www.crunchbase.com/organization/ketoswiss,Seed,"Basel, Basel-Stadt, Switzerland, Europe",2023-08-04,800000,USD,800000,Seed,,,,Yes,KetoSwiss is a Swiss-based BioTech startup that strives to bring ketone bodies back into the modern world to combat diseases.,"Biotechnology, Health Care, Medical",,https://www.keto.swiss/,,6430878,USD,6430878,Seed,3,The William K. Warren Foundation,"Aerion Partners, Baszucki Group, Healthspan Capital, ORTHO INNOVATIONS, R42 Group, SICTIC, The William K. Warren Foundation",,7,"44,828"
Seed Round - Aleph Zero,https://www.crunchbase.com/funding_round/aleph-zero-seed--69d92264,Aleph Zero,https://www.crunchbase.com/organization/aleph-zero,Seed,"Zug, Zug, Switzerland, Europe",2022-01-28,1500000,USD,1500000,Seed,,,,Yes,Aleph Zero is a public blockchain platform developed to solve the shortcomings of current infrastructure layers in several industries.,"Blockchain, Cyber Security, Information Technology, Privacy, Software",,https://alephzero.org,$1M to $10M,16300000,USD,16300000,Seed,5,RR² CAPITAL,"Avalon Wealth Club, BlackDragon, Block54, BlockUnify, Genblock Capital, Jun Capital, MV Global, Node Kapital, NxGen.xyz, PetRock Capital, RR² CAPITAL, Supernova Invest",1,12,"49,629"
Seed Round - Instimatch Global,https://www.crunchbase.com/funding_round/instimatch-global-seed--70a9a8ca,Instimatch Global,https://www.crunchbase.com/organization/instimatch-global,Seed,"Zürich, Zurich, Switzerland, Europe",2023-09-19,11500000,CHF,12815170,Seed,,,,Yes,"Instimatch Global is a digital cash deposit network for institutional borrowers and lenders, truly global, across industries and countries.","Banking, Financial Services, Lending",,https://www.instimatch.ch,$1M to $10M,11500000,CHF,12815170,Seed,1,,,,,"49,982"
Seed Round - Amplify,https://www.crunchbase.com/funding_round/amplify-de79-seed--3ac0be8d,Amplify,https://www.crunchbase.com/organization/amplify-de79,Seed,"Lausanne, Vaud, Switzerland, Europe",2021-11-19,1100000,CHF,1184515,Seed,,,,Yes,Amplify is an online platform that offers digital advertising and marketing services using AI.,"Advertising, Artificial Intelligence (AI), Digital Marketing, Marketing, Social Media",,https://www.amplify.ooo/,$1M to $10M,1100000,CHF,1184515,Seed,1,"Anja Graf, Roland Brack","Anja Graf, Arcanys Ventures, Bettina Hein, Roland Brack",,4,"50,986"
Seed Round - IP Exchange,https://www.crunchbase.com/funding_round/ip-exchange-seed--b9c71880,IP Exchange,https://www.crunchbase.com/organization/ip-exchange,Seed,"Hergiswil, Luzern, Switzerland, Europe",2020-06-04,1850000,USD,1850000,Seed,,,,Yes,"IPSX is the first truly decentralized IP Sharing Exchange, that will create a global IP marketplace.","Cyber Security, Internet, Marketplace",,https://ip.sx,,1850000,USD,1850000,Seed,1,FasterCapital,"FasterCapital, Hesham Zreik",2,2,"51,709"
Seed Round - BODDY,https://www.crunchbase.com/funding_round/boddy-seed--a98a62bf,BODDY,https://www.crunchbase.com/organization/boddy,Seed,"Zürich, Zurich, Switzerland, Europe",2023-07-13,2000000,EUR,2244709,Seed,,,,Yes,BODDY is the pioneering channel manager for fitness & wellness worldwide,"Fitness, Hospitality, Information Technology, Internet, Marketplace, Tourism, Travel, Travel Agency, Wellness",,https://www.boddy.travel,,2000000,EUR,2244709,Seed,1,Dr. Li Wu,Dr. Li Wu,,1,"54,110"
Seed Round - UNISERS,https://www.crunchbase.com/funding_round/unisers-seed--eea14fe7,UNISERS,https://www.crunchbase.com/organization/unisers,Seed,"Zürich, Zurich, Switzerland, Europe",2023-02-16,14000000,USD,14000000,Seed,,,,Yes,UNISERS provides universal liquid analyzers based on nanotechnology and Raman spectroscopy.,"Nanotechnology, Water Purification",,http://unisers.ch,$1M to $10M,14009987,USD,14009987,Seed,4,Intel Capital,"EuroUS Ventures, Intel Capital, M Ventures, RSBG Ventures, Swisscom Ventures",2,5,"57,297"
Seed Round - BBP,https://www.crunchbase.com/funding_round/big-blue-people-seed--0fbe52e3,BBP,https://www.crunchbase.com/organization/big-blue-people,Seed,"Luzern, Luzern, Switzerland, Europe",2023-07-26,,,,Seed,,,,Yes,"We are a trustworthy marketplace where people can offer or hire services through an app, changing the way people access services today.","Apps, E-Commerce, Information Technology, Internet, Marketplace, Mobile, Mobile Apps, Software",,https://www.bbp.app/,Less than $1M,,,,Seed,2,Fulcrum Venture Accelerator,Fulcrum Venture Accelerator,2,1,"57,590"
Seed Round - Adaire,https://www.crunchbase.com/funding_round/adaire-seed--5256d1ab,Adaire,https://www.crunchbase.com/organization/adaire,Seed,"Zürich, Zurich, Switzerland, Europe",2023-05-04,1000000,CHF,1129354,Seed,,,,Yes,"Adaire is a software development company that helps businesses improve the quality, speed, and scale of software development work.","Business Development, Outsourcing, Software",,https://www.adaire.ch/en,$1M to $10M,1000000,CHF,1129354,Seed,1,Nicolas Thomet,Nicolas Thomet,,1,"58,492"
Seed Round - Metaphysiks,https://www.crunchbase.com/funding_round/metaphysiks-seed--16c29bf8,Metaphysiks,https://www.crunchbase.com/organization/metaphysiks,Seed,"Lausanne, Vaud, Switzerland, Europe",2022-06-24,2000000,USD,2000000,Seed,,,,Yes,Metaphysiks is a immersive technology company combining world leading neuroscience and robotics to create multisensory experiences.,"Neuroscience, Robotics",,https://metaphysiks.ch/,,2000000,USD,2000000,Seed,1,,"All Here SA, Logitech, Tej Tadi, The New Frontiers (TNF)",1,4,"66,069"
Seed Round - Plantformance,https://www.crunchbase.com/funding_round/plantformance-seed--245e8f86,Plantformance,https://www.crunchbase.com/organization/plantformance,Seed,"Baden, Aargau, Switzerland, Europe",2023-05-09,,,,Seed,,,,Yes,"Plantformance provides high-performance for manufacturing, with a secured hardware, software & services solution on-site or into the Cloud.","Cloud Infrastructure, Industrial Automation, Information Technology, IT Infrastructure, Software",,https://plantformance.com,Less than $1M,,,,Seed,1,Saint-Gobain NOVA,Saint-Gobain NOVA,,1,"70,785"
