Transaction Name,Transaction Name URL,Organization Name,Organization Name URL,Funding Type,Organization Location,Announced Date,Money Raised,Money Raised Currency,Money Raised (in USD),Funding Stage,Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation (in USD),Equity Only Funding,Organization Description,Organization Industries,Diversity Spotlight,Organization Website,Organization Revenue Range,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Funding Status,Number of Funding Rounds,Lead Investors,Investor Names,Number of Partner Investors,Number of Investors,CB Rank (Funding Round)
Seed Round - ROBOVIS AI,https://www.crunchbase.com/funding_round/robovis-ai-seed--7c2848ae,ROBOVIS AI,https://www.crunchbase.com/organization/robovis-ai,Seed,"Wildau, Brandenburg, Germany, Europe",2024-11-22,,,,Seed,,,,Yes,ROBOVIS AI is a robotics and machine vision startup.,"Machine Learning, Robotics, Sensor",,https://robovis.ai/,,,,,Seed,1,Brandenburg Kapital,"Brandenburg Kapital, PRO Sunflower",1,2,"10,432"
Angel Round - Rencore,https://www.crunchbase.com/funding_round/rencore-angel--7c13f06e,Rencore,https://www.crunchbase.com/organization/rencore,Angel,"Munich, Bayern, Germany, Europe",2024-01-20,,,,Seed,,,,Yes,"Rencore is a Cloud Collaboration Governance SaaS provider, helping organizations to stay in control of their Microsoft 365 cloud .","Cloud Management, Cloud Security, Compliance, Enterprise Applications, Information Technology, Risk Management, SaaS, Software",,https://rencore.com,$10M to $50M,14689201,USD,14689201,Seed,5,,"Christian Dahlen, Flixfounders, Hannes Ametsreiter, Lin Gong Deutschmann, Martin Reitenspiess, New Forge",6,6,"30,152"
Angel Round - Vegablum KG,https://www.crunchbase.com/funding_round/vegablum-kg-angel--104b541e,Vegablum KG,https://www.crunchbase.com/organization/vegablum-kg,Angel,"Plettenberg, Nordrhein-Westfalen, Germany, Europe",2023-09-11,100000,EUR,107476,Seed,298400,EUR,320710,Yes,"Vegablum KG's goal with our vegan products is to make life a little bit better and, above all, tastier.","B2B, E-Commerce, Food and Beverage, Food Processing",,https://vegablum.de,,100000,EUR,107476,Seed,1,"Dagmar Wöhrl, Tillman Schulz","Dagmar Wöhrl, Tillman Schulz",,2,"60,741"
Angel Round - Admetrics,https://www.crunchbase.com/funding_round/admetrics-angel--b040aed5,Admetrics,https://www.crunchbase.com/organization/admetrics,Angel,"Frankfurt, Hessen, Germany, Europe",2023-09-22,,,,Seed,,,,Yes,Admetrics is the first unified analytics solution with integrated experimentation engine and AI-based marketing assistant.,"Advertising, Analytics, Information Technology, Software",,https://www.admetrics.io,Less than $1M,250000,USD,250000,Seed,2,,"Hannibal Soares, Jens Wasel, Toni Hilti",,3,"64,922"
Seed Round - Space Products and Innovation,https://www.crunchbase.com/funding_round/space-innovation-and-innovation-gmbh-seed--1913ad00,Space Products and Innovation,https://www.crunchbase.com/organization/space-innovation-and-innovation-gmbh,Seed,"Darmstadt, Hessen, Germany, Europe",2024-01-15,1630000,EUR,1784030,Seed,,,,Yes,SPIN is a space company specializing in satellite hardware development that reduces cost and satellite manufacturing.,Manufacturing,,https://www.spinintech.com,$1M to $10M,1904030,USD,1904030,Seed,2,"Galaxia, Obloo Ventures","CDP Venture Capital, Galaxia, Innova Venture, Obloo Ventures, Scientifica Venture Capital",2,5,"70,416"
Seed Round - Getsafe,https://www.crunchbase.com/funding_round/getsafe-seed--1b66e2c4,Getsafe,https://www.crunchbase.com/organization/getsafe,Seed,"Heidelberg, Baden-Wurttemberg, Germany, Europe",2015-04-01,790000,USD,790000,Seed,,,,Yes,"Getsafe is a digital insurance company that provides liability, legal, health, and pet insurance services.","Auto Insurance, FinTech, Insurance, InsurTech, Life Insurance, Mobile Apps",,http://www.hellogetsafe.com,Less than $1M,115890000,USD,115890000,Early Stage Venture,5,"Global Founders Capital, Rocket Internet","ApolloCapital, Global Founders Capital, Oliver Roskopf, Rocket Internet, Saarbruecker 21",1,5,"82,591"
Pre Seed Round - Urban Challenger,https://www.crunchbase.com/funding_round/urban-challenger-pre-seed--1bbd8040,Urban Challenger,https://www.crunchbase.com/organization/urban-challenger,Pre-Seed,"Berlin, Berlin, Germany, Europe",2023-09-19,60000,EUR,64089,Seed,180000,EUR,192266,Yes,Urban Challenger is an app or card deck with engaging travel challenges and activities for exploring cities.,"Local, Ticketing, Travel",,http://urbanchallenger.com,,157000,EUR,173690,Seed,3,Janna Ensthaler,Janna Ensthaler,,1,"83,182"
Pre Seed Round - Peak Power,https://www.crunchbase.com/funding_round/peak-power-5e33-pre-seed--d5a951e6,Peak Power,https://www.crunchbase.com/organization/peak-power-5e33,Pre-Seed,"Berlin, Berlin, Germany, Europe",2022-04-07,170000,USD,170000,Seed,,,,Yes,Peak Power is building a distributed energy balancing system by enabling smart and flexible usage of energy assets.,"Clean Energy, CleanTech, Energy",,https://peakpower.io/,,170000,USD,170000,Seed,1,Antler,Antler,2,1,"84,613"
Seed Round - Cloudbrixx,https://www.crunchbase.com/funding_round/cloudbrixx-seed--3e48bfce,Cloudbrixx,https://www.crunchbase.com/organization/cloudbrixx,Seed,"Frankfurt, Hessen, Germany, Europe",2022-11-01,,,,Seed,,,,Yes,Cloudbrixx is versatile software for holistic construction and real estate management.,"Software, Software Engineering",,https://www.cloudbrixx.de,Less than $1M,,,,Seed,1,,,,,"85,706"
Seed Round - Smartlane,https://www.crunchbase.com/funding_round/smartlane-seed--cc2ba71f,Smartlane,https://www.crunchbase.com/organization/smartlane,Seed,"Munich, Bayern, Germany, Europe",2019-10-08,,,,Seed,,,,Yes,Smartlane Transport Intelligence is a cloud-based software for transport optimization for general cargo logistics,"Artificial Intelligence (AI), Machine Learning, Predictive Analytics, SaaS, Software, Transportation",,https://smartlane.ai/en/,$1M to $10M,6200000,EUR,7046920,Seed,8,"Frank Thelen, Freigeist Capital","Frank Thelen, Freigeist Capital",,2,"92,039"
