Transaction Name,Transaction Name URL,Organization Name,Organization Name URL,Funding Type,Organization Location,Announced Date,Money Raised,Money Raised Currency,Money Raised (in USD),Funding Stage,Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation (in USD),Equity Only Funding,Organization Description,Organization Industries,Diversity Spotlight,Organization Website,Organization Revenue Range,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Funding Status,Number of Funding Rounds,Lead Investors,Investor Names,Number of Partner Investors,Number of Investors,CB Rank (Funding Round)
Seed Round - Skillvue,https://www.crunchbase.com/funding_round/algo-ai-s-r-l-seed--ae0bf9e5,Skillvue,https://www.crunchbase.com/organization/algo-ai-s-r-l,Seed,"Milan, Lombardia, Italy, Europe",2025-05-05,5500000,EUR,6234478,Seed,,,,Yes,Skillvue develops an AI-based platform that enables companies to adopt a skills-based approach in all HR-related processes.,"Artificial Intelligence (AI), Human Resources, Information Technology, Software",,https://www.skillvue.ai,,9564619,USD,9564619,Seed,3,360 Capital,"14Peaks Capital, 360 Capital, Italian Founders Fund, Orbita Verticale",3,4,155
Pre Seed Round - ReportAId,https://www.crunchbase.com/funding_round/reportaid-pre-seed--000da2d6,ReportAId,https://www.crunchbase.com/organization/reportaid,Pre-Seed,"Milan, Lombardia, Italy, Europe",2025-05-06,2200000,EUR,2489814,Seed,,,,Yes,"ReportAId is a artificial intelligence company that provides health data for medical reports that is used by patients, doctors, hospitals.","Artificial Intelligence (AI), CRM, SaaS",,https://www.reportaid.ai/it,,2200000,EUR,2489814,Seed,1,Italian Founders Fund,"2100 Ventures, B Heroes, Enrico Giacomelli, Exceptional Ventures, Francesco Zaccariello, HEARTFELT, Italian Founders Fund, ITHACA, Luca Ascani, Luca Foschini, Vento, Vesper Holding",2,12,265
Seed Round - Tundr,https://www.crunchbase.com/funding_round/tundr-seed--68aca383,Tundr,https://www.crunchbase.com/organization/tundr,Seed,"Milan, Lombardia, Italy, Europe",2025-04-16,7200000,EUR,8152165,Seed,,,,Yes,Tundr offers smartcard to companies for sustainable mobility.,"Financial Services, FinTech, Mobile Apps",,https://tundr.tech/,Less than $1M,8900000,EUR,9878804,Seed,2,360 Capital,"360 Capital, Alecla7, Azimut Libera Impresa, Carlo Enrico, CDP Venture Capital, Jean Canzoneri, Vento, Vesper Holding",1,8,295
Seed Round - Medicud,https://www.crunchbase.com/funding_round/medicud-seed--70843120,Medicud,https://www.crunchbase.com/organization/medicud,Seed,"Roma, Lazio, Italy, Europe",2025-04-09,766000,EUR,838411,Seed,,,,Yes,Medicud develops a device for treating wounds with negative pressure dressing.,"Health Care, Medical, Medical Device, Therapeutics",,https://medicud.it/,,1841000,EUR,2003748,Seed,4,,"50 Partners Health, CHMBR Partners, Les Business Angels des Grandes Écoles",2,3,562
Pre Seed Round - ReportAId,https://www.crunchbase.com/funding_round/reportaid-e47c-pre-seed--fb96f7ae,ReportAId,https://www.crunchbase.com/organization/reportaid-e47c,Pre-Seed,"Milano, Lombardia, Italy, Europe",2025-05-06,2200000,USD,2200000,Seed,,,,Yes,"ReportAId is an AI-powered software that breathes life into medical reports to make healthcare more organized, customized, and accessible.","Artificial Intelligence (AI), CRM, Developer Platform, Health Care, SaaS, Software",,https://www.reportaid.ai,,2200000,USD,2200000,Seed,1,Italian Founders Fund,"2100 Ventures, B Heroes, Enrico Giacomelli, Exceptional Ventures, Francesco Zaccariello, HEARTFELT, Italian Founders Fund, Ithaca, Luca Ascani, Luca Foschini, Vento, Vesper Holding",2,12,564
Seed Round - Novac,https://www.crunchbase.com/funding_round/novac-806c-seed--2299e1dc,Novac,https://www.crunchbase.com/organization/novac-806c,Seed,"Modena, Emilia-Romagna, Italy, Europe",2025-03-24,3500000,EUR,3774680,Seed,,,,Yes,Novac provides nanotechnology research services.,"Electronics, Energy, Nanotechnology",,https://www.novacsupercap.com,,3912000,EUR,4219092,Seed,2,EUREKA! Venture SGR,"CDP Venture Capital, EUREKA! Venture SGR, Galaxia",3,3,978
Seed Round - Hotiday,https://www.crunchbase.com/funding_round/hotiday-seed--c610458a,Hotiday,https://www.crunchbase.com/organization/hotiday,Seed,"Milan, Lombardia, Italy, Europe",2025-05-06,5500000,EUR,6224536,Seed,,,,Yes,"Hotiday is the first hospitality startup that applies Instant Buying to the hotel industry to become an ""Online-Only"" hotel chain","E-Commerce, Hotel, Travel Agency",,https://www.hotiday.com/,,6000000,EUR,6770024,Seed,2,P101,"40Jemz Ventures, P101",1,2,"1,003"
Seed Round - Collecto App,https://www.crunchbase.com/funding_round/collecto-app-seed--634ee25b,Collecto App,https://www.crunchbase.com/organization/collecto-app,Seed,"Milano, Lombardia, Italy, Europe",2025-03-31,2300000,EUR,2487161,Seed,12300000,EUR,13300907,Yes,Collecto App objective is to democratize access to luxury items by sharing value and removing economic barriers.,"Apps, Sustainability",,https://collectoapp.com,,3550000,EUR,3833438,Seed,3,,"Alessandro Zanotti, Andrea Travasoni, Fabio Peloso, Giacomo Lorusso, Gianluca Corti, Guido Frisiani, Marcello Albergoni, Marco Bragadin",,8,"1,177"
Seed Round - Covision Media,https://www.crunchbase.com/funding_round/covision-media-seed--678e4d60,Covision Media,https://www.crunchbase.com/organization/covision-media,Seed,"Brixen, Trentino-Alto Adige, Italy, Europe",2025-03-31,5000000,EUR,5406873,Seed,,,,Yes,"Covision Media specializes in creating high-quality, relightable 3D models using their industrial 3D scanners.","3D Printing, 3D Technology, Digital Media",,https://www.covisionmedia.ai,,5000000,EUR,5406873,Seed,1,CDP Venture Capital,"Alpine Venture Capital, Antonio Carriero, CDP Venture Capital, Daniel Cremers, Emanuele Visconti, Euregio+, Franco Fogliato, Nathaniel Barling, Redstone.VC, TBA Network, The Techshop, Utsav Somani",5,12,"1,242"
Seed Round - Tutornow,https://www.crunchbase.com/funding_round/tutornow-seed--fb2ff78c,Tutornow,https://www.crunchbase.com/organization/tutornow,Seed,"Lomazzo, Lombardia, Italy, Europe",2025-05-06,,,,Seed,,,,Yes,AI enblaed Online tutoring platform focused on students with learning disorders,"E-Learning, EdTech, Education, Internet, Tutoring",,https://www.tutornow.it/,Less than $1M,120000,USD,120000,Seed,2,Mario Peveraro,"Invitalia, KF-Invest, Mario Peveraro, Techstars",,4,"1,422"
Seed Round - MgShell,https://www.crunchbase.com/funding_round/mgshell-seed--3daaf6a3,MgShell,https://www.crunchbase.com/organization/mgshell,Seed,"Milan, Lombardia, Italy, Europe",2025-04-30,1140000,EUR,1295798,Seed,,,,Yes,MgShell manufactures intraocular devices for treating exudative form of age-related macular degeneration.,"Health Care, Manufacturing, Medical Device",,https://www.mgshell.com,$1M to $10M,1640000,EUR,1840473,Seed,3,Capital Cell,"Bios Line Holding, Capital Cell, Italian Angels for Biotech, Simon Fiduciaria",,4,"1,632"
Seed Round - Cassandra,https://www.crunchbase.com/funding_round/cassandra-8492-seed--07869f16,Cassandra,https://www.crunchbase.com/organization/cassandra-8492,Seed,"Milano, Lombardia, Italy, Europe",2025-03-24,2000000,EUR,2165756,Seed,,,,Yes,Cassandra is an AI Budget allocator that tells you how much and where to spend our advertising budget to maximize your ROI.,"Advertising, Analytics, Artificial Intelligence (AI), Machine Learning, Marketing Automation, Predictive Analytics, SaaS, Software",,https://cassandra.app/,,2300000,EUR,2486060,Seed,2,Italian Founders Fund,"Italian Founders Fund, Lorenzo Lato, Mana Ventures, Marco Di Pietro, Pitchdrive, Webranking",,6,"1,818"
Seed Round - Subbyx,https://www.crunchbase.com/funding_round/subbyx-seed--1db51f92,Subbyx,https://www.crunchbase.com/organization/subbyx,Seed,"Milan, Lombardia, Italy, Europe",2025-01-30,15000000,EUR,15596244,Seed,,,,Yes,Subbyx provides long-term subscriptions for technology products and small home appliances.,"Consumer Goods, Service Industry, Subscription Service",,https://www.subbyx.com/en,,20500000,EUR,21600283,Seed,2,Azimut Digitech Fund,"ALIcrowd, Azimut Digitech Fund",1,2,"2,851"
Pre Seed Round - Skillvue,https://www.crunchbase.com/funding_round/algo-ai-s-r-l-pre-seed--baab59d9,Skillvue,https://www.crunchbase.com/organization/algo-ai-s-r-l,Pre-Seed,"Milan, Lombardia, Italy, Europe",2024-09-03,2500000,EUR,2762141,Seed,,,,Yes,Skillvue develops an AI-based platform that enables companies to adopt a skills-based approach in all HR-related processes.,"Artificial Intelligence (AI), Human Resources, Information Technology, Software",,https://www.skillvue.ai,,9564619,USD,9564619,Seed,3,"14Peaks Capital, Italian Founders Fund","14Peaks Capital, Italian Founders Fund, Ithaca 3, K Fund, Orbita Verticale",2,5,"2,991"
Pre Seed Round - Hypesound,https://www.crunchbase.com/funding_round/hypesound-pre-seed--0c5f1df3,Hypesound,https://www.crunchbase.com/organization/hypesound,Pre-Seed,"Perugia, Umbria, Italy, Europe",2025-01-20,1090000,USD,1090000,Seed,,,,Yes,Hypesound is revolutionizing the fermentation industry with its innovative sound wave technology.,Biotechnology,,https://www.hypesound.it,,1274924,USD,1274924,Seed,3,Eatable Adventures,"Athena FH, CDP Venture Capital, Eatable Adventures, Exor Ventures, NextUp, Ulixes Capital, Vento",,7,"3,071"
Seed Round - Mopso,https://www.crunchbase.com/funding_round/mopso-seed--aa38363d,Mopso,https://www.crunchbase.com/organization/mopso,Seed,"Milan, Lombardia, Italy, Europe",2025-02-27,1000000,EUR,1047766,Seed,,,,Yes,Software solutions for the anti-money laundering,"Consulting, Finance, Software",,https://www.mopso.eu/,,1000000,EUR,1047766,Seed,1,Apside,"Apside, CDP Venture Capital, Moltiply",3,3,"4,337"
