Transaction Name,Transaction Name URL,Organization Name,Organization Name URL,Funding Type,Organization Location,Announced Date,Money Raised,Money Raised Currency,Money Raised (in USD),Funding Stage,Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation (in USD),Equity Only Funding,Organization Description,Organization Industries,Diversity Spotlight,Organization Website,Organization Revenue Range,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Funding Status,Number of Funding Rounds,Lead Investors,Investor Names,Number of Partner Investors,Number of Investors,CB Rank (Funding Round)
Seed Round - Foodsi,https://www.crunchbase.com/funding_round/foodsi-seed--59008a80,Foodsi,https://www.crunchbase.com/organization/foodsi,Seed,"Warsaw, Mazowieckie, Poland, Europe",2024-10-29,1200000,EUR,1298392,Seed,,,,Yes,Grab before it's too late!,"Apps, Food and Beverage, Food Delivery, Online Portals",,https://www.foodsi.pl/,$10M to $50M,2650000,EUR,2750226,Seed,3,,"AC/VC Impact Fund, AIP Seed, SATUS Starter",1,3,"12,097"
Seed Round - INKsearch.co,https://www.crunchbase.com/funding_round/inksearch-co-booking-platform-for-tattoo-lovers-seed--8ffd8c2f,INKsearch.co,https://www.crunchbase.com/organization/inksearch-co-booking-platform-for-tattoo-lovers,Seed,"Wroclaw, Dolnoslaskie, Poland, Europe",2024-01-01,196000,EUR,216318,Seed,4000000,EUR,4414650,Yes,INKsearch - SaaS-enabled marketplace with AI for the tattoo industry. We simply speed up connection between best artists and clients,"Machine Learning, Marketplace, SaaS, Software",,https://www.inksearch.co/,$1M to $10M,979288,USD,979288,Seed,6,,"Andrejs Lielkalns, EKIPA Investments, Maciej Filipkowski, Startup Wise Guys",,4,"13,447"
Seed Round - Nextrope,https://www.crunchbase.com/funding_round/nextrope-seed--31799d45,Nextrope,https://www.crunchbase.com/organization/nextrope,Seed,"Gdynia, Pomorskie, Poland, Europe",2025-02-05,1000000,USD,1000000,Seed,,,,Yes,"Nextrope is a blockchain development company specializing in DeFi, smart contract security, and AI-driven fintech solutions.","Blockchain, Mobile, Smart Contracts",,https://nextrope.com,,1000000,USD,1000000,Seed,1,Polish Agency for Enterprise Development,Polish Agency for Enterprise Development,,1,"14,333"
Seed Round - Saleor Commerce,https://www.crunchbase.com/funding_round/saleor-commerce-seed--0921d921,Saleor Commerce,https://www.crunchbase.com/organization/saleor-commerce,Seed,"Wroclaw, Dolnoslaskie, Poland, Europe",2024-02-05,8000000,USD,8000000,Seed,,,,Yes,The world’s fastest growing open-source ecommerce platform with billions of dollars transacted.,"Developer APIs, E-Commerce, E-Commerce Platforms, Open Source",,https://saleor.io,$1M to $10M,10500000,USD,10500000,Seed,2,"Target Global, Zalando","Cherry Ventures, Kevin Mahaffey, Target Global, TQ Ventures, Zalando",3,5,"20,354"
Seed Round - Aleet,https://www.crunchbase.com/funding_round/aleet-seed--0956590a,Aleet,https://www.crunchbase.com/organization/aleet,Seed,"Lublin, Lubelskie, Poland, Europe",2024-02-13,1200000,EUR,1285019,Seed,,,,Yes,A technology company specializing in the dynamic management of fleet operations with a use of AI/ML,"Artificial Intelligence (AI), Logistics, Machine Learning, Transportation",,https://aleet.co/,,1450000,EUR,1582963,Seed,2,CofounderZone,"CofounderZone, FundingBox Deep Tech Fund",,2,"29,507"
Seed Round - LiveKid,https://www.crunchbase.com/funding_round/livekid-seed--453d3548,LiveKid,https://www.crunchbase.com/organization/livekid,Seed,"Cracow, Malopolskie, Poland, Europe",2023-11-08,3140000,EUR,3363364,Seed,,,,Yes,Innovative system for nurseries and kindergartens,Education,,https://livekid.com,$10M to $50M,5677613,USD,5677613,Seed,2,Inovo.vc,Inovo.vc,1,1,"29,679"
Seed Round - MIM Fertility,https://www.crunchbase.com/funding_round/mim-fertility-seed--40e89ee9,MIM Fertility,https://www.crunchbase.com/organization/mim-fertility,Seed,"Warszawa, Mazowieckie, Poland, Europe",2023-12-04,2000000,USD,2000000,Seed,,,,Yes,MIM Fertility help fertility professionals improve patient outcomes and increase clinic efficiency by artificial intelligence .,"Artificial Intelligence (AI), Hospital, Medical",,https://www.mimfertility.ai,,2000000,USD,2000000,Seed,1,,"Peleton, Tangent Line Ventures",1,2,"33,943"
Angel Round - Gekko Photonics,https://www.crunchbase.com/funding_round/gekko-photonics-angel--43f4e08f,Gekko Photonics,https://www.crunchbase.com/organization/gekko-photonics,Angel,"Wroclaw, Dolnoslaskie, Poland, Europe",2024-01-01,100000,USD,100000,Seed,,,,Yes,European developer of innovative photonics,"Chemical, Chemical Engineering, Cosmetics, Food Processing, Health Diagnostics, Industrial Engineering, Quality Assurance",,https://www.gekkophotonics.com,,1850000,USD,1850000,Seed,9,,,,,"36,424"
Pre Seed Round - Sand Made,https://www.crunchbase.com/funding_round/sand-made-pre-seed--712aa6ee,Sand Made,https://www.crunchbase.com/organization/sand-made,Pre-Seed,"Kraków, Malopolskie, Poland, Europe",2024-12-18,200000,USD,200000,Seed,,,,Yes,"Sand Made specializes in tool-less metal casting, utilizing additive manufacturing and digital technologies to streamline production.","3D Printing, Machinery Manufacturing",,https://www.sandmade.pl/,,200000,USD,200000,Seed,1,,Antler,,1,"39,051"
Seed Round - Influence That Matters,https://www.crunchbase.com/funding_round/influence-that-matters-seed--c5125474,Influence That Matters,https://www.crunchbase.com/organization/influence-that-matters,Seed,"Warsaw, Mazowieckie, Poland, Europe",2023-11-30,4000000,PLN,1001082,Seed,,,,Yes,Influence That Matters is a platform that believes in the power of real connections.,"Advertising, Content Creators, Social Media Management",,https://itm.media/,,4000000,PLN,1001082,Seed,1,Arkley Brinc VC,Arkley Brinc VC,1,1,"42,894"
Seed Round - Plenti,https://www.crunchbase.com/funding_round/plenti-4680-seed--a878da65,Plenti,https://www.crunchbase.com/organization/plenti-4680,Seed,"Warsaw, Mazowieckie, Poland, Europe",2023-02-09,23000000,PLN,5194219,Seed,,,,Yes,"Plenti is a rent tech on-demand that offers a fast, easy, and safe access to consumer electronics.","Consumer Electronics, E-Commerce, E-Commerce Platforms, Mobile Apps, Sharing Economy",,https://plenti.app/,$10M to $50M,7110269,USD,7110269,Seed,4,4growth VC,"4growth VC, AIP Seed, Kuba Filipowski, Montis Capital Group, NCBR Investment Fund ASI S.A., Peter Bialo, Pointer.Capital",2,7,"47,347"
Seed Round - Hexacore,https://www.crunchbase.com/funding_round/hexacore-seed--11ff2857,Hexacore,https://www.crunchbase.com/organization/hexacore,Seed,"Warsaw, Mazowieckie, Poland, Europe",2023-07-18,3500000,USD,3500000,Seed,,,,Yes,Hexacore is a leading developer and publisher of web3 games.,Web3,,https://www.hexacore.io/,,3500000,USD,3500000,Seed,1,Scalo Technologies,Scalo Technologies,,1,"54,009"
Seed Round - Kogena,https://www.crunchbase.com/funding_round/kogena-seed--74c2495c,Kogena,https://www.crunchbase.com/organization/kogena,Seed,"Wroclaw, Dolnoslaskie, Poland, Europe",2023-07-12,4000000,PLN,1004079,Seed,16000000,PLN,4016314,Yes,Kogena develops the first vendor-independent AI-powered platform for monitoring collaborative robots (cobots),"Analytics, Artificial Intelligence (AI), Machine Learning",,https://kogena.com,$1M to $10M,2460801,USD,2460801,Seed,3,JR Holding,"JR Holding, Plug and Play",1,2,"59,203"
Seed Round - OstendiHR,https://www.crunchbase.com/funding_round/ostendi-global-seed--7c6bed62,OstendiHR,https://www.crunchbase.com/organization/ostendi-global,Seed,"Warszawa, Mazowieckie, Poland, Europe",2023-10-02,2000000,PLN,453838,Seed,,,,Yes,"OstendiHR provides professional tools to diagnose competencies and identify talents, automated assessments, and clear reports.","Human Resources, Information Technology, Software",,https://ostendihr.com/,Less than $1M,2000000,PLN,453838,Seed,1,Smartlink Partners,Smartlink Partners,1,1,"59,243"
