Transaction Name,Transaction Name URL,Organization Name,Organization Name URL,Funding Type,Organization Location,Announced Date,Money Raised,Money Raised Currency,Money Raised (in USD),Funding Stage,Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation (in USD),Equity Only Funding,Organization Description,Organization Industries,Diversity Spotlight,Organization Website,Organization Revenue Range,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Funding Status,Number of Funding Rounds,Lead Investors,Investor Names,Number of Partner Investors,Number of Investors,CB Rank (Funding Round)
Seed Round - Clovis,https://www.crunchbase.com/funding_round/clovis-seed--e1bbe9b9,Clovis,https://www.crunchbase.com/organization/clovis,Seed,"Clichy, Ile-de-France, France, Europe",2025-01-28,2000000,EUR,2086319,Seed,,,,Yes,"Clovis is the result of collaborative work between construction professionals: prime contractors, building owners and builders.","Architecture, Construction, Information Technology, Real Estate, Software",,https://www.clovis.app,,2000000,EUR,2086319,Seed,1,Tomcat,"Tomcat, welovefounders",,2,"12,231"
Seed Round - Laclarée,https://www.crunchbase.com/funding_round/laclarée-seed--58b1aa8f,Laclarée,https://www.crunchbase.com/organization/laclarée,Seed,"Lyon, Rhone-Alpes, France, Europe",2025-01-28,3500000,EUR,3649563,Seed,,,,Yes,Laclarée develops a pair of adaptive eyeglasses for presbyopia.,Eyewear,,http://www.laclaree-vision.com/,,8000000,EUR,8457425,Seed,5,,"High-Tech Gruenderfonds, Rimonci Capital, UI Investissement",1,3,"12,649"
Pre Seed Round - Paramedic,https://www.crunchbase.com/funding_round/paramedic-bdee-pre-seed--4248c57b,Paramedic,https://www.crunchbase.com/organization/paramedic-bdee,Pre-Seed,"Paris, Ile-de-France, France, Europe",2024-01-01,,,,Seed,,,,Yes,Paramedic is an ambulance company that provides medical transportation for patients to supports healthcare.,"Logistics, Medical, Transportation",,https://paramedic.tech/,$1M to $10M,,,,Seed,1,,Flat6Labs,,1,"17,230"
Seed Round - Viti-Tunnel,https://www.crunchbase.com/funding_round/viti-tunnel-seed--2d49e902,Viti-Tunnel,https://www.crunchbase.com/organization/viti-tunnel,Seed,"Le Haillan, Aquitaine, France, Europe",2024-06-03,2000000,EUR,2181451,Seed,,,,Yes,"Viti-Tunnel is a company that provides retractable tunnel device for vines to protect against rain, hail, frost and weather damage.","AgTech, Manufacturing",,https://viti-tunnel.com,,2000000,EUR,2181451,Seed,1,Demeter,Demeter,1,1,"17,841"
Seed Round - Twistr,https://www.crunchbase.com/funding_round/twistr-seed--5cc59e9c,Twistr,https://www.crunchbase.com/organization/twistr,Seed,"Paris, Ile-de-France, France, Europe",2024-04-02,1050000,USD,1050000,Seed,,,,Yes,Twistr - The ultimate AI Travel Agent,"Artificial Intelligence (AI), Travel",,https://twistr.com/,,3150000,USD,3150000,Seed,3,Agartha Fund LP,"Agartha Fund LP, Loyal VC",,2,"22,808"
Seed Round - CIBLER,https://www.crunchbase.com/funding_round/cibler-seed--7b1be479,CIBLER,https://www.crunchbase.com/organization/cibler,Seed,"Mérignac, Aquitaine, France, Europe",2024-04-16,,,,Seed,,,,Yes,CibleR is a cause-related fintech. Turnkey solution for Marketing & CSR to target rewards/vouchers/giftcards for a cause or an ecosystem.,"Artificial Intelligence (AI), Digital Marketing, E-Commerce, FinTech, Gift Card, Loyalty Programs, Machine Learning, Public Relations, Retail, Sustainability",,https://www.cibler.com,$1M to $10M,,,,Seed,1,Crédit Agricole,Crédit Agricole,,1,"24,795"
Angel Round - BYSTAMP,https://www.crunchbase.com/funding_round/bystamp-angel--a3cac1e0,BYSTAMP,https://www.crunchbase.com/organization/bystamp,Angel,"Vannes, Bretagne, France, Europe",2024-08-02,600000,EUR,655230,Seed,,,,Yes,ByStamp is a face-to-face authentication and digital signature on smartphones and tablets.,"Computer, Software",,https://www.bystamp.com,$1M to $10M,3600000,EUR,3614026,Seed,2,,,,,"25,578"
Seed Round - MagIA Diagnostics,https://www.crunchbase.com/funding_round/magia-diagnostics-seed--de82fea3,MagIA Diagnostics,https://www.crunchbase.com/organization/magia-diagnostics,Seed,"Échirolles, Rhone-Alpes, France, Europe",2025-01-15,1150000,EUR,1183771,Seed,,,,Yes,MagIA Diagnostics designs and develops tests dedicated to rapid screening and multiparameter.,"Biotechnology, Medical",,https://www.magia-diagnostics.com/,$1M to $10M,2450000,EUR,2699115,Seed,2,,,,,"27,120"
Seed Round - Alobees,https://www.crunchbase.com/funding_round/alobees-seed--69900733,Alobees,https://www.crunchbase.com/organization/alobees,Seed,"Paris, Ile-de-France, France, Europe",2023-11-10,500000,EUR,534875,Seed,,,,Yes,Alobees is a French startup providing construction companies with a digital solution for the management of their sites.,"Android, Construction, Consumer Applications, iOS, Mobile Apps, Software",,https://www.alobees.com,Less than $1M,500000,EUR,534875,Seed,2,The Moon Venture,The Moon Venture,,1,"27,630"
Seed Round - Promyze,https://www.crunchbase.com/funding_round/promyze-seed--5697d0fd,Promyze,https://www.crunchbase.com/organization/promyze,Seed,"Bordeaux, Aquitaine, France, Europe",2023-11-17,935000,EUR,1020754,Seed,,,,Yes,Promyze is a platform and tool for software development practices.,"Information Technology, Small and Medium Businesses, Software",,https://promyze.com,,935000,EUR,1020754,Seed,1,,"Alex Roubinet, Baptiste Hamel, Edouard de Raulin, Eric La Bonnardiere, Evolem Start, Laurent Ritter, Romain RAFFARD, Thibault Lougnon",,8,"30,076"
