Transaction Name,Transaction Name URL,Organization Name,Organization Name URL,Funding Type,Organization Location,Announced Date,Money Raised,Money Raised Currency,Money Raised (in USD),Funding Stage,Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation (in USD),Equity Only Funding,Organization Description,Organization Industries,Diversity Spotlight,Organization Website,Organization Revenue Range,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Funding Status,Number of Funding Rounds,Lead Investors,Investor Names,Number of Partner Investors,Number of Investors,CB Rank (Funding Round)
Angel Round - Glowbl,https://www.crunchbase.com/funding_round/glowbl-angel--847bc004,Glowbl,https://www.crunchbase.com/organization/glowbl,Angel,"Lyon, Rhone-Alpes, France, Europe",2013-09-01,900000,USD,900000,Seed,,,,Yes,Glowbl enables to turn any digital service into a collaborative experience where human interactions are represented just like in real life.,"Collaboration, Real Time, Social Media, Social Shopping, Video Conferencing",,https://www.glowbl.com,$1M to $10M,7100000,USD,7100000,Seed,5,,,,,"255,399"
Seed Round - BoondManager,https://www.crunchbase.com/funding_round/boondmanager-seed--e96fc3c2,BoondManager,https://www.crunchbase.com/organization/boondmanager,Seed,"Esboz-brest, Franche-Comte, France, Europe",2024-02-27,32000000,EUR,34689588,Seed,,,,Yes,"BoondManager is the partner of many consulting, engineering and service companies.",Computer,,http://www.boondmanager.com,$1M to $10M,32000000,EUR,34689588,Seed,1,Expedition Growth Capital,Expedition Growth Capital,1,1,"13,890"
Seed Round - Tanssi Network,https://www.crunchbase.com/funding_round/tanssi-network-seed--6afacb24,Tanssi Network,https://www.crunchbase.com/organization/tanssi-network,Seed,"Us, Picardie, France, Europe",2024-03-21,6000000,USD,6000000,Seed,,,,Yes,Tanssi is an app chain infrastructure protocol that simplifies app chain deployment.,"Blockchain, Developer Tools, Software",,https://www.tanssi.network,,9000000,USD,9000000,Seed,2,"KR1, Scytale Digital, SNZ Holding","Albert Malagarriga, Arrington Capital, Blockchain Founders Fund, Borderless Capital, Frens Syndicate x VC DAO, Hypersphere Ventures, KR1, Scytale Digital, SNZ Holding",2,9,"14,466"
Seed Round - Meludia,https://www.crunchbase.com/funding_round/meludia-seed--918802fb,Meludia,https://www.crunchbase.com/organization/meludia,Seed,"Paris, Ile-de-France, France, Europe",2012-07-03,70000,USD,70000,Seed,,,,Yes,Meludia is a web application for learning music through emotions and understanding musical compositions.,"Developer Tools, Education, Music",,http://www.meludia.com,$1M to $10M,1022137,USD,1022137,,5,,,,,"169,557"
Pre Seed Round - Jacobs Pet,https://www.crunchbase.com/funding_round/jacobs-pet-pre-seed--da6af568,Jacobs Pet,https://www.crunchbase.com/organization/jacobs-pet,Pre-Seed,"Paris, Ile-de-France, France, Europe",2024-03-20,,,,Seed,,,,Yes,"Jacob’s Pet designs and manufactures supplies for dogs and small animals, including toys, grooming tools, and enrichment products.",,,,,,,,Seed,1,,,,,"66,369"
Angel Round - Redluxury,https://www.crunchbase.com/funding_round/redluxury-angel--2e805d61,Redluxury,https://www.crunchbase.com/organization/redluxury,Angel,"Paris, Ile-de-France, France, Europe",2014-07-04,1000000,EUR,1359466,Seed,,,,Yes,Redluxury manufactures and distributes watches through retail and online networks in France and internationally.,"Consumer Goods, E-Commerce, Fashion, Retail, Wearables",,http://redluxury.fr,$1M to $10M,1000000,EUR,1359466,,3,Newfund,"Avolta Partners, Newfund",,2,"67,145"
Pre Seed Round - Laymoon,https://www.crunchbase.com/funding_round/laymoon-pre-seed--52ed64d9,Laymoon,https://www.crunchbase.com/organization/laymoon,Pre-Seed,"Paris, Ile-de-France, France, Europe",2022-10-07,200000,USD,200000,Seed,,,,Yes,Laymoon ia a payment app.,"Apps, Mobile Payments",,https://www.laymoon.fr/,,200000,USD,200000,Seed,1,CDG Invest,CDG Invest,,1,"68,532"
Seed Round - Effy,https://www.crunchbase.com/funding_round/effy-502c-seed--531ed90c,Effy,https://www.crunchbase.com/organization/effy-502c,Seed,"Paris, Ile-de-France, France, Europe",2023-03-29,20000000,EUR,21685506,Seed,,,,Yes,Effy is a France based energy renovation company.,"Energy, Environmental Consulting",,http://www.effy.fr/,$50M to $100M,20000000,EUR,21685506,Seed,1,Felix Capital,Felix Capital,1,1,"71,952"
Seed Round - Comple Pharme,https://www.crunchbase.com/funding_round/comple-pharme-seed--18b92539,Comple Pharme,https://www.crunchbase.com/organization/comple-pharme,Seed,"Rillieux, Rhone-Alpes, France, Europe",2022-08-01,110000,USD,110000,Seed,,,,Yes,Comple Pharme is a manufacturer of herbal food supplements.,"Alternative Medicine, Biopharma, Dietary Supplements, Pharmaceutical",,http://complepharma.com,,110000,USD,110000,Seed,1,Algerian Startup Fund,Algerian Startup Fund,,1,"85,348"
Seed Round - Ilios International,https://www.crunchbase.com/funding_round/ilios-international-seed--d5b78816,Ilios International,https://www.crunchbase.com/organization/ilios-international,Seed,"Aix-en-provence, Provence-Alpes-Cote d'Azur, France, Europe",2023-04-12,1000000,EUR,1099740,Seed,,,,Yes,Ilios International is a independent assistance and travel risk management company focuses on global security issues.,"Risk Management, Security",,https://www.iliosinternational.com,,1000000,EUR,1099740,Seed,1,,"Groupe BPCE, Région Sud Investissement",,2,"94,208"
Seed Round - MyC,https://www.crunchbase.com/funding_round/myc-8445-seed--16c43f46,MyC,https://www.crunchbase.com/organization/myc-8445,Seed,"Montreuil, Ile-de-France, France, Europe",2021-07-01,2000000,EUR,2369160,Seed,,,,Yes,MyC is a software platform that provides a data collection and management app that provides employers with predictive analysis.,"Data Collection and Labeling, Health Care, Information Technology, Service Industry, Software",,https://www.myc.doctor/,,2000000,EUR,2369160,Seed,1,Elaia,Elaia,1,1,"96,989"
Seed Round - Occarent,https://www.crunchbase.com/funding_round/occarent-seed--e4e18465,Occarent,https://www.crunchbase.com/organization/occarent,Seed,"Pexiora, Languedoc-Roussillon, France, Europe",2021-06-10,,,,Seed,,,,Yes,Occarent is a rental company that provides long-term rental services of equipment goods.,"Industrial, Recreational Vehicles, Rental",,https://occarent.fr/,,,,,Seed,1,Crédit Mutuel Equity,Crédit Mutuel Equity,,1,"102,961"
Seed Round - Smartplace,https://www.crunchbase.com/funding_round/smartplace-7aa4-seed--adb2d150,Smartplace,https://www.crunchbase.com/organization/smartplace-7aa4,Seed,"Paris, Ile-de-France, France, Europe",2020-10-14,640000,USD,640000,Seed,,,,Yes,Smartplace provides activities management solution designed for small businesses.,Software,,http://www.smartplace.pro/fr,,800000,USD,800000,Seed,2,,"Bashar Hamood, FasterCapital, Hesham Zreik",1,3,"110,787"
Seed Round - hestiia,https://www.crunchbase.com/funding_round/hestiia-seed--766d3933,hestiia,https://www.crunchbase.com/organization/hestiia,Seed,"Paris, Ile-de-France, France, Europe",2023-02-20,2700000,EUR,2884289,Seed,,,,Yes,hestiia is a manufacturing company that developms smart electric radiators that are eco-friendly.,"Manufacturing, Renewable Energy",,https://hestiia.com/,,2700000,EUR,2884289,Seed,1,,"Bpifrance, New Layer Capital, NOIA Capital",,3,"113,117"
Seed Round - GAC Technology,https://www.crunchbase.com/funding_round/gac-technology-seed--877258e3,GAC Technology,https://www.crunchbase.com/organization/gac-technology,Seed,"Lyon, Rhone-Alpes, France, Europe",2022-10-03,800000,EUR,786687,Seed,,,,Yes,GAC Technology offers management software in SaaS mode.,"Information Technology, Software",,https://www.gac-technology.com,,800000,EUR,786687,Seed,1,,Bpifrance,,1,"121,619"
Angel Round - Alkion BioInnovations,https://www.crunchbase.com/funding_round/alkion-bioinnovations-alkinnov-angel--3a1f8413,Alkion BioInnovations,https://www.crunchbase.com/organization/alkion-bioinnovations-alkinnov,Angel,"Boulogne-billancourt, Ile-de-France, France, Europe",2017-10-11,240000,EUR,284748,Seed,,,,Yes,Alkion BioInnovations is a biotechnology company based in France.,"Biotechnology, Natural Resources, Nutrition",,http://www.alkinnov.com,$1M to $10M,7263000,EUR,7961031,Seed,9,Groupe Azeden,Groupe Azeden,,1,"132,073"
Seed Round - Diafir,https://www.crunchbase.com/funding_round/diafir-seed--138ab005,Diafir,https://www.crunchbase.com/organization/diafir,Seed,"Rennes, Bretagne, France, Europe",2012-06-14,300000,EUR,378114,Seed,,,,Yes,"DIAFIR develops, manufactures and markets fast biological analytical tools based upon unique infra red fiber sensor technology.","Biotechnology, Manufacturing, Medical Device, Sensor",,http://diafir.com/,Less than $1M,1370000,EUR,1670110,,3,GO CAPITAL,GO CAPITAL,,1,"132,593"
Angel Round - Geovelo,https://www.crunchbase.com/funding_round/geovelo-angel--6026b117,Geovelo,https://www.crunchbase.com/organization/geovelo,Angel,"Tours, Centre, France, Europe",2018-02-26,600000,EUR,738930,Seed,,,,Yes,Geovelo application is free and guides cyclists on roads with cycling facilities or on low traffic roads.,"Information Technology, Mobile Apps",,https://geovelo.fr/,$1M to $10M,4400000,EUR,4906579,Early Stage Venture,2,Val'Angels,Val'Angels,,1,"132,231"
Seed Round - Leadformance,https://www.crunchbase.com/funding_round/leadformance-seed--78246359,Leadformance,https://www.crunchbase.com/organization/leadformance,Seed,"Paris, Ile-de-France, France, Europe",2007-09-01,1000000,USD,1000000,Seed,,,,Yes,"Leadformance offers BRIDGE, a cross-channel solution that connects client website visitors with its point-of-sale (POS) network.","Local, Mobile, Software",,http://www.leadformance.com,,2500000,USD,2500000,M&A,2,,,,,"387,686"
Angel Round - Geolid,https://www.crunchbase.com/funding_round/geolid-angel--1d974cb3,Geolid,https://www.crunchbase.com/organization/geolid,Angel,"Lyon, Rhone-Alpes, France, Europe",2008-07-25,300000,EUR,470980,Seed,,,,Yes,Geolid is a search optimization website with a primary focus on french consumers.,"Advertising, Internet, Search Engine, Social Network",,http://www.geolid.com,$10M to $50M,36600345,USD,36600345,Late Stage Venture,5,,,,,"474,835"
Seed Round - dydu,https://www.crunchbase.com/funding_round/do-you-dream-up-seed--1fd4e54d,dydu,https://www.crunchbase.com/organization/do-you-dream-up,Seed,"Paris, Ile-de-France, France, Europe",2021-03-15,6300000,EUR,7513390,Seed,,,,Yes,"Dydu edits a software to create and easily manage conversation robots : chatbot, callbot & voicebot.","Artificial Intelligence (AI), Chatbot, Enterprise Software, Information Technology, Machine Learning, Software",,http://www.dydu.ai,$1M to $10M,6300000,EUR,7513390,Seed,2,,"Crédit Agricole, Entrepreneur Invest",,2,"136,821"
Seed Round - Strategeex,https://www.crunchbase.com/funding_round/strategeex-seed--da9e8917,Strategeex,https://www.crunchbase.com/organization/strategeex,Seed,"Lyon, Rhone-Alpes, France, Europe",2021-11-29,250000,USD,250000,Seed,,,,Yes,Strategeex offers collaborative solutions to handle strategic management and integrated solutions.,"Analytics, Information Technology, SaaS, Software",,https://en.strategeex.com,$1M to $10M,250000,USD,250000,Seed,1,,Newchip Accelerator,,1,"139,673"
Pre Seed Round - Younited,https://www.crunchbase.com/funding_round/younited-group-pre-seed--d87bfbfa,Younited,https://www.crunchbase.com/organization/younited-group,Pre-Seed,"Paris, Ile-de-France, France, Europe",2010-05-01,623000,EUR,828835,Seed,,,,Yes,Younited provides an online platform that connects and facilitates financial transactions between lenders and borrowers.,"Credit, Financial Services, FinTech",,https://www.younited-group.com,$10M to $50M,483799000,EUR,540660604,IPO,11,,Kima Ventures,,1,"145,438"
Seed Round - WebAR.rocks,https://www.crunchbase.com/funding_round/webar-rocks-seed--b08c3d15,WebAR.rocks,https://www.crunchbase.com/organization/webar-rocks,Seed,"Palaiseau, Ile-de-France, France, Europe",2022-02-08,600000,USD,600000,Seed,,,,Yes,Real-time computer vision libraries for the web.,"Augmented Reality, Computer Vision, Machine Learning, Software, Video, Web Development",,https://webar.rocks,,600000,USD,600000,Seed,1,,,,,"147,501"
Seed Round - Semji,https://www.crunchbase.com/funding_round/semji-seed--fd53adb9,Semji,https://www.crunchbase.com/organization/semji,Seed,"Lyon, Rhone-Alpes, France, Europe",2023-01-01,,,,Seed,,,,Yes,"Semji is an AI-powered SaaS platform that enables marketing teams to efficiently produce accurate, high-quality, SEO-optimized content.","Content, Marketing, SaaS, SEO, Software",,https://semji.com/,$10M to $50M,,,,Seed,1,,,,,"147,704"
Seed Round - Prima Vital,https://www.crunchbase.com/funding_round/prima-vital-seed--56995641,Prima Vital,https://www.crunchbase.com/organization/prima-vital,Seed,"Saint-raphaël, Provence-Alpes-Cote d'Azur, France, Europe",2021-06-01,,,,Seed,,,,Yes,Prima Vital provides homecare and accessibility solutions for the elderly and people with reduced mobility.,"Health Care, Life Science, Medical",,https://www.primavital.fr/,,,,,Seed,1,,Omnes Capital,,1,"154,845"
Seed Round - Defymed,https://www.crunchbase.com/funding_round/defymed-seed--88f54f5f,Defymed,https://www.crunchbase.com/organization/defymed,Seed,"Strasbourg, Alsace, France, Europe",2020-05-05,1000000,EUR,1083887,Seed,,,,Yes,Defymed is a leader in the development of innovative implantable medical devices that change the paradigm of therapeutics' administration.,"Diabetes, Health Care, Medical Device",,http://defymed.com/,$1M to $10M,4700000,EUR,5472644,Seed,4,Cap Innov'Est,Cap Innov'Est,,1,"154,889"
Seed Round - AdEchoTech,https://www.crunchbase.com/funding_round/adechotech-seed--4ad86d97,AdEchoTech,https://www.crunchbase.com/organization/adechotech,Seed,"Naveil, Centre, France, Europe",2015-05-01,1000000,EUR,1119955,Seed,,,,Yes,AdEchoTech is specialized in tele-ultrasound with a robotic solution named MELODY.,"Fitness, Health Care, Medical, Medical Device, Robotics",,http://www.adechotech.com/,$1M to $10M,5000000,EUR,5496615,,2,M Capital Partners,"Center National D'Etudes Spatiales, M Capital Partners",,2,"156,836"
Seed Round - Travellution,https://www.crunchbase.com/funding_round/travellution-seed--7bbdb429,Travellution,https://www.crunchbase.com/organization/travellution,Seed,"Paris, Ile-de-France, France, Europe",2011-11-01,100000,EUR,136729,Seed,,,,Yes,"Travellution offers a social travel planner that enables individuals to plan, share, and follow trips.","Career Planning, Mobile, Travel",,http://www.travellution.com,$1M to $10M,410000,EUR,536289,Seed,2,,,,,"207,476"
