Transaction Name,Transaction Name URL,Organization Name,Organization Name URL,Funding Type,Organization Location,Announced Date,Money Raised,Money Raised Currency,Money Raised (in USD),Funding Stage,Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation (in USD),Equity Only Funding,Organization Description,Organization Industries,Diversity Spotlight,Organization Website,Organization Revenue Range,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Funding Status,Number of Funding Rounds,Lead Investors,Investor Names,Number of Partner Investors,Number of Investors,CB Rank (Funding Round)
Seed Round - CustomSurg,https://www.crunchbase.com/funding_round/customsurg-seed--77e553dc,CustomSurg,https://www.crunchbase.com/organization/customsurg,Seed,"Zürich, Zurich, Switzerland, Europe",2024-03-18,,,,Seed,,,,Yes,CustomSurg is a medical equipment manufacturing company that provides personalized solutions for complex surgery.,"3D Printing, Health Care, Medical Device",,http://www.customsurg.com,$1M to $10M,610652,USD,610652,Seed,7,CHMBR Partners,"CHMBR Partners, High-Tech Gruenderfonds, Kickfund",,3,"29,030"
Seed Round - Alphacruncher,https://www.crunchbase.com/funding_round/alphacruncher-seed--053cf12d,Alphacruncher,https://www.crunchbase.com/organization/alphacruncher,Seed,"Buchs, Inner-Rhoden, Switzerland, Europe",2025-03-25,,,,Seed,,,,Yes,The operating system for data science.,"Analytics, Bioinformatics, Cloud Data Services, Education, Life Science, PaaS, Project Management, STEM Education",,https://nuvolos.cloud,$1M to $10M,1500000,CHF,1593081,Seed,2,Interactive Venture Partners,"Interactive Venture Partners, Kentof Family Investments",,2,"42,249"
Seed Round - Quizzito,https://www.crunchbase.com/funding_round/quizzito-seed--14fbc0ab,Quizzito,https://www.crunchbase.com/organization/quizzito,Seed,"Dubendorf, Zurich, Switzerland, Europe",2019-03-19,,,,Seed,,,,Yes,Quizzito provides website and apps for online reading competitions.,"Apps, Education, Internet, Publishing",,https://www.quizzito.com/,$1M to $10M,,,,Seed,4,Misk 500 MENA Accelerator,Misk 500 MENA Accelerator,,1,"48,276"
Seed Round - SensArs,https://www.crunchbase.com/funding_round/sensars-seed--e9c1236b,SensArs,https://www.crunchbase.com/organization/sensars,Seed,"Lausanne, Vaud, Switzerland, Europe",2024-09-06,30000,USD,30000,Seed,,,,Yes,SensArs is a medical device manufacturing company that restores limb functionalities for people affected by amputation or nerve damages.,"Health Care, Medical, Medical Device, Neuroscience",,https://www.sensars.com/,$1M to $10M,4819840,USD,4819840,Seed,11,Health Wildcatters,Health Wildcatters,1,1,"49,347"
Seed Round - Wakweli,https://www.crunchbase.com/funding_round/wakweli-seed--bd29085f,Wakweli,https://www.crunchbase.com/organization/wakweli,Seed,"Geneva, Geneve, Switzerland, Europe",2023-02-28,1100000,USD,1100000,Seed,,,,Yes,Wakweli who make a positive impact on the whole tokenized asset ecosystem.,"Bitcoin, Blockchain, Cryptocurrency, Virtual Currency",,https://www.wakweli.com/,,1100000,USD,1100000,Seed,1,Summit Mining,"FunFair Ventures, Summit Mining",2,2,"76,068"
Seed Round - Aero41,https://www.crunchbase.com/funding_round/aero41-seed--a1d44aea,Aero41,https://www.crunchbase.com/organization/aero41,Seed,"Aigle, Vaud, Switzerland, Europe",2022-09-01,,,,Seed,,,,Yes,Aero41 is developing a drone entirely dedicated to crop protection.,"Agriculture, Artificial Intelligence (AI), Drone Management, Drones, Environmental Engineering, Robotics",,https://www.aero41.ch/,Less than $1M,876144,USD,876144,Seed,5,Boundary Holding,Boundary Holding,,1,"78,449"
Seed Round - Lagosta,https://www.crunchbase.com/funding_round/lagosta-seed--f300731b,Lagosta,https://www.crunchbase.com/organization/lagosta,Seed,"Saint-prex, Vaud, Switzerland, Europe",2021-11-03,,,,Seed,,,,Yes,Lagosta is a producer of spiny lobster.,"Biopharma, Life Science",,https://lagosta.com/,,,,,Seed,1,Heritage Capital,Heritage Capital,1,1,"83,624"
Seed Round - RAW Labs,https://www.crunchbase.com/funding_round/raw-labs-seed--8bf6c7eb,RAW Labs,https://www.crunchbase.com/organization/raw-labs,Seed,"Lausanne, Vaud, Switzerland, Europe",2021-02-11,5500000,USD,5500000,Seed,,,,Yes,RAW Labs SA tames the exponential growth of Big Data through innovative tools which federate and query raw data in-situ.,Software,,https://www.raw-labs.com/,$1M to $10M,5634293,USD,5634293,Seed,4,Verve Ventures,"Claude Honegger, Hammer Team, Key Capital, Pyrros Koussios, SICTIC, Verve Ventures",,6,"87,043"
Pre Seed Round - xorlab,https://www.crunchbase.com/funding_round/xorlab-pre-seed--87b5ce8f,xorlab,https://www.crunchbase.com/organization/xorlab,Pre-Seed,"Zürich, Zurich, Switzerland, Europe",2016-07-12,300000,CHF,303704,Seed,,,,Yes,xorlab harnesses machine intelligence to stop even the most sophisticated email attacks at first sight.,"Cyber Security, Information Technology, Machine Learning, Software",,https://www.xorlab.com,$1M to $10M,9945000,CHF,10609675,Early Stage Venture,8,"Fondation Des Fondateurs, Hasler Foundation","Fondation Des Fondateurs, Hasler Foundation",,2,"89,158"
Seed Round - Lambda Health System,https://www.crunchbase.com/funding_round/lambda-health-system-seed--a994dab7,Lambda Health System,https://www.crunchbase.com/organization/lambda-health-system,Seed,"Yverdon-les-bains, Vaud, Switzerland, Europe",2017-06-21,750000,CHF,771188,Seed,,,,Yes,Lambda Health System is a spin-off of the University,"Biotechnology, Health Care, Medical Device, Rehabilitation, Robotics",,http://lhs-sa.ch,Less than $1M,1822504,USD,1822504,,7,"VI Partners, Zürcher Kantonal Bank","VI Partners, Zürcher Kantonal Bank",,2,"89,432"
