Transaction Name,Transaction Name URL,Organization Name,Organization Name URL,Funding Type,Organization Location,Announced Date,Money Raised,Money Raised Currency,Money Raised (in USD),Funding Stage,Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation (in USD),Equity Only Funding,Organization Description,Organization Industries,Diversity Spotlight,Organization Website,Organization Revenue Range,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Funding Status,Number of Funding Rounds,Lead Investors,Investor Names,Number of Partner Investors,Number of Investors,CB Rank (Funding Round)
Seed Round - Lyzi,https://www.crunchbase.com/funding_round/lyzi-seed--8d4aed6f,Lyzi,https://www.crunchbase.com/organization/lyzi,Seed,"Paris, Ile-de-France, France, Europe",2025-04-08,1300000,EUR,1425126,Seed,,,,Yes,Lyzi is a crypto payment HUB enabling crypto holders to spend their earnings in retail.,"Cryptocurrency, Financial Services, FinTech, Loyalty Programs, Mobile Payments, Payments",,https://lyzi.io,,2101000,EUR,2271887,Seed,3,,"Christopher Grilhault des Fontaines, Jean-Luc Bernard, NYX Ventures, Tezos Foundation",,4,"1,287"
Seed Round - Sitowie,https://www.crunchbase.com/funding_round/sitowie-seed--70470c17,Sitowie,https://www.crunchbase.com/organization/sitowie,Seed,"Paris, Ile-de-France, France, Europe",2025-04-30,2700000,EUR,3057006,Seed,,,,Yes,Sitowie develops SaaS technology and tools to understand the degradation of buildings.,"SaaS, Software",,https://sitowie.fr/,$1M to $10M,4400000,EUR,4917298,Seed,3,,"6-24 HOLDING, 6-24 Participations, Axeleo Capital, Eric Schaeffer, EXCO, Femmes Business Angels, Karista, Mindset Finance, Paris Business Angels, WinEquity",5,10,"1,486"
Seed Round - Aletiq,https://www.crunchbase.com/funding_round/aletiq-seed--a03a02c0,Aletiq,https://www.crunchbase.com/organization/aletiq,Seed,"Paris, Ile-de-France, France, Europe",2025-03-19,6500000,USD,6500000,Seed,,,,Yes,Aletiq is an online PLM software that offers technical data management solutions for industrial companies.,"Consulting, Data Management, Information Technology, Software",,https://www.aletiq.com,Less than $1M,8121785,USD,8121785,Seed,3,Point Nine,"Angel Invest, another.vc, Carsten Thoma, Emmanuel Martin-Chave, Entropy Industrial Capital, Markus Ament, Point Nine, Stephane Albernhe",,8,"2,664"
Seed Round - Qovery,https://www.crunchbase.com/funding_round/qovery-seed--c308e94a,Qovery,https://www.crunchbase.com/organization/qovery,Seed,"Paris, Ile-de-France, France, Europe",2021-09-28,4000000,USD,4000000,Seed,,,,Yes,Qovery is a platform that empowers developers to deploy their applications in AWS and Kubernetes.,"Apps, Developer Platform, Information Technology, Software",,https://www.qovery.com/,$1M to $10M,4115440,USD,4115440,Seed,3,"Crane Venture Partners, Techstars","Alexis Le-Quoc, Amirhossein Malekzadeh, Antoine Nougué, Christophe Chausson, Clément Buyse, Crane Venture Partners, Cyril Chemla, Georges Gomes, Gregoire Delpit, Irregular Expressions, Jean-Baptiste Aviat, Jeremy Thompson, Jonathan Benhamou, Jonathan Cherki, Julien Quintard, Liam Boogar-Azoulay, Marie Outtier, Mario Matar, Matthieu Vaxelaire, Maxime Renault, Nagib Beydoun, Ott Kaukver, Sebastien Pahl, Speedinvest, Techstars, Valentine Baudouin Barbelivien",5,26,"5,268"
Seed Round - Alvie,https://www.crunchbase.com/funding_round/alvie-seed--8d848743,Alvie,https://www.crunchbase.com/organization/alvie,Seed,"Paris, Ile-de-France, France, Europe",2024-12-19,2100000,EUR,2176556,Seed,,,,Yes,Alvie creates products based on sensors and an AI platform to assist farmers in adjusting pesticide doses.,"Consulting, Farming, Information Services, Information Technology",,https://www.alvie.fr/,,2100000,EUR,2176556,Seed,2,Tilia Impact Ventures,"Beangels, Better Angle, Christian Couturier, Climate Club, Damien Lepoutre, Francis Nappez, Guillaume Jourdain, Jean-Paul Devey, Jeriko, Jérôme Gallois, Leia Capital, Tilia Impact Ventures",3,12,"5,808"
Seed Round - Objow,https://www.crunchbase.com/funding_round/objow-seed--a2c231c7,Objow,https://www.crunchbase.com/organization/objow,Seed,"Lyon, Rhone-Alpes, France, Europe",2024-12-05,2000000,EUR,2117294,Seed,,,,Yes,Fire Tiger offers internet-based solutions to boost sales team performance with strategies and tools.,"Mobile Apps, SaaS, Software, Web Development",,https://www.objow.com,$10M to $50M,2000000,EUR,2117294,Seed,1,,"Bpifrance, Crédit Agricole Création, Edenred Capital Partners, Holnest, HUB612",3,5,"8,246"
Seed Round - SkyVisor,https://www.crunchbase.com/funding_round/skyvisor-seed--1d03d516,SkyVisor,https://www.crunchbase.com/organization/skyvisor,Seed,"Paris, Ile-de-France, France, Europe",2024-12-17,1200000,EUR,1259367,Seed,,,,Yes,SkyVisor engages in advancing drone inspection technology for renewable energy sector.,"Drone Management, Energy, Renewable Energy, Wind Energy",,https://www.skyvisor.fr/,,1200000,EUR,1259367,Seed,1,Tomcat,"Bpifrance, Région Ile-de-France, Tomcat",1,3,"9,622"
Seed Round - My Digital Buildings,https://www.crunchbase.com/funding_round/my-digital-buildings-seed--0b23c83f,My Digital Buildings,https://www.crunchbase.com/organization/my-digital-buildings,Seed,"Paris, Ile-de-France, France, Europe",2024-09-18,1200000,EUR,1333683,Seed,,,,Yes,My Digital Buildings is a software platform for creating and exploiting spatial building data.,"3D Technology, Consulting, Information Services",,https://www.mydigitalbuildings.com,,2000000,EUR,2223453,Seed,2,,"Grenoble Angels, Guillaume ANELLI, Laurent Fiard, Les Business Angels des Grandes Écoles, Paris Business Angels, Rhône Dauphiné Développement",,6,"11,785"
Seed Round - Vegetal Food,https://www.crunchbase.com/funding_round/vegetal-food-seed--d96f1c8c,Vegetal Food,https://www.crunchbase.com/organization/vegetal-food,Seed,"Morangis, Ile-de-France, France, Europe",2025-02-28,1200000,EUR,1245395,Seed,,,,Yes,"Vegetal Food is a company that specializes in offering vegan snacks to specialty grocery stores, restaurants, and caterers.","Food and Beverage, Food Processing, Snack Food",,https://www.vegetalfood.fr,,1200000,EUR,1245395,Seed,1,"Elevation Capital Partners, FoodXpert","Elevation Capital Partners, FoodXpert",,2,"12,187"
Seed Round - Moderato,https://www.crunchbase.com/funding_round/moderato-a981-seed--ee2f5c40,Moderato,https://www.crunchbase.com/organization/moderato-a981,Seed,"Douville-en-auge, Basse-Normandie, France, Europe",2024-09-05,3000000,EUR,3333344,Seed,,,,Yes,Moderato is a retail and wholesale company that manufactures and supplies a range of beverages online to various sectors.,"E-Commerce, Food and Beverage, Retail",,http://www.le-moderato.com,Less than $1M,3000000,EUR,3333344,Seed,1,,"Andromède, Eutopia VC, Vivadour, Xinomavro Ventures",,4,"12,304"
