Transaction Name,Transaction Name URL,Organization Name,Organization Name URL,Funding Type,Organization Location,Announced Date,Money Raised,Money Raised Currency,Money Raised (in USD),Funding Stage,Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation (in USD),Equity Only Funding,Organization Description,Organization Industries,Diversity Spotlight,Organization Website,Organization Revenue Range,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Funding Status,Number of Funding Rounds,Lead Investors,Investor Names,Number of Partner Investors,Number of Investors,CB Rank (Funding Round)
Seed Round - Gridio,https://www.crunchbase.com/funding_round/gridio-seed--f8eac7ec,Gridio,https://www.crunchbase.com/organization/gridio,Seed,"Tallinn, Harjumaa, Estonia, Europe",2025-01-27,2400000,EUR,2525029,Seed,,,,Yes,"Gridio is a smart electric vehicle charging platform, integrating with all key brands of electric cars, solar inverters and batteries (soon)","Automotive, Charging Infrastructure, CleanTech, Energy, Software",,https://gridio.io/en,$1M to $10M,4200000,EUR,4444682,Seed,5,Neokapital Family Office,"Encevo, Neokapital Family Office, SmartCap",2,3,"9,041"
Seed Round - Scorestars,https://www.crunchbase.com/funding_round/scorestars-seed--5b973588,Scorestars,https://www.crunchbase.com/organization/scorestars,Seed,"Tallinn, Harjumaa, Estonia, Europe",2024-01-09,725000,EUR,792553,Seed,,,,Yes,"We are the catalyst for a new era of sports entertainment, integrating licensed digital players into live games to elevate fan engagement","Media and Entertainment, Online Games, Software, Sports",,https://scorestars.io/,,855000,EUR,935170,Seed,2,"3 Comma Capital, Startup Wise Guys, Trind Ventures","3 Comma Capital, Startup Wise Guys, Trind Ventures",3,3,"19,264"
Seed Round - Enty,https://www.crunchbase.com/funding_round/enty-b7f6-seed--71dd2937,Enty,https://www.crunchbase.com/organization/enty-b7f6,Seed,"Tallinn, Harjumaa, Estonia, Europe",2024-07-25,700000,EUR,759596,Seed,,,,Yes,"Single Control Panel for all back-office operations, where European SMEs can orchestrate all back-office processes simultaneously.","Accounting, Legal Tech, SaaS, Small and Medium Businesses, Software",,https://enty.io,Less than $1M,830000,EUR,910939,Seed,2,TMT Investments,"TMT Investments, Trado",2,2,"20,357"
Seed Round - Fairown,https://www.crunchbase.com/funding_round/fairown-finance-seed--5b2dd1c9,Fairown,https://www.crunchbase.com/organization/fairown-finance,Seed,"Tallinn, Harjumaa, Estonia, Europe",2024-09-10,5700000,EUR,6281587,Seed,,,,Yes,"Fairown is on a humble mission make the world 100X better place, one sustainable purchase at a time.","Financial Services, FinTech, Software, Sustainability",,https://www.fairown.com/,$1M to $10M,6950000,EUR,7801839,Seed,2,BonVenture,"BonVenture, Gateway Ventures, Neosfer, STIHL Ventures",,4,"20,660"
Seed Round - Mifundo,https://www.crunchbase.com/funding_round/mifundo-seed--a843342d,Mifundo,https://www.crunchbase.com/organization/mifundo,Seed,"Tallinn, Harjumaa, Estonia, Europe",2024-07-15,1200000,EUR,1307788,Seed,,,,Yes,Data-technology to unify and passport the credit data in Europe.,Financial Services,,https://mifundo.com/,,4900000,EUR,5275685,Seed,3,Tera Ventures,"Mihkel Karu, Opus11 VC, Sergei Anikin, Tera Ventures",,4,"24,528"
Seed Round - Gamer Arena,https://www.crunchbase.com/funding_round/gamer-arena-seed--a906e34e,Gamer Arena,https://www.crunchbase.com/organization/gamer-arena,Seed,"Tallin, Harjumaa, Estonia, Europe",2024-03-05,250000,USD,250000,Seed,,,,Yes,Gamer Arena is a software company that offers an AI gaming platform with mobile apps and a Web 3.0 platform.,"Artificial Intelligence (AI), Blockchain, Gaming, Generative AI, Information Technology, Internet, Web3",,https://about.gamerarena.com/,Less than $1M,690000,USD,690000,Seed,4,DOMiNO Ventures,DOMiNO Ventures,,1,"24,734"
Seed Round - Logistify AI,https://www.crunchbase.com/funding_round/logistify-ai-seed--d1d13675,Logistify AI,https://www.crunchbase.com/organization/logistify-ai,Seed,"Tallinn, Harjumaa, Estonia, Europe",2024-06-25,,,,Seed,,,,Yes,Logistify AI is an AI platform for warehousing businesses.,"Artificial Intelligence (AI), Machine Learning, Warehousing",,https://www.logistify.ai/,$1M to $10M,,,,Seed,4,Launch Africa,Launch Africa,,1,"25,028"
Seed Round - Fyma,https://www.crunchbase.com/funding_round/visory-seed--642164cd,Fyma,https://www.crunchbase.com/organization/visory,Seed,"Tallinn, Harjumaa, Estonia, Europe",2023-11-10,2100000,USD,2100000,Seed,,,,Yes,The world’s urban movement analytics platform: empirical data enabling better cities and commerce,"Analytics, Artificial Intelligence (AI), Computer Vision, Machine Learning, Real Estate, Retail, SaaS, Software",,https://fyma.ai/,$1M to $10M,4175837,USD,4175837,Seed,3,Quadri Ventures,"Quadri Ventures, Second Century Ventures",3,2,"25,685"
Seed Round - Haut.AI,https://www.crunchbase.com/funding_round/haut-ai-seed--59cdcdef,Haut.AI,https://www.crunchbase.com/organization/haut-ai,Seed,"Tallinn, Harjumaa, Estonia, Europe",2023-11-15,2000000,EUR,2170907,Seed,,,,Yes,Haut.AI is an innovative SaaS tool designed for tracking vital skin health parameters.,"Artificial Intelligence (AI), Beauty, Cosmetics, E-Commerce, Information Technology, Machine Learning, Retail, SaaS, Software",,https://haut.ai,$1M to $10M,2000000,EUR,2170907,Seed,1,"Grupo Boticário Ventures, LongeVC","Grupo Boticário Ventures, LongeVC",2,2,"27,890"
Seed Round - Woola,https://www.crunchbase.com/funding_round/woola-cd5b-seed--3a90324b,Woola,https://www.crunchbase.com/organization/woola-cd5b,Seed,"Tallinn, Harjumaa, Estonia, Europe",2023-12-13,2500000,EUR,2720662,Seed,,,,Yes,Woola uses leftover sheep wool to replace bubble wrap.,"Packaging Services, Waste Management",,https://www.woola.io/,$1M to $10M,5450000,EUR,6091209,Seed,4,Metaplanet,"Future Ventures, Lemonade Stand, Metaplanet",2,3,"28,441"
