Transaction Name,Transaction Name URL,Organization Name,Organization Name URL,Funding Type,Organization Location,Announced Date,Money Raised,Money Raised Currency,Money Raised (in USD),Funding Stage,Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation (in USD),Equity Only Funding,Organization Description,Organization Industries,Diversity Spotlight,Organization Website,Organization Revenue Range,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Funding Status,Number of Funding Rounds,Lead Investors,Investor Names,Number of Partner Investors,Number of Investors,CB Rank (Funding Round)
Seed Round - Neuranics,https://www.crunchbase.com/funding_round/neuranics-seed--aaeea049,Neuranics,https://www.crunchbase.com/organization/neuranics,Seed,"Glasgow, Glasgow City, United Kingdom, Europe",2025-04-09,8000000,USD,8000000,Seed,,,,Yes,"Neuranics is a deep-tech startup that creates game-changing sensing solutions for healthcare, gaming, and metaverse applications.","Health Care, Nanotechnology, Sensor",,http://neuranics.com/,$1M to $10M,11350998,USD,11350998,Seed,3,Blackfinch Ventures,"Archangels, Blackfinch Ventures, Old College Capital, Par Equity, University of Glasgow",5,5,203
Seed Round - Vizzy,https://www.crunchbase.com/funding_round/vizzy-6454-seed--2028b984,Vizzy,https://www.crunchbase.com/organization/vizzy-6454,Seed,"Haddenham, Cambridgeshire, United Kingdom, Europe",2025-04-17,3650000,GBP,4832734,Seed,,,,Yes,Vizzy is a recruiting platform that allows users to build personalized profiles and enables companies to hire the right fit for their roles.,"Employment, Human Resources, Recruiting, Software, Staffing Agency",,https://vizzy.com,,3650000,GBP,4832734,Seed,1,Adjuvo,"Adjuvo, Nigel Wray, Oberon Investments Group, Rob Wells, Robert Dodds, Sally Wells, Sir Clive Woodward",1,7,252
Seed Round - GoUpscale,https://www.crunchbase.com/funding_round/goupscale-seed--42048d1b,GoUpscale,https://www.crunchbase.com/organization/goupscale,Seed,"London, England, United Kingdom, Europe",2025-04-14,,,,Seed,,,,Yes,GoUpscale is a financial firm that develops and licenses sales engagement software.,"Content Marketing, Information Technology, Software",,https://www.goupscale.com,,,,,Seed,1,Accenture Ventures,Accenture Ventures,1,1,357
Seed Round - DealStack,https://www.crunchbase.com/funding_round/dealstack-2972-seed--a6f9bec2,DealStack,https://www.crunchbase.com/organization/dealstack-2972,Seed,"London, England, United Kingdom, Europe",2025-04-08,4300000,GBP,5494070,Seed,,,,Yes,Helping Private Equity dealmaking evolve.,,,https://www.dealstack.io,,4300000,GBP,5494070,Seed,1,,"CVC Capital Partners, Goldman Sachs, H.I.G. Capital, Kirkland & Ellis, Klar Partners, Kohlberg Kravis Roberts, Latham & Watkins, McDermott Will & Emery, Oaktree Capital Management, Partners Group, Paul, Weiss, Rifkind, Wharton & Garrison, TA Associates, TPG",,13,361
Seed Round - 51 to Carbon Zero,https://www.crunchbase.com/funding_round/51-to-carbon-zero-seed--a65c569a,51 to Carbon Zero,https://www.crunchbase.com/organization/51-to-carbon-zero,Seed,"City Of London, Essex, United Kingdom, Europe",2025-04-22,3000000,GBP,4023120,Seed,,,,Yes,"51 to Carbon Zero helps businesses in measuring carbon footprints, and climate premises and also provides business advice.","Business Development, Environmental Consulting, Technical Support",,https://51tocarbonzero.com,$1M to $10M,3000000,GBP,4023120,Seed,2,Fuel Ventures,Fuel Ventures,1,1,787
Seed Round - Burbank,https://www.crunchbase.com/funding_round/burbank-835c-seed--3e9818ba,Burbank,https://www.crunchbase.com/organization/burbank-835c,Seed,"London, England, United Kingdom, Europe",2025-03-25,5000000,GBP,6458046,Seed,,,,Yes,"Burbank is a growth and innovation enabler, creating some of the most revolutionary identification, payment, and authentication systems.","Data Management, Security, Web Development",,https://www.burbankdev.co.uk/,,5000000,GBP,6458046,Seed,1,Mouro Capital,"Anthemis, Mouro Capital, Portfolio Ventures",2,3,860
Seed Round - AMPLY Discovery,https://www.crunchbase.com/funding_round/amply-discovery-seed--18ca225b,AMPLY Discovery,https://www.crunchbase.com/organization/amply-discovery,Seed,"Belfast, Belfast, United Kingdom, Europe",2025-05-01,1750000,USD,1750000,Seed,,,,Yes,AMPLY uses machine learning and synthetic biology to mine vast biological data to discover novel drug and nutraceutical candidates.,"Artificial Intelligence (AI), Biotechnology, Health Care, Pharmaceutical",,https://amplydiscovery.com/,,5228537,USD,5228537,Seed,5,Twin Path Ventures,"British Business Bank, Co-FundNI, QUBIS, Twin Path Ventures, venture / science",1,5,871
Seed Round - Circadacare,https://www.crunchbase.com/funding_round/circadacare-seed--f77cfc6e,Circadacare,https://www.crunchbase.com/organization/circadacare,Seed,"Newcastle, Newcastle upon Tyne, United Kingdom, Europe",2025-04-02,500000,GBP,652282,Seed,,,,Yes,Circadacare provides solutions which improve the quality of lives and benefit care environments for both residents and staff.,"Health Care, Hospital",,https://circadacare.com/,,2238000,GBP,2848610,Seed,4,North East Fund,North East Fund,1,1,"2,745"
Seed Round - Assemble You,https://www.crunchbase.com/funding_round/assemble-you-seed--cbd0726a,Assemble You,https://www.crunchbase.com/organization/assemble-you,Seed,"London, England, United Kingdom, Europe",2025-03-26,1000000,GBP,1287717,Seed,,,,Yes,"Progressive, unconventional training podcasts","Continuing Education, E-Learning, Education",,https://www.assembleyou.com,,1000000,GBP,1287717,Seed,1,Midven,"Midven, Ufi Ventures",3,2,"3,014"
Angel Round - LeBlanq,https://www.crunchbase.com/funding_round/leblanq-angel--b61e2848,LeBlanq,https://www.crunchbase.com/organization/leblanq,Angel,"London, England, United Kingdom, Europe",2025-03-25,,,,Seed,,,,Yes,LeBlanq is a luxury travel company that combines road cycling with high-end gastronomy experiences.,Cycling,,https://www.leblanq.com,,,,,Seed,1,Dez Derry,Dez Derry,,1,"3,583"
Seed Round - Mask Logic,https://www.crunchbase.com/funding_round/mask-logic-seed--3c062543,Mask Logic,https://www.crunchbase.com/organization/mask-logic,Seed,"Edinburgh, Edinburgh, City of, United Kingdom, Europe",2025-03-31,659000,GBP,850720,Seed,,,,Yes,Safe and comfortable respirators for any face.,"Manufacturing, Software",,https://masklogic.co.uk/,,1007000,GBP,1292454,Seed,3,Equity Gap,"Apollo Informal Investment, Equity Gap, Old College Capital",,3,"4,039"
Seed Round - Strike,https://www.crunchbase.com/funding_round/strike-8f4c-seed--e4d670b5,Strike,https://www.crunchbase.com/organization/strike-8f4c,Seed,"London, England, United Kingdom, Europe",2022-04-20,5400000,USD,5400000,Seed,,,,Yes,Securing worldwide enterprises by connecting them with top cybersecurity professionals through Continuous Pentesting.,"Cyber Security, Information Technology, Network Security, Penetration Testing",,https://strike.sh,$1M to $10M,19720000,USD,19720000,Early Stage Venture,4,Greyhound Capital,"Canary, FJ Labs, Greyhound Capital, Latitud, Magma Partners, NXTP Ventures, Orok Ventures, Pieter Jan Vandepitte, Proximity Angels, Sergej Epp, Sergio Fogel, VentureFriends",,12,"4,131"
Seed Round - ZENPULSAR,https://www.crunchbase.com/funding_round/zenpulsar-seed--9f35ee86,ZENPULSAR,https://www.crunchbase.com/organization/zenpulsar,Seed,"London, England, United Kingdom, Europe",2024-11-15,,,,Seed,,,,Yes,"AI-powered SaaS platform for analysis of social media to extract signals and monitor trends for financial, corporate and government sectors.","Artificial Intelligence (AI), Consulting, Finance, Information Services, Information Technology, Internet, Mobile Apps, Social Media, Software",,https://zenpulsar.com,$1M to $10M,1000000,EUR,1056332,Seed,2,,Oraseya Capital,,1,"6,423"
Seed Round - Connect Earth,https://www.crunchbase.com/funding_round/connect-earth-649e-seed--98fff634,Connect Earth,https://www.crunchbase.com/organization/connect-earth-649e,Seed,"London, England, United Kingdom, Europe",2024-10-24,,,,Seed,,,,Yes,"Connect Earth is an environmental data company that democratizes easy access to sustainable data with its carbon tracking API technology,","Environmental Consulting, FinTech",,https://www.connect.earth/,$1M to $10M,5840000,GBP,7302972,Seed,4,,Oraseya Capital,,1,"7,244"
Seed Round - Ignota Labs,https://www.crunchbase.com/funding_round/ignota-labs-seed--d5cadb01,Ignota Labs,https://www.crunchbase.com/organization/ignota-labs,Seed,"London, England, United Kingdom, Europe",2025-02-26,6900000,USD,6900000,Seed,,,,Yes,Ignota Labs recognizes that safety errors during the drug discovery process.,"Artificial Intelligence (AI), Biotechnology, Health Care, Life Science, Pharmaceutical",,https://ignotalabs.ai,,6900000,USD,6900000,Seed,2,"AIX Ventures, Montage Ventures","AIX Ventures, Blue Wire Capital, Gaingels, Modi Ventures, Montage Ventures",3,5,"7,384"
