Transaction Name,Transaction Name URL,Organization Name,Organization Name URL,Funding Type,Organization Location,Announced Date,Money Raised,Money Raised Currency,Money Raised (in USD),Funding Stage,Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation (in USD),Equity Only Funding,Organization Description,Organization Industries,Diversity Spotlight,Organization Website,Organization Revenue Range,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Funding Status,Number of Funding Rounds,Lead Investors,Investor Names,Number of Partner Investors,Number of Investors,CB Rank (Funding Round)
Seed Round - ImmuONE,https://www.crunchbase.com/funding_round/immuone-seed--8f7c2f70,ImmuONE,https://www.crunchbase.com/organization/immuone,Seed,"Hatfield, Hertford, United Kingdom, Europe",2025-03-13,600000,GBP,777418,Seed,,,,Yes,"ImmuONE provides translation studies, high content analysis, immune response, and interaction services.",Training,,https://immuone.com,,2600000,GBP,3197893,Seed,2,,"Mercia Ventures, Midlands Engine Investment Fund, Pioneer Group",3,3,"4,206"
Seed Round - Modern Synthesis,https://www.crunchbase.com/funding_round/modern-synthesis-seed--ea187e39,Modern Synthesis,https://www.crunchbase.com/organization/modern-synthesis,Seed,"London, England, United Kingdom, Europe",2025-02-05,5500000,USD,5500000,Seed,,,,Yes,Modern Synthesis works with bacteria to commercially develop a new class of biobased textiles which meet the complex needs of the market.,"Advanced Materials, Apparel, Biotechnology, Fashion, Manufacturing, Textiles",,https://modern-synthesis.com,,9600000,USD,9600000,Seed,3,Extantia Capital,"Artesian VC, Collaborative Fund, Extantia Capital",2,3,"8,489"
Seed Round - Lentitek,https://www.crunchbase.com/funding_round/lentitek-seed--2c8af335,Lentitek,https://www.crunchbase.com/organization/lentitek,Seed,"Edinburgh, Edinburgh, City of, United Kingdom, Europe",2025-03-05,700000,GBP,895224,Seed,,,,Yes,Lentitek is a cell and gene therapy company.,"Biotechnology, Health Care, Medical",,https://lentitek.com,,1245025,GBP,1594769,Seed,3,,"Apollo Informal Investment, Equity Gap, Gabriel Investments, Scottish Enterprise",3,4,"9,251"
Seed Round - Sloneek,https://www.crunchbase.com/funding_round/sloneek-seed--430967d8,Sloneek,https://www.crunchbase.com/organization/sloneek,Seed,"London, England, United Kingdom, Europe",2024-09-07,3600000,EUR,3992459,Seed,,,,Yes,Sloneek is a HR tech company that offers an online tool for HR related services.,"Collaboration, Human Resources, Information Technology, SaaS, Software",,https://sloneek.com/,$1M to $10M,4950000,EUR,5453445,Seed,3,Purple Ventures,"Purple Ventures, Venture to Future Fund, Vision Ventures",2,3,"11,701"
Seed Round - Blair West,https://www.crunchbase.com/funding_round/blair-west-f975-seed--9a937001,Blair West,https://www.crunchbase.com/organization/blair-west-f975,Seed,"Newcastle Upon Tyne, Newcastle upon Tyne, United Kingdom, Europe",2024-07-09,,,,Seed,,,,Yes,"Blair West is an executive search and recruitment agency for finance, marketing, and technology.","Employment, Recruiting, Staffing Agency",,https://blairwest.co.uk,$1M to $10M,,,,Seed,1,Northstar Ventures,Northstar Ventures,1,1,"13,392"
Seed Round - Aura Life,https://www.crunchbase.com/funding_round/aura-life-b091-seed--bd46a936,Aura Life,https://www.crunchbase.com/organization/aura-life-b091,Seed,"Godalming, Surrey, United Kingdom, Europe",2025-02-19,750000,GBP,946056,Seed,,,,Yes,Aura Funerals is a digital end-of-life planning and funeral service.,"Consulting, Funerals, Service Industry",,https://www.aura.life,,750000,GBP,946056,Seed,1,Angel Investment Network,Angel Investment Network,1,1,"13,649"
Seed Round - MISSION,https://www.crunchbase.com/funding_round/mission-e85d-seed--40d9a729,MISSION,https://www.crunchbase.com/organization/mission-e85d,Seed,"London, England, United Kingdom, Europe",2025-03-06,2000000,GBP,2575255,Seed,,,,Yes,Mission is a high-growth start-up that inspires the globe to achieve more than it imagined possible.,"E-Commerce, Fitness, Food and Beverage, Tea",,https://drink-mission.com,,3600000,GBP,4802972,Seed,2,Pierre Gasly,Pierre Gasly,,1,"14,580"
Seed Round - R.grid,https://www.crunchbase.com/funding_round/r-grid-seed--252eff4f,R.grid,https://www.crunchbase.com/organization/r-grid,Seed,"London, England, United Kingdom, Europe",2024-11-06,5000000,GBP,6441199,Seed,,,,Yes,R.grid automates clinical trials with AI-driven platforms for efficiency.,"Artificial Intelligence (AI), Machine Learning, Software",,https://www.rgrid.tech,Less than $1M,6225000,GBP,8042822,Seed,3,Fuel Ventures,"Ada Ventures, Arve Capital, Arāya Ventures, Ascension, Atomico, Fuel Ventures, Inclusive Ventures Lab, Plug and Play",1,8,"14,779"
Seed Round - Luna Daily,https://www.crunchbase.com/funding_round/luna-daily-seed--ec73599f,Luna Daily,https://www.crunchbase.com/organization/luna-daily,Seed,"London, England, United Kingdom, Europe",2024-07-01,,,,Seed,,,,Yes,Luna Daily operates as a Femtech startup.,"Consumer, Women's",,https://luna-daily.com/,,3000000,GBP,3698909,Seed,2,Unilever Ventures,"Aaron Chatterley, Jane Henderson, Joyance Partners, Michelle Kennedy, Redrice Ventures, Taos Edmondson, Unilever Ventures",2,7,"17,499"
Pre Seed Round - Cryogenx,https://www.crunchbase.com/funding_round/cryogenx-pre-seed--23738ed0,Cryogenx,https://www.crunchbase.com/organization/cryogenx,Pre-Seed,"Hayes, Hillingdon, United Kingdom, Europe",2024-06-24,800000,GBP,1014563,Seed,,,,Yes,Cryogenx manufactures and provides cryo suits that provide portable body cooling for heat stroke.,"Health Care, Manufacturing, Medical, Medical Device",,https://www.cryosuit.co.uk,,800000,GBP,1014563,Seed,1,British Design Fund,British Design Fund,1,1,"18,916"
