Transaction Name,Transaction Name URL,Organization Name,Organization Name URL,Funding Type,Announced Date,Money Raised,Money Raised Currency,Money Raised (in USD),Diversity Spotlight,Lead Investors,Investor Names,CB Rank (Funding Round),Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation (in USD),Funding Stage,Organization Description,Organization Industries,Organization Location,Organization Website,Organization Revenue Range,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Funding Status,Number of Funding Rounds,Number of Investors,Number of Partner Investors,Equity Only Funding,Sentiment
Series A - QuadSAT,https://www.crunchbase.com/funding_round/quadsat-series-a--0a5ea6c3,QuadSAT,https://www.crunchbase.com/organization/quadsat,Series A,2025-07-17,37000000,DKK,5758477,,"Join Capital, North Ventures","Export and Investment Fund, Helge Munk Holding, Join Capital, North Ventures, Seraphim Space, TPC Management",156,,,,Early Stage Venture,"QuadSAT has been established as a VSAT solution and R&D company in Horsens, Denmark.","Consulting, Project Management, Telecommunications","Odense, Syddanmark, Denmark, Europe",http://quadsat.com/,$1M to $10M,18549110,USD,18549110,Early Stage Venture,5,6,2,Yes,
Series A - Plasmacure,https://www.crunchbase.com/funding_round/plasmacure-series-a--49acd680,Plasmacure,https://www.crunchbase.com/organization/plasmacure,Series A,2025-07-07,6000000,EUR,7058865,,Venture Medical,"Coöperatie VGZ, EIC Accelerator, Noaber, OostNL, Stichting Triade, Venture Medical",476,,,,Early Stage Venture,Plasmacure is a medical device to cure advanced wounds.,"Health Care, Medical","Eindhoven, Noord-Brabant, The Netherlands, Europe",https://www.plasmacure.nl/,,9698878,EUR,11138500,Early Stage Venture,6,6,,Yes,
Venture Round - Healx,https://www.crunchbase.com/funding_round/healx-series-unknown--977bdbf6,Healx,https://www.crunchbase.com/organization/healx,Venture - Series Unknown,2025-07-01,,,,,SCI Ventures,SCI Ventures,"3,446",,,,,Healx is a rare disease biotechnology company that uses generative AI for drug discovery.,"Artificial Intelligence (AI), Biopharma, Biotechnology, Health Care, Life Science, Medical","Cambridge, Cambridgeshire, United Kingdom, Europe",https://healx.ai,$10M to $50M,114909855,USD,114909855,,8,1,1,Yes,
Series A - VSPARTICLE,https://www.crunchbase.com/funding_round/vsparticle-series-a--56fd859a,VSPARTICLE,https://www.crunchbase.com/organization/vsparticle,Series A,2024-08-08,6500000,EUR,7094753,,NordicNinja VC,"Hermann Hauser Investment, NordicNinja VC, Plural Platform","4,453",,,,Early Stage Venture,"VSPARTICLE develops nanoparticle generators for various applications such as sensors, batteries, catalysis, solar cells, and more.","Health Care, Life Science, Nanotechnology, Renewable Energy, Sensor","Delft, Zuid-Holland, The Netherlands, Europe",http://vsparticle.com/,$1M to $10M,24571429,EUR,26765110,Early Stage Venture,6,3,3,Yes,
Venture Round - DRONAMICS,https://www.crunchbase.com/funding_round/dronamics-series-unknown--d7dec5fb,DRONAMICS,https://www.crunchbase.com/organization/dronamics,Venture - Series Unknown,2025-06-12,30000000,EUR,34674785,,European Innovation Council,European Innovation Council,"5,117",,,,,DRONAMICS is a cargo drone airline that develops drone technology for cargo transportation and logistics operations.,"Aerospace, Drones, Logistics, Shipping","London, England, United Kingdom, Europe",https://www.dronamics.com,$10M to $50M,110093411,USD,110093411,,14,1,,Yes,
Venture Round - Nebyan Natural,https://www.crunchbase.com/funding_round/nebyan-doğal-series-unknown--bb702a77,Nebyan Natural,https://www.crunchbase.com/organization/nebyan-doğal,Venture - Series Unknown,2025-06-13,2000000,USD,2000000,,İş Girişim Sermayesi.,İş Girişim Sermayesi.,"5,602",,,,,Nebyan Natural is a manufacturer of animal husbandry farms and meat,"Food and Beverage, Manufacturing, Meat and Poultry","Istanbul, Istanbul, Turkey, Europe",https://nebyandogal.com/,,2003288,USD,2003288,M&A,3,1,,Yes,
Venture Round - Holidu,https://www.crunchbase.com/funding_round/holidu-series-unknown--53cacdf9,Holidu,https://www.crunchbase.com/organization/holidu,Venture - Series Unknown,2025-06-04,46000000,EUR,52526706,,Key 1 Capital,"83North, Key 1 Capital, Prime Ventures, Vintage Investment Partners","6,522",,,,,Holidu is a travel technology company focused on the search and booking of vacation rentals.,"Search Engine, Travel, Travel Accommodations, Vacation Rental","Munich, Bayern, Germany, Europe",http://www.holidu.com,$100M to $500M,252297999,USD,252297999,,10,4,1,Yes,
Venture Round - Mixergy,https://www.crunchbase.com/funding_round/mixergy-ltd-series-unknown--1f1c93c3,Mixergy,https://www.crunchbase.com/organization/mixergy-ltd,Venture - Series Unknown,2025-03-04,12000000,GBP,15355165,,Barclays Climate Ventures,"Barclays Climate Ventures, EDP Ventures, Kiko Ventures, Nesta, Oxford Science Enterprises","7,492",,,,,Mixergy offer a cost-effective solution to save energy and facilitate more renewable power generation.,"Energy, Renewable Energy","Cassington, Oxfordshire, United Kingdom, Europe",https://mixergy.co.uk/,$10M to $50M,24800000,GBP,31394498,,5,5,2,Yes,
Venture Round - Shippeo,https://www.crunchbase.com/funding_round/shippeo-series-unknown--ab5498f1,Shippeo,https://www.crunchbase.com/organization/shippeo,Venture - Series Unknown,2025-01-15,29000000,EUR,29851607,,Woven Capital,"Battery Ventures, Bpifrance Digital Venture, LFX Venture Partners, NGP Capital, Partech, SAP.iO, Shift4Good, Woven Capital, Yamaha Motor Ventures","8,295",,,,,Shippeo is an IT services company that expertise in real time multimodal transportation visibility to help shippers and logistics services.,"B2B, Freight Service, SaaS, Shipping, Supply Chain Management","Paris, Ile-de-France, France, Europe",http://www.shippeo.com,$10M to $50M,137764097,USD,137764097,,9,9,5,Yes,
Series B - Wyden,https://www.crunchbase.com/funding_round/algotrader-series-b--efe5a321,Wyden,https://www.crunchbase.com/organization/algotrader,Series B,2024-11-12,16900000,USD,16900000,,Truffle Capital,"C3 Venture Capital, FiveT Fintech (formerly Avaloq Ventures), PostFinance, SBI-Sygnum-Azimut Digital Asset Opportunity (DAO) fund, Truffle Capital","11,451",,,,Early Stage Venture,"Wyden is a fintech company that provides digital asset trading services for institutions, funds, and asset managers.","Banking, Bitcoin, Blockchain, Cryptocurrency, Financial Services, FinTech, Trading Platform","Zürich, Zurich, Switzerland, Europe",https://www.wyden.io/,$1M to $10M,23859350,USD,23859350,Early Stage Venture,4,5,4,Yes,
