Transaction Name,Transaction Name URL,Organization Name,Organization Name URL,Funding Type,Announced Date,Money Raised,Money Raised Currency,Money Raised (in USD),Diversity Spotlight,Lead Investors,Investor Names,CB Rank (Funding Round),Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation (in USD),Funding Stage,Organization Description,Organization Industries,Organization Location,Organization Website,Organization Revenue Range,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Funding Status,Number of Funding Rounds,Number of Investors,Number of Partner Investors,Equity Only Funding,Sentiment
Series B - Lightyear,https://www.crunchbase.com/funding_round/lightyear-2669-series-b--4524c363,Lightyear,https://www.crunchbase.com/organization/lightyear-2669,Series B,2025-07-24,17000000,GBP,22964687,,NordicNinja VC,"Hardi Meybaum, Jaan Tallinn, Kaarel Kotkas, Lars Trunin, Lightspeed Venture Partners, Markus Villig, Metaplanet, NordicNinja VC, Ott Kaukver, Skaala, Specialist VC, Superangel, Taavet Hinrikus",11,,,,Early Stage Venture,"Lightyear is a digital investing platform that provides access to global equity markets, money market funds, and multi-currency savings.","Finance, Financial Services, FinTech, Personal Finance","London, England, United Kingdom, Europe",https://www.lightyear.com,$1M to $10M,58528798,USD,58528798,Early Stage Venture,4,13,3,Yes,
Series A - Two,https://www.crunchbase.com/funding_round/two-inc-series-a--13ed75b9,Two,https://www.crunchbase.com/organization/two-inc,Series A,2025-07-11,13000000,EUR,15171124,,"Idekapital, Shine Capital","Alliance Ventures, Antler, Arkwright X, Idekapital, Investinor, LocalGlobe, Sequoia Capital, Shine Capital",102,,,,Early Stage Venture,"Two is a fintech startup that is building something akin to buy now, pay later for B2B purchases.","B2B, E-Commerce, Financial Services, FinTech, Payments","Oslo, Oslo, Norway, Europe",https://www.two.inc/,Less than $1M,33500000,EUR,37595621,Early Stage Venture,4,8,5,Yes,
Series B - Zama,https://www.crunchbase.com/funding_round/zama-aa23-series-b--1d09e771,Zama,https://www.crunchbase.com/organization/zama-aa23,Series B,2025-06-25,57000000,USD,57000000,,"Blockchange Ventures, Pantera Capital","Blockchange Ventures, GSR, Julien Bouteloup, Pantera Capital",256,1100000000,USD,1100000000,Early Stage Venture,Zama brings confidentiality to public blockchains,"Blockchain, Cyber Security, Privacy, Software","Zug, Zug, Switzerland, Europe",https://zama.ai,,139272392,USD,139272392,Early Stage Venture,5,4,2,Yes,
Venture Round - ODOS,https://www.crunchbase.com/funding_round/carbon-harvesters-series-unknown--a6dfe40e,ODOS,https://www.crunchbase.com/organization/carbon-harvesters,Venture - Series Unknown,2025-07-08,680000,EUR,799429,,Capsa Food,"Angels Capital, Capsa Food, TECH TRANSFER AGRIFOOD",385,,,,,"ODOS monitors farms' emissions on a weekly basis, and promotes the implementation of economic climate mitigation.","Agriculture, Environmental Consulting, Sustainability","Dublin, Dublin, Ireland, Europe",https://www.carbonharvesters.com,$1M to $10M,680000,EUR,799429,,3,3,1,Yes,
Series A - Bitfount,https://www.crunchbase.com/funding_round/bitfount-series-a--55f8b778,Bitfount,https://www.crunchbase.com/organization/bitfount,Series A,2025-07-23,8000000,USD,8000000,,Parkwalk Advisors,"Ahren Innovation Capital, Foresight Group, Pace Ventures, Parkwalk Advisors, Portfolio Ventures",768,,,,Early Stage Venture,Federated data science and AI platform for privacy-preserving analytics & AI/ML,"Analytics, Artificial Intelligence (AI), Big Data, Collaboration, Information Services, Information Technology, Machine Learning, Software","London, England, United Kingdom, Europe",https://www.bitfount.com,,13000000,USD,13000000,Early Stage Venture,2,5,1,Yes,
Venture Round - Quartr,https://www.crunchbase.com/funding_round/quartr-series-unknown--1ffee749,Quartr,https://www.crunchbase.com/organization/quartr,Venture - Series Unknown,2025-07-28,10000000,USD,10000000,,,"Altos Ventures, Yanno Capital, Öhman Group",785,,,,,"Quartr is a software company. Our product suite consists of our free mobile application, and a web application built for professionals.",Financial Services,"Stockholm, Stockholms Lan, Sweden, Europe",https://quartr.com/,$1M to $10M,23026765,USD,23026765,,4,3,3,Yes,
Series A - MagREEsource,https://www.crunchbase.com/funding_round/magreesource-series-a--e74742f3,MagREEsource,https://www.crunchbase.com/organization/magreesource,Series A,2025-07-22,23000000,EUR,26882600,,,"Auvergne-Rhône-Alpes Regional Future Industry Fund, BNP Paribas Développement, Bpifrance, C2Ad, Finindus, Groupe Pochet, Innovacom, KYOSEIL AM, L-Acoustics, Rhône Dauphiné Développement",879,,,,Early Stage Venture,MagREEsource is to link the circular economy by providing a green metallurgical solution.,Mining,"Grenoble, Rhone-Alpes, France, Europe",https://www.magreesource.org,$1M to $10M,28000000,EUR,32251728,Early Stage Venture,2,10,2,Yes,
Venture Round - D2X Group,https://www.crunchbase.com/funding_round/d2x-group-series-unknown--2bc5963a,D2X Group,https://www.crunchbase.com/organization/d2x-group,Venture - Series Unknown,2025-07-29,4300000,EUR,4979111,,,"Cantor Ventures, Circle Ventures, CMT Digital, Fortino Capital, GSR, Point72 Ventures, Tioga Capital",926,,,,,The Secure Gateway to Digital Assets,"Blockchain, Cryptocurrency, Financial Exchanges, Financial Services","Amsterdam, Noord-Holland, The Netherlands, Europe",https://d2x.com,$1M to $10M,21000235,USD,21000235,,4,7,1,Yes,
Series A - Mercanis,https://www.crunchbase.com/funding_round/mercanis-series-a--9fe94ebd,Mercanis,https://www.crunchbase.com/organization/mercanis,Series A,2025-06-18,17300000,EUR,19909200,,"AVP, Partech","Angel Invest, AVP, Capmont Technology, Dr. Marcell Vollmer, Dr. Ulrich Piepel, Mirko Novakovic, Partech, Signals Venture Capital, Speedinvest, Victor Jacobsson",937,,,,Early Stage Venture,Mercanis offers state-of-the-art software for procurement and sourcing driven by AI.,"Enterprise Software, Procurement, Software","Berlin, Berlin, Germany, Europe",https://www.mercanis.com,$1M to $10M,26500000,EUR,29913691,Early Stage Venture,4,10,2,Yes,
Series B - Knowunity,https://www.crunchbase.com/funding_round/knowunity-series-b--2d4674a4,Knowunity,https://www.crunchbase.com/organization/knowunity,Series B,2025-06-13,27000000,EUR,31099004,,XAnge,"Arthur Kosten, Educapital, Isomer Capital, PortfoLion Capital Partners, Project A Ventures, redalpine, Verena Pausder, XAnge","1,398",,,,Early Stage Venture,Knowunity is an AI tool that helps students with school activities and homework.,"Apps, Artificial Intelligence (AI), E-Learning, Education, Machine Learning","Berlin, Berlin, Germany, Europe",https://knowunity.ai,$10M to $50M,48000000,EUR,53857354,Early Stage Venture,4,8,3,Yes,
Series B - Animab,https://www.crunchbase.com/funding_round/animab-series-b--b4abad8d,Animab,https://www.crunchbase.com/organization/animab,Series B,2025-07-01,10000000,EUR,11805400,,"Agri Investment Fund, PMV, Qbic Fund","Agri Investment Fund, Anacura, PMV, Qbic Fund, Seventure Partners, V-Bio Ventures, VIB","1,712",,,,Early Stage Venture,Animab is a biotechnology company specializing in proprietary technology that supports livestock health.,Biotechnology,"Gent, Oost-Vlaanderen, Belgium, Europe",https://animab.com/,,13400000,EUR,15811527,Early Stage Venture,3,7,4,Yes,
